,knight_male,knight_female,tuple,average_male,average_female,female-male
0,-0.0976851,-0.21240062,"('unsociable', 'sociable')",-0.0976851,-0.2124006,-0.1147155
1,1.400326,1.3863043,"('unfriendly', 'friendly')",1.400326,1.3863043,-0.0140217
2,0.3252056,0.51915246,"('unlikable', 'likable')",0.3252056,0.5191525,0.1939469
3,0.8027852,0.88374686,"('repellent', 'pleasant')",0.8027852,0.8837469,0.0809617
4,-7.3355317,-7.239489,"('disliked', 'liked')",-7.3355317,-7.2394891,0.0960426
5,-0.560036,-0.30931982,"('distant', 'outgoing')",-0.560036,-0.3093198,0.2507162
6,-0.2165131,0.033795,"('distant', 'open')",-0.2165131,0.033795,0.2503081
7,0.71556914,0.6905,"('insensitive', 'sensitive')",0.7155691,0.6905,-0.0250691
8,1.2396144,1.2568506,"('unaffectionate', 'affectionate')",1.2396144,1.2568506,0.0172362
9,1.9832691,2.0538673,"('unaffectionate', 'caring')",1.9832691,2.0538673,0.0705982
10,1.0687441,1.0905995,"('unsympathetic', 'sympathetic')",1.0687441,1.0905995,0.0218554
11,1.795752,1.8873565,"('unhelpful', 'helpful')",1.795752,1.8873565,0.0916045
12,-1.6347412,-1.5815642,"('unsupportive', 'supportive')",-1.6347412,-1.5815642,0.053177
13,0.2245433,0.2291938,"('impolite', 'polite')",0.2245433,0.2291938,0.0046505
14,-0.3732486,-0.6138899,"('antisocial', 'social')",-0.3732486,-0.6138899,-0.2406413
15,0.30230862,0.30362296,"('boring', 'funny')",0.3023086,0.303623,0.0013144
16,-0.17562622,-0.087357976,"('unpopular', 'popular')",-0.1756262,-0.087358,0.0882682
17,-0.22360905,-0.2087791,"('nasty', 'nice')",-0.223609,-0.2087791,0.0148299
18,-0.7254197,-0.8184141,"('disagreeable', 'welcoming')",-0.7254197,-0.8184141,-0.0929944
19,-0.68134034,-0.4675972,"('inhospitable', 'hospitable')",-0.6813403,-0.4675972,0.2137431
20,0.6261741,0.4409154,"('rough', 'thoughtful')",0.6261741,0.4409154,-0.1852587
21,-0.1162228,-0.09375833,"('immoral', 'moral')",-0.1162228,-0.0937583,0.0224645
22,-0.5379899,-0.5236951,"('untrustworthy', 'trustworthy')",-0.5379899,-0.5236951,0.0142948
23,6.599142,6.5339866,"('insincere', 'sincere')",6.5991421,6.5339866,-0.0651555
24,1.6203555,1.5459615,"('dishonest', 'honest')",1.6203555,1.5459615,-0.074394
25,0.8328313,0.76180863,"('egoistic', 'altruistic')",0.8328313,0.7618086,-0.0710227
26,0.54578173,0.35191697,"('hardhearted', 'benevolent')",0.5457817,0.351917,-0.1938647
27,1.4745301,1.2888639,"('hardhearted', 'softhearted')",1.4745301,1.2888639,-0.1856662
28,1.358762,1.2314416,"('disloyal', 'loyal')",1.358762,1.2314416,-0.1273204
29,-0.80257,-0.8595297,"('unfair', 'fair')",-0.80257,-0.8595297,-0.0569597
30,0.80251384,0.74678266,"('intolerant', 'tolerant')",0.8025138,0.7467827,-0.0557311
31,-1.6835322,-1.6352133,"('evil', 'good')",-1.6835322,-1.6352133,0.0483189
32,1.2535027,1.1822906,"('unkind', 'kind')",1.2535027,1.1822906,-0.0712121
33,-0.28383583,-0.21230608,"('wrong', 'right')",-0.2838358,-0.2123061,0.0715297
34,5.1667743,5.264298,"('mean', 'honorable')",5.1667743,5.264298,0.0975237
35,-0.83831507,-0.95871496,"('corrupt', 'incorrupt')",-0.8383151,-0.958715,-0.1203999
36,-0.4857716,-0.5398656,"('hostile', 'amicable')",-0.4857716,-0.5398656,-0.054094
37,0.5968749,0.61140865,"('fake', 'genuine')",0.5968749,0.6114087,0.0145338
38,-0.087587625,0.019624218,"('untruthful', 'truthful')",-0.0875876,0.0196242,0.1072118
39,0.024913842,-0.092039645,"('exploitative', 'cooperative')",0.0249138,-0.0920396,-0.1169534
40,-1.8737854,-1.9844561,"('stingy', 'generous')",-1.8737854,-1.9844561,-0.1106707
41,0.07350307,-0.022048786,"('unforgiving', 'forgiving')",0.0735031,-0.0220488,-0.0955519
42,-2.3671446,-2.2607193,"('unreliable', 'reliable')",-2.3671446,-2.2607193,0.1064253
43,1.069884,1.1541606,"('irresponsible', 'responsible')",1.0698839,1.1541606,0.0842767
44,-1.5633206,-1.4752424,"('prejudiced', 'unprejudiced')",-1.5633206,-1.4752424,0.0880782
45,-0.03984556,-0.021248683,"('incompetent', 'competent')",-0.0398456,-0.0212487,0.0185969
46,-0.64192706,-0.63496697,"('uncompetitive', 'competitive')",-0.6419271,-0.634967,0.0069601
47,5.2476616,5.414988,"('stupid', 'smart')",5.2476616,5.414988,0.1673264
48,1.1877908,0.9819663,"('unintelligent', 'intelligent')",1.1877908,0.9819663,-0.2058245
49,0.45377475,0.5773564,"('unable', 'able')",0.4537748,0.5773564,0.1235816
50,0.23704956,0.26765236,"('clumsy', 'skillful')",0.2370496,0.2676524,0.0306028
51,0.16151553,0.19483724,"('uneducated', 'educated')",0.1615155,0.1948372,0.0333217
52,-0.5678221,-0.58177686,"('irrational', 'rational')",-0.5678221,-0.5817769,-0.0139548
53,0.33727276,0.37916672,"('uncreative', 'creative')",0.3372728,0.3791667,0.0418939
54,1.1446419,1.4186867,"('incapable', 'capable')",1.1446419,1.4186867,0.2740448
55,0.62613463,0.49917865,"('incompetent', 'clever')",0.6261346,0.4991786,-0.126956
56,0.5702427,0.5421851,"('impractical', 'practical')",0.5702427,0.5421851,-0.0280576
57,-2.7231498,-2.5798504,"('unimaginative', 'imaginative')",-2.7231498,-2.5798504,0.1432994
58,-0.35635483,-0.318861,"('undiscriminating', 'discriminating')",-0.3563548,-0.318861,0.0374938
59,-0.072921135,0.07678209,"('foolish', 'wise')",-0.0729211,0.0767821,0.1497032
60,0.80185765,0.7927197,"('inefficient', 'efficient')",0.8018577,0.7927197,-0.009138
61,0.24701945,0.03568312,"('illogical', 'logical')",0.2470195,0.0356831,-0.2113364
62,1.1452814,1.2706144,"('incompetent', 'brilliant')",1.1452814,1.2706144,0.125333
63,0.45105225,0.52033895,"('unperceptive', 'insightful')",0.4510522,0.520339,0.0692868
64,-6.575858,-6.539941,"('shy', 'confident')",-6.5758581,-6.5399408,0.0359173
65,0.4349541,0.3124676,"('insecure', 'secure')",0.4349541,0.3124676,-0.1224865
66,-0.33118054,-0.23241019,"('inactive', 'active')",-0.3311805,-0.2324102,0.0987703
67,-0.37957346,-0.3339606,"('doubtful', 'determined')",-0.3795735,-0.3339606,0.0456129
68,-0.4514362,-0.45475394,"('dependent', 'independent')",-0.4514362,-0.4547539,-0.0033177
69,-1.719672,-1.6531502,"('lazy', 'industrious')",-1.719672,-1.6531502,0.0665218
70,1.1742026,1.2248168,"('lethargic', 'energetic')",1.1742026,1.2248168,0.0506142
71,0.40450573,0.48254627,"('diffident', 'self-confident')",0.4045057,0.4825463,0.0780406
72,0.93945,1.0214114,"('unambitious', 'ambitious')",0.93945,1.0214114,0.0819614
73,-3.1525137,-3.035996,"('helpless', 'self-reliant')",-3.1525137,-3.035996,0.1165177
74,-0.21126285,-0.31999108,"('undedicated', 'dedicated')",-0.2112629,-0.3199911,-0.1087282
75,-0.7885739,-0.5216719,"('meek', 'impulsive')",-0.7885739,-0.5216719,0.266902
76,0.71565485,0.64836186,"('anxious', 'daring')",0.7156549,0.6483619,-0.067293
77,-0.6949847,-0.6320792,"('unmotivated', 'motivated')",-0.6949847,-0.6320792,0.0629055
78,-0.3993567,-0.42383224,"('nonresilient', 'resilient')",-0.3993567,-0.4238322,-0.0244755
79,-0.1463383,-0.06792161,"('wavering', 'unwavering')",-0.1463383,-0.0679216,0.0784167
80,-0.53626895,-0.6592255,"('dominated', 'dominating')",-0.5362689,-0.6592255,-0.1229566
81,0.15505825,0.12505767,"('submissive', 'aggressive')",0.1550582,0.1250577,-0.0300005
82,6.7489986,7.0010476,"('poor', 'rich')",6.7489986,7.0010476,0.252049
83,-0.33044538,-0.38810265,"('powerless', 'powerful')",-0.3304454,-0.3881027,-0.0576573
84,0.30533797,0.41625783,"('inferior', 'superior')",0.305338,0.4162578,0.1109198
85,-0.80610317,-0.8314329,"('insignificant', 'prestigious')",-0.8061032,-0.8314329,-0.0253297
86,0.30643898,0.31170958,"('uninfluential', 'influential')",0.306439,0.3117096,0.0052706
87,-0.123618424,-0.0736648,"('unsuccessful', 'successful')",-0.1236184,-0.0736648,0.0499536
88,-0.023451256,0.04138596,"('low', 'eminent')",-0.0234513,0.041386,0.0648373
