,urban_male,urban_female,tuple,outfitters_male,outfitters_female,inc_male,inc_female,average_male,average_female,female-male
0,0.23057052,0.1666426,"('unsociable', 'sociable')",0.6344931,0.6270477,-0.23373768,-0.32551098,0.210442,0.1560598,-0.0543822
1,-0.32160395,-0.36019173,"('unfriendly', 'friendly')",-0.81087,-0.8272589,1.8101157,1.6176941,0.2258806,0.1434145,-0.0824661
2,0.6240479,0.79133695,"('unlikable', 'likable')",0.5895782,0.7242207,0.65622294,0.7539308,0.623283,0.7564961,0.1332131
3,-0.43735817,-0.3778243,"('repellent', 'pleasant')",-0.37357733,-0.1429473,0.26471207,0.37228853,-0.1820745,-0.0494944,0.1325801
4,-0.7465881,-0.8516254,"('disliked', 'liked')",-0.35131207,-0.3778594,-6.418073,-6.3685746,-2.5053244,-2.5326866,-0.0273622
5,-0.011978234,0.0011295695,"('distant', 'outgoing')",-0.20953768,-0.25232804,0.119111046,0.044438284,-0.034135,-0.0689201,-0.0347851
6,-0.3031065,-0.30857614,"('distant', 'open')",-0.84405947,-0.86541677,0.8365632,0.7268207,-0.1035343,-0.1490574,-0.0455231
7,0.4302734,0.5440231,"('insensitive', 'sensitive')",0.78947073,1.014631,0.90306216,0.9231612,0.7076021,0.8272718,0.1196697
8,-0.35672897,-0.33685383,"('unaffectionate', 'affectionate')",-1.0301012,-0.98875594,0.87350166,0.7442662,-0.1711095,-0.1937812,-0.0226717
9,0.75738126,0.8166818,"('unaffectionate', 'caring')",0.0082184225,0.048817195,1.5152944,1.4859239,0.760298,0.7838076,0.0235096
10,-0.175142,-0.14241095,"('unsympathetic', 'sympathetic')",0.17599076,0.349491,-0.16556817,-0.11514081,-0.0549065,0.0306464,0.0855529
11,0.8787856,0.9798466,"('unhelpful', 'helpful')",0.16435163,0.2722637,1.9856207,2.081432,1.009586,1.1111808,0.1015948
12,1.4667802,1.596022,"('unsupportive', 'supportive')",0.81806153,0.99770373,-1.7243692,-1.6638004,0.1868242,0.3099751,0.1231509
13,0.5332831,0.46488804,"('impolite', 'polite')",0.1167116,0.11663114,-0.1788083,-0.1726923,0.1570621,0.1362756,-0.0207865
14,1.0932143,1.07152,"('antisocial', 'social')",0.8041195,0.9320344,-0.46553555,-0.3939401,0.4772661,0.5365381,0.059272
15,0.46755165,0.36677724,"('boring', 'funny')",0.10087153,0.030075353,0.75022995,0.714121,0.439551,0.3703245,-0.0692265
16,-1.0744989,-1.0777699,"('unpopular', 'popular')",-0.39863208,-0.32402125,0.43693846,0.527267,-0.3453975,-0.291508,0.0538895
17,-0.46793023,-0.3831236,"('nasty', 'nice')",-0.53098285,-0.3229326,-0.27401704,-0.21986544,-0.42431,-0.3086406,0.1156694
18,-0.11623049,-0.06823165,"('disagreeable', 'welcoming')",-0.6861448,-0.5425734,-0.4193943,-0.40631118,-0.4072565,-0.3390387,0.0682178
19,-1.2439219,-1.2078211,"('inhospitable', 'hospitable')",-1.2107726,-1.140063,-0.014962984,0.015841132,-0.8232191,-0.7773476,0.0458715
20,-0.36494538,-0.18877855,"('rough', 'thoughtful')",0.05487968,0.25065055,0.9595377,1.0147442,0.2164907,0.3588721,0.1423814
21,0.2596343,0.29765722,"('immoral', 'moral')",0.044288747,0.15772937,-0.8379721,-0.72013295,-0.1780163,-0.0882488,0.0897675
22,-0.22437045,-0.18597141,"('untrustworthy', 'trustworthy')",-0.02439151,0.04445804,-0.6515092,-0.6346491,-0.3000904,-0.2587208,0.0413696
23,0.56848246,0.61215866,"('insincere', 'sincere')",0.3802689,0.5057974,6.0173287,5.9528866,2.3220267,2.3569476,0.0349209
24,1.0510103,1.0764912,"('dishonest', 'honest')",-0.48533487,-0.3973116,1.15582,1.1280792,0.5738318,0.6024196,0.0285878
25,0.13652928,0.12935612,"('egoistic', 'altruistic')",0.530315,0.5050515,1.2875469,1.2264626,0.6514637,0.6202901,-0.0311736
26,0.13375309,0.05330747,"('hardhearted', 'benevolent')",0.6845745,0.6757645,1.519845,1.4595847,0.7793908,0.7295523,-0.0498385
27,0.26148722,0.41998994,"('hardhearted', 'softhearted')",0.006279582,0.19948436,1.4648566,1.3957678,0.5775412,0.6717474,0.0942062
28,0.16078658,0.11524524,"('disloyal', 'loyal')",-0.49120376,-0.52890617,0.8495245,0.7309896,0.1730358,0.1057762,-0.0672596
29,-0.38154882,-0.3608088,"('unfair', 'fair')",-0.4882187,-0.552764,-0.38265583,-0.5481609,-0.4174745,-0.4872446,-0.0697701
30,0.74689686,0.76731545,"('intolerant', 'tolerant')",0.334159,0.39814758,0.96648455,0.9827818,0.6825135,0.7160816,0.0335681
31,-1.998323,-2.0193307,"('evil', 'good')",-1.101903,-1.1091212,-0.6952486,-0.81380093,-1.2651582,-1.3140842,-0.048926
32,0.51035106,0.553992,"('unkind', 'kind')",1.0036746,1.0358353,1.1422595,1.0234032,0.8854284,0.8710768,-0.0143516
33,0.7378541,0.64451873,"('wrong', 'right')",-0.035219852,-0.15168011,-0.30209148,-0.34113213,0.1335143,0.0505688,-0.0829455
34,-0.26958635,-0.13004151,"('mean', 'honorable')",0.014912296,0.23813236,5.6576505,5.7670417,1.8009922,1.9583775,0.1573853
35,-0.37897244,-0.43329078,"('corrupt', 'incorrupt')",-0.30761033,-0.37233636,-0.107692,-0.28730208,-0.2647583,-0.3643097,-0.0995514
36,-1.8058205,-1.897422,"('hostile', 'amicable')",-1.6655134,-1.7056626,-0.0354506,-0.21905872,-1.1689282,-1.2740478,-0.1051196
37,0.64115685,0.80703175,"('fake', 'genuine')",-0.18405181,0.004351426,0.3003434,0.31646067,0.2524828,0.375948,0.1234652
38,0.5851946,0.5317687,"('untruthful', 'truthful')",0.30130962,0.3272657,0.08327647,0.13733405,0.3232602,0.3321228,0.0088626
39,0.3775386,0.4650975,"('exploitative', 'cooperative')",-0.22987975,-0.022139909,0.36842203,0.4038907,0.172027,0.2822827,0.1102557
40,0.47312963,0.52694076,"('stingy', 'generous')",-0.54612124,-0.45142132,-1.5508398,-1.5267173,-0.5412771,-0.4837326,0.0575445
41,-0.44412202,-0.45669168,"('unforgiving', 'forgiving')",-0.49891713,-0.41529235,0.06986581,0.076839134,-0.2910578,-0.2650483,0.0260095
42,0.1529646,0.24562638,"('unreliable', 'reliable')",0.57042724,0.71739936,-2.5272212,-2.3801124,-0.6012765,-0.4723622,0.1289143
43,0.9432017,1.1226271,"('irresponsible', 'responsible')",0.63594717,0.77366436,0.767688,0.7897798,0.7822789,0.8953571,0.1130782
44,-0.39754844,-0.3000542,"('prejudiced', 'unprejudiced')",-0.113208175,0.011948267,-1.3316526,-1.2846615,-0.6141364,-0.5242558,0.0898806
45,-0.6075272,-0.5344,"('incompetent', 'competent')",-0.08236335,0.07636006,-0.088703945,-0.07557926,-0.2595315,-0.1778731,0.0816584
46,-0.016713083,0.10360115,"('uncompetitive', 'competitive')",0.030613983,0.1711685,-1.1257206,-1.0156935,-0.3706066,-0.2469746,0.123632
47,0.5945541,0.7268545,"('stupid', 'smart')",1.096923,1.2034533,5.9247446,5.8896017,2.5387405,2.6066365,0.067896
48,0.6209783,0.6028574,"('unintelligent', 'intelligent')",-0.34695852,-0.3243938,0.46658725,0.46297503,0.246869,0.2471462,0.0002772
49,-1.7901822,-1.5629658,"('unable', 'able')",-0.8097107,-0.5670782,-0.38715535,-0.24691416,-0.9956827,-0.7923194,0.2033633
50,-0.30925614,-0.2389431,"('clumsy', 'skillful')",0.68129396,0.7677381,0.021471303,0.018892322,0.1311697,0.1825625,0.0513928
51,-0.73074466,-0.862169,"('uneducated', 'educated')",-0.46929318,-0.60686725,0.13080437,0.15847656,-0.3564111,-0.4368532,-0.0804421
52,0.041009676,-0.1070286,"('irrational', 'rational')",-1.6429887,-1.7948685,-0.42135397,-0.5818285,-0.6744444,-0.8279085,-0.1534641
53,0.086991295,0.19277793,"('uncreative', 'creative')",-0.27222902,-0.20817427,0.95669305,0.91778713,0.2571518,0.3007969,0.0436451
54,-0.31551564,-0.4197586,"('incapable', 'capable')",0.3524714,0.37230927,1.2705098,1.2422582,0.4358219,0.3982696,-0.0375523
55,-0.17260358,-0.11871839,"('incompetent', 'clever')",0.15459873,0.29993898,0.039260894,0.14528911,0.0070853,0.1088366,0.1017513
56,1.289207,1.2589512,"('impractical', 'practical')",1.2910334,1.2732139,0.02813726,0.057575718,0.8694592,0.8632469,-0.0062123
57,0.1593914,0.17536582,"('unimaginative', 'imaginative')",-0.2185223,-0.18402305,-2.6116521,-2.577789,-0.890261,-0.8621488,0.0281122
58,-0.5222844,-0.5076353,"('undiscriminating', 'discriminating')",-0.18427983,-0.11382057,-0.21127366,-0.18243113,-0.305946,-0.2679623,0.0379837
59,0.42906868,0.39845297,"('foolish', 'wise')",-0.08891335,-0.22054794,0.44793728,0.39248952,0.2626975,0.1901315,-0.072566
60,1.0679146,1.2278457,"('inefficient', 'efficient')",1.9399695,2.1152408,0.17279124,0.34877664,1.0602251,1.230621,0.1703959
61,0.087951794,0.111658186,"('illogical', 'logical')",-0.8513351,-0.8416256,0.09656961,0.0128134005,-0.2222712,-0.2390513,-0.0167801
62,0.34759712,0.52894247,"('incompetent', 'brilliant')",-0.3145752,-0.12757415,0.121098176,0.2530398,0.0513734,0.218136,0.1667626
