,ihs_male,ihs_female,tuple,markit_male,markit_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.3242966,-0.4039255,"('unsociable', 'sociable')",1.0240427,0.9647847,0.19763047,0.19413793,0.2991255,0.2516657,-0.0474598
1,-1.2036273,-1.211458,"('unfriendly', 'friendly')",-1.8339839,-1.8521528,1.4010488,1.248676,-0.5455208,-0.6049783,-0.0594575
2,1.2562542,1.267676,"('unlikable', 'likable')",0.5468593,0.5531708,0.34062958,0.34756133,0.714581,0.7228027,0.0082217
3,0.024648951,0.14131811,"('repellent', 'pleasant')",0.35529643,0.51164293,0.51881534,0.6591581,0.2995869,0.437373,0.1377861
4,0.036836974,0.05599442,"('disliked', 'liked')",-0.76534057,-0.7897892,-4.121559,-4.265491,-1.6166876,-1.6664286,-0.049741
5,-0.8986591,-0.78450096,"('distant', 'outgoing')",-1.9560088,-1.9323245,-0.5032976,-0.6146911,-1.1193218,-1.1105055,0.0088163
6,-0.9835909,-0.80868495,"('distant', 'open')",-2.223433,-2.158151,0.10523944,-0.031874765,-1.0339282,-0.9995702,0.034358
7,0.2584126,0.33704054,"('insensitive', 'sensitive')",0.9027313,1.0063485,0.8076035,0.91863567,0.6562491,0.7540082,0.0977591
8,-1.1247758,-1.1454742,"('unaffectionate', 'affectionate')",-1.911478,-1.9939557,0.8530364,0.6558205,-0.7277392,-0.8278699,-0.1001307
9,-0.7393971,-0.7663986,"('unaffectionate', 'caring')",-1.7932158,-1.8499296,0.9512809,0.85871965,-0.5271107,-0.5858696,-0.0587589
10,-0.90764165,-0.87179005,"('unsympathetic', 'sympathetic')",0.35193318,0.4561551,0.58139473,0.7279086,0.0085621,0.1040912,0.0955291
11,-0.01508542,-0.028408322,"('unhelpful', 'helpful')",0.31089583,0.35317704,1.5606654,1.6739116,0.6188253,0.6662268,0.0474015
12,0.27173418,0.38521996,"('unsupportive', 'supportive')",0.25793138,0.3370112,-0.822644,-0.81532997,-0.0976595,-0.0310329,0.0666266
13,0.10013248,0.107364014,"('impolite', 'polite')",0.85532117,0.8696904,-0.30147952,-0.1711858,0.2179914,0.2686229,0.0506315
14,1.1885514,1.1887563,"('antisocial', 'social')",2.3127356,2.3337188,0.2388371,0.40593943,1.246708,1.3094715,0.0627635
15,0.72850823,0.59035456,"('boring', 'funny')",0.4265107,0.32302713,0.3767086,0.31338188,0.5105759,0.4089212,-0.1016547
16,-0.42992613,-0.4789715,"('unpopular', 'popular')",-1.7826415,-1.7937709,0.3557,0.28980178,-0.6189559,-0.6609802,-0.0420243
17,-0.37494338,-0.2711585,"('nasty', 'nice')",-0.44887567,-0.42816183,-0.50168806,-0.53227895,-0.4418357,-0.4105331,0.0313026
18,-0.239364,-0.1105912,"('disagreeable', 'welcoming')",-0.6508275,-0.58241767,-0.74102175,-0.8072192,-0.5437378,-0.5000761,0.0436617
19,-0.8935774,-0.8066177,"('inhospitable', 'hospitable')",-1.5871418,-1.5243361,-0.9338647,-1.0108501,-1.1381946,-1.1139347,0.0242599
20,0.0719759,0.14222455,"('rough', 'thoughtful')",0.9248744,0.9761191,1.2864867,1.2888259,0.7611124,0.8023898,0.0412774
21,0.04019811,0.050409924,"('immoral', 'moral')",1.0640609,1.1228545,-0.65560734,-0.5071145,0.1495506,0.22205,0.0724994
22,0.29755276,0.3861369,"('untrustworthy', 'trustworthy')",1.2563431,1.3243625,-0.11160343,-0.051003896,0.4807642,0.5531652,0.072401
23,-0.0733509,-0.07203034,"('insincere', 'sincere')",0.7179137,0.7785713,4.4175115,4.462682,1.6873581,1.7230743,0.0357162
24,-0.03494925,0.017998587,"('dishonest', 'honest')",0.17710048,0.20629008,0.26639235,0.3264589,0.1361812,0.1835825,0.0474013
25,-0.6322531,-0.69236535,"('egoistic', 'altruistic')",-0.97901785,-1.0887005,0.49914137,0.35240957,-0.3707099,-0.4762188,-0.1055089
26,0.23215152,0.2272132,"('hardhearted', 'benevolent')",0.20580636,0.16109775,2.1747928,2.0718136,0.8709168,0.8200415,-0.0508753
27,-0.6947378,-0.5879527,"('hardhearted', 'softhearted')",-0.9725476,-1.0056409,0.36596403,0.1978462,-0.4337738,-0.4652491,-0.0314753
