,sprat_male,sprat_female,tuple,average_male,average_female,female-male
0,-0.009135418,-0.2652781,"('unsociable', 'sociable')",-0.0091354,-0.2652781,-0.2561427
1,-0.44744188,-0.6072753,"('unfriendly', 'friendly')",-0.4474419,-0.6072753,-0.1598334
2,-0.4243558,-0.4274726,"('unlikable', 'likable')",-0.4243558,-0.4274726,-0.0031168
3,-0.85075504,-0.7915957,"('repellent', 'pleasant')",-0.850755,-0.7915957,0.0591593
4,-2.6747756,-2.5347297,"('disliked', 'liked')",-2.6747756,-2.5347297,0.1400459
5,-0.6555047,-0.5418753,"('distant', 'outgoing')",-0.6555047,-0.5418753,0.1136294
6,-1.0181484,-0.8962906,"('distant', 'open')",-1.0181484,-0.8962906,0.1218578
7,-0.11224316,-0.042405587,"('insensitive', 'sensitive')",-0.1122432,-0.0424056,0.0698376
8,-0.4211772,-0.48582774,"('unaffectionate', 'affectionate')",-0.4211772,-0.4858277,-0.0646505
9,-0.2085092,-0.20908266,"('unaffectionate', 'caring')",-0.2085092,-0.2090827,-0.0005735
10,-1.0197269,-1.138638,"('unsympathetic', 'sympathetic')",-1.0197269,-1.138638,-0.1189111
11,1.1494676,1.1345744,"('unhelpful', 'helpful')",1.1494676,1.1345744,-0.0148932
12,-1.200508,-1.1696153,"('unsupportive', 'supportive')",-1.200508,-1.1696153,0.0308927
13,-0.003164569,-0.16464202,"('impolite', 'polite')",-0.0031646,-0.164642,-0.1614774
14,0.034459278,-0.16182053,"('antisocial', 'social')",0.0344593,-0.1618205,-0.1962798
15,0.80404586,0.7390146,"('boring', 'funny')",0.8040459,0.7390146,-0.0650313
16,-0.09959099,-0.028879197,"('unpopular', 'popular')",-0.099591,-0.0288792,0.0707118
17,0.25860476,0.29093432,"('nasty', 'nice')",0.2586048,0.2909343,0.0323295
18,-0.9144778,-1.0294152,"('disagreeable', 'welcoming')",-0.9144778,-1.0294152,-0.1149374
19,-0.7254602,-0.56449157,"('inhospitable', 'hospitable')",-0.7254602,-0.5644916,0.1609686
20,0.1869133,0.15533133,"('rough', 'thoughtful')",0.1869133,0.1553313,-0.031582
21,-0.15082134,-0.21946883,"('immoral', 'moral')",-0.1508213,-0.2194688,-0.0686475
22,-0.47508752,-0.49775645,"('untrustworthy', 'trustworthy')",-0.4750875,-0.4977565,-0.022669
23,2.6305587,2.4242082,"('insincere', 'sincere')",2.6305587,2.4242082,-0.2063505
24,-0.43648374,-0.5358433,"('dishonest', 'honest')",-0.4364837,-0.5358433,-0.0993596
25,0.14734696,0.017516775,"('egoistic', 'altruistic')",0.147347,0.0175168,-0.1298302
26,0.4649813,0.30750623,"('hardhearted', 'benevolent')",0.4649813,0.3075062,-0.1574751
27,0.18459016,0.1110226,"('hardhearted', 'softhearted')",0.1845902,0.1110226,-0.0735676
28,1.0880744,0.91608834,"('disloyal', 'loyal')",1.0880744,0.9160883,-0.1719861
29,-0.24193622,-0.21157126,"('unfair', 'fair')",-0.2419362,-0.2115713,0.0303649
30,1.1570756,1.0217407,"('intolerant', 'tolerant')",1.1570756,1.0217407,-0.1353349
