,tattler_male,tattler_female,tuple,average_male,average_female,female-male
0,0.18234271,-0.12498245,"('unsociable', 'sociable')",0.1823427,-0.1249824,-0.3073251
1,-0.47396874,-0.61906034,"('unfriendly', 'friendly')",-0.4739687,-0.6190603,-0.1450916
2,0.025877766,-0.07409909,"('unlikable', 'likable')",0.0258778,-0.0740991,-0.0999769
3,-0.7644265,-0.6957746,"('repellent', 'pleasant')",-0.7644265,-0.6957746,0.0686519
4,-1.9918647,-2.2802606,"('disliked', 'liked')",-1.9918647,-2.2802606,-0.2883959
5,-0.3412888,-0.3208884,"('distant', 'outgoing')",-0.3412888,-0.3208884,0.0204004
6,-0.5158701,-0.49771148,"('distant', 'open')",-0.5158701,-0.4977115,0.0181586
7,0.1936672,0.0572028,"('insensitive', 'sensitive')",0.1936672,0.0572028,-0.1364644
8,-0.6363371,-0.60221916,"('unaffectionate', 'affectionate')",-0.6363371,-0.6022192,0.0341179
9,-0.67524385,-0.6180997,"('unaffectionate', 'caring')",-0.6752439,-0.6180997,0.0571442
10,-0.1267624,-0.556916,"('unsympathetic', 'sympathetic')",-0.1267624,-0.556916,-0.4301536
11,0.34166893,0.49196663,"('unhelpful', 'helpful')",0.3416689,0.4919666,0.1502977
12,-0.84724766,-0.91321534,"('unsupportive', 'supportive')",-0.8472477,-0.9132153,-0.0659676
13,-0.13125792,-0.14850284,"('impolite', 'polite')",-0.1312579,-0.1485028,-0.0172449
14,0.60651046,0.22611602,"('antisocial', 'social')",0.6065105,0.226116,-0.3803945
15,0.74620104,0.6043278,"('boring', 'funny')",0.746201,0.6043278,-0.1418732
16,-1.0854733,-1.0135976,"('unpopular', 'popular')",-1.0854733,-1.0135976,0.0718757
17,-0.38765723,-0.467948,"('nasty', 'nice')",-0.3876572,-0.467948,-0.0802908
18,-1.5999699,-1.3155534,"('disagreeable', 'welcoming')",-1.5999699,-1.3155534,0.2844165
19,-0.6920212,-0.61854255,"('inhospitable', 'hospitable')",-0.6920212,-0.6185426,0.0734786
20,-0.24276207,-0.3617139,"('rough', 'thoughtful')",-0.2427621,-0.3617139,-0.1189518
21,-0.63536155,-0.48970455,"('immoral', 'moral')",-0.6353616,-0.4897045,0.1456571
22,0.3611775,0.028570287,"('untrustworthy', 'trustworthy')",0.3611775,0.0285703,-0.3326072
23,1.3350108,1.46247,"('insincere', 'sincere')",1.3350108,1.4624701,0.1274593
24,-0.21790032,-0.3167403,"('dishonest', 'honest')",-0.2179003,-0.3167403,-0.09884
25,-0.3997749,-0.18783256,"('egoistic', 'altruistic')",-0.3997749,-0.1878326,0.2119423
26,0.9781281,0.4107795,"('hardhearted', 'benevolent')",0.9781281,0.4107795,-0.5673486
27,0.6152579,0.5689357,"('hardhearted', 'softhearted')",0.6152579,0.5689357,-0.0463222
28,-0.4360416,-0.5524924,"('disloyal', 'loyal')",-0.4360416,-0.5524924,-0.1164508
29,-0.21881743,-0.37178224,"('unfair', 'fair')",-0.2188174,-0.3717822,-0.1529648
30,0.41094965,0.48988998,"('intolerant', 'tolerant')",0.4109496,0.48989,0.0789404
31,-0.6309112,-0.6175508,"('evil', 'good')",-0.6309112,-0.6175508,0.0133604
32,-0.06973654,-0.19410981,"('unkind', 'kind')",-0.0697365,-0.1941098,-0.1243733
33,-0.12619376,-0.2381416,"('wrong', 'right')",-0.1261938,-0.2381416,-0.1119478
34,0.82649416,1.1424505,"('mean', 'honorable')",0.8264942,1.1424505,0.3159563
