,theater_male,theater_female,tuple,average_male,average_female,female-male
0,0.5170433,0.4468155,"('unsociable', 'sociable')",0.5170433,0.4468155,-0.0702278
1,1.255386,1.2398568,"('unfriendly', 'friendly')",1.255386,1.2398568,-0.0155292
2,0.4505533,0.53472966,"('unlikable', 'likable')",0.4505533,0.5347297,0.0841764
3,0.619578,0.5865268,"('repellent', 'pleasant')",0.619578,0.5865268,-0.0330512
4,-7.2858744,-7.208409,"('disliked', 'liked')",-7.2858744,-7.2084088,0.0774656
5,-0.46747392,-0.43542325,"('distant', 'outgoing')",-0.4674739,-0.4354233,0.0320506
6,-0.4114679,-0.36986145,"('distant', 'open')",-0.4114679,-0.3698615,0.0416064
7,0.85890204,0.8975743,"('insensitive', 'sensitive')",0.858902,0.8975743,0.0386723
8,0.71973366,0.7133047,"('unaffectionate', 'affectionate')",0.7197337,0.7133047,-0.006429
9,1.6121135,1.6729889,"('unaffectionate', 'caring')",1.6121135,1.6729889,0.0608754
10,0.72321635,0.75228405,"('unsympathetic', 'sympathetic')",0.7232164,0.752284,0.0290676
11,2.2380137,2.2972212,"('unhelpful', 'helpful')",2.2380137,2.2972212,0.0592075
12,-1.2291684,-1.1198645,"('unsupportive', 'supportive')",-1.2291684,-1.1198645,0.1093039
13,0.6443742,0.57154065,"('impolite', 'polite')",0.6443742,0.5715407,-0.0728335
14,0.29490674,0.16139066,"('antisocial', 'social')",0.2949067,0.1613907,-0.133516
15,0.74492514,0.7217396,"('boring', 'funny')",0.7449251,0.7217396,-0.0231855
16,0.29785362,0.31877235,"('unpopular', 'popular')",0.2978536,0.3187723,0.0209187
17,-0.2585808,-0.22293684,"('nasty', 'nice')",-0.2585808,-0.2229368,0.035644
18,-0.3872368,-0.38775513,"('disagreeable', 'welcoming')",-0.3872368,-0.3877551,-0.0005183
19,-0.5249373,-0.45243782,"('inhospitable', 'hospitable')",-0.5249373,-0.4524378,0.0724995
20,0.5485229,0.4748433,"('rough', 'thoughtful')",0.5485229,0.4748433,-0.0736796
21,0.36337638,0.42214397,"('immoral', 'moral')",0.3633764,0.422144,0.0587676
22,-0.4614576,-0.4582995,"('untrustworthy', 'trustworthy')",-0.4614576,-0.4582995,0.0031581
23,6.402488,6.2992306,"('insincere', 'sincere')",6.4024882,6.2992306,-0.1032576
24,1.3318102,1.2622823,"('dishonest', 'honest')",1.3318102,1.2622823,-0.0695279
25,0.5209857,0.47129238,"('egoistic', 'altruistic')",0.5209857,0.4712924,-0.0496933
26,0.92498666,0.89736664,"('hardhearted', 'benevolent')",0.9249867,0.8973666,-0.0276201
27,1.3741728,1.3080429,"('hardhearted', 'softhearted')",1.3741728,1.3080429,-0.0661299
28,1.1188276,1.0993209,"('disloyal', 'loyal')",1.1188276,1.0993209,-0.0195067
29,-0.8186244,-0.9449136,"('unfair', 'fair')",-0.8186244,-0.9449136,-0.1262892
30,0.871769,0.8382404,"('intolerant', 'tolerant')",0.871769,0.8382404,-0.0335286
31,-1.6835756,-1.6719086,"('evil', 'good')",-1.6835756,-1.6719086,0.011667
32,1.3674234,1.3057618,"('unkind', 'kind')",1.3674234,1.3057618,-0.0616616
33,-0.14971471,-0.16681917,"('wrong', 'right')",-0.1497147,-0.1668192,-0.0171045
34,4.727524,4.769284,"('mean', 'honorable')",4.7275238,4.7692838,0.04176
35,-1.3246377,-1.4356867,"('corrupt', 'incorrupt')",-1.3246377,-1.4356867,-0.111049
36,-1.1623044,-1.2322998,"('hostile', 'amicable')",-1.1623044,-1.2322998,-0.0699954
37,0.32020512,0.33338493,"('fake', 'genuine')",0.3202051,0.3333849,0.0131798
38,-0.1708144,-0.1527608,"('untruthful', 'truthful')",-0.1708144,-0.1527608,0.0180536
39,-0.062403243,-0.08855969,"('exploitative', 'cooperative')",-0.0624032,-0.0885597,-0.0261565
40,-2.0112722,-2.0459652,"('stingy', 'generous')",-2.0112722,-2.0459652,-0.034693
41,0.15636367,0.15489116,"('unforgiving', 'forgiving')",0.1563637,0.1548912,-0.0014725
42,-2.3401287,-2.201763,"('unreliable', 'reliable')",-2.3401287,-2.2017629,0.1383658
43,1.3008134,1.3499645,"('irresponsible', 'responsible')",1.3008134,1.3499645,0.0491511
44,-1.1937212,-1.1809032,"('prejudiced', 'unprejudiced')",-1.1937212,-1.1809032,0.012818
45,0.34412354,0.36685333,"('incompetent', 'competent')",0.3441235,0.3668533,0.0227298
46,-0.6495779,-0.609805,"('uncompetitive', 'competitive')",-0.6495779,-0.609805,0.0397729
47,5.249818,5.1971273,"('stupid', 'smart')",5.2498178,5.1971273,-0.0526905
48,1.2665284,1.2057307,"('unintelligent', 'intelligent')",1.2665284,1.2057307,-0.0607977
49,0.26562542,0.33540547,"('unable', 'able')",0.2656254,0.3354055,0.0697801
50,-0.35631645,-0.41163635,"('clumsy', 'skillful')",-0.3563164,-0.4116364,-0.05532
51,0.3672435,0.29582566,"('uneducated', 'educated')",0.3672435,0.2958257,-0.0714178
52,-0.27991685,-0.3887353,"('irrational', 'rational')",-0.2799169,-0.3887353,-0.1088184
53,0.69603044,0.7678221,"('uncreative', 'creative')",0.6960304,0.7678221,0.0717917
54,0.65426856,0.69025755,"('incapable', 'capable')",0.6542686,0.6902575,0.0359889
55,0.9741525,0.9751674,"('incompetent', 'clever')",0.9741525,0.9751674,0.0010149
56,1.2113004,1.2537814,"('impractical', 'practical')",1.2113004,1.2537814,0.042481
57,-2.37789,-2.2165496,"('unimaginative', 'imaginative')",-2.3778901,-2.2165496,0.1613405
58,-0.14614956,-0.12937266,"('undiscriminating', 'discriminating')",-0.1461496,-0.1293727,0.0167769
59,-0.19903114,-0.2664879,"('foolish', 'wise')",-0.1990311,-0.2664879,-0.0674568
60,0.9067897,0.9109122,"('inefficient', 'efficient')",0.9067897,0.9109122,0.0041225
61,0.620348,0.46589443,"('illogical', 'logical')",0.620348,0.4658944,-0.1544536
62,1.1316589,1.2334766,"('incompetent', 'brilliant')",1.1316589,1.2334766,0.1018177
63,0.68619096,0.7454005,"('unperceptive', 'insightful')",0.686191,0.7454005,0.0592095
64,-6.144469,-6.0824723,"('shy', 'confident')",-6.1444688,-6.0824723,0.0619965
65,0.45210165,0.37125444,"('insecure', 'secure')",0.4521016,0.3712544,-0.0808472
66,-0.41767457,-0.4320614,"('inactive', 'active')",-0.4176746,-0.4320614,-0.0143868
67,-0.1686654,-0.15531714,"('doubtful', 'determined')",-0.1686654,-0.1553171,0.0133483
68,-0.600096,-0.65434337,"('dependent', 'independent')",-0.600096,-0.6543434,-0.0542474
69,-1.5782661,-1.5814127,"('lazy', 'industrious')",-1.5782661,-1.5814127,-0.0031466
70,0.83825994,0.84220827,"('lethargic', 'energetic')",0.8382599,0.8422083,0.0039484
71,0.9223019,0.9978648,"('diffident', 'self-confident')",0.9223019,0.9978648,0.0755629
72,0.6821212,0.760521,"('unambitious', 'ambitious')",0.6821212,0.760521,0.0783998
73,-3.1742501,-3.0852818,"('helpless', 'self-reliant')",-3.1742501,-3.0852818,0.0889683
74,-0.24472772,-0.18088278,"('undedicated', 'dedicated')",-0.2447277,-0.1808828,0.0638449
75,-1.176512,-1.0629119,"('meek', 'impulsive')",-1.176512,-1.0629119,0.1136001
76,0.39727712,0.3781513,"('anxious', 'daring')",0.3972771,0.3781513,-0.0191258
77,-0.9017478,-0.8361776,"('unmotivated', 'motivated')",-0.9017478,-0.8361776,0.0655702
78,-0.29077196,-0.21521132,"('nonresilient', 'resilient')",-0.290772,-0.2152113,0.0755607
79,-0.6729073,-0.6291318,"('wavering', 'unwavering')",-0.6729073,-0.6291318,0.0437755
80,-0.33892387,-0.3737377,"('dominated', 'dominating')",-0.3389239,-0.3737377,-0.0348138
81,-0.08297744,-0.08512271,"('submissive', 'aggressive')",-0.0829774,-0.0851227,-0.0021453
82,6.749036,6.7787757,"('poor', 'rich')",6.7490358,6.7787757,0.0297399
83,-0.2507497,-0.27677208,"('powerless', 'powerful')",-0.2507497,-0.2767721,-0.0260224
84,0.15966001,0.09622812,"('inferior', 'superior')",0.15966,0.0962281,-0.0634319
85,-0.65674245,-0.69160354,"('insignificant', 'prestigious')",-0.6567425,-0.6916035,-0.034861
86,0.8125729,0.7702085,"('uninfluential', 'influential')",0.8125729,0.7702085,-0.0423644
87,0.43140203,0.46923375,"('unsuccessful', 'successful')",0.431402,0.4692338,0.0378318
88,0.14815192,0.15537071,"('low', 'eminent')",0.1481519,0.1553707,0.0072188
