,cdw_male,cdw_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.57967967,-0.68991625,"('unsociable', 'sociable')",0.02058421,-0.14775817,-0.2795477,-0.4188372,-0.1392895
1,-1.4263302,-1.5712506,"('unfriendly', 'friendly')",0.9521097,0.6811464,-0.2371103,-0.4450521,-0.2079418
2,1.025465,0.9497325,"('unlikable', 'likable')",1.0606729,1.0346845,1.0430689,0.9922085,-0.0508604
3,-0.040123254,0.10105599,"('repellent', 'pleasant')",0.64467347,0.7173387,0.3022751,0.4091973,0.1069222
4,-0.109558195,-0.20348348,"('disliked', 'liked')",-5.6935916,-5.7572,-2.9015749,-2.9803417,-0.0787668
5,-1.0667403,-1.1402534,"('distant', 'outgoing')",-0.88134205,-0.9391554,-0.9740412,-1.0397044,-0.0656632
6,-1.4881991,-1.5217304,"('distant', 'open')",-0.91742826,-1.0085759,-1.2028136,-1.2651532,-0.0623396
7,0.17472646,0.20276876,"('insensitive', 'sensitive')",0.5735804,0.5331434,0.3741534,0.3679561,-0.0061973
8,-1.1044791,-1.2258263,"('unaffectionate', 'affectionate')",0.2845396,0.14001785,-0.4099697,-0.5429042,-0.1329345
9,-1.0023772,-1.103076,"('unaffectionate', 'caring')",0.7909295,0.6684797,-0.1057238,-0.2172982,-0.1115744
10,-0.77665335,-0.7706904,"('unsympathetic', 'sympathetic')",-0.36464605,-0.41792035,-0.5706497,-0.5943054,-0.0236557
11,-0.2215639,-0.24156985,"('unhelpful', 'helpful')",1.8760482,1.8726268,0.8272421,0.8155285,-0.0117136
12,-0.1258627,-0.09926283,"('unsupportive', 'supportive')",-1.6969715,-1.7130977,-0.9114171,-0.9061803,0.0052368
13,-0.41060245,-0.41075793,"('impolite', 'polite')",-0.24796624,-0.18085888,-0.3292843,-0.2958084,0.0334759
14,0.58838075,0.60624385,"('antisocial', 'social')",0.5683744,0.5373936,0.5783776,0.5718187,-0.0065589
15,0.5793631,0.37863156,"('boring', 'funny')",0.46943694,0.401485,0.5244,0.3900583,-0.1343417
16,-0.07289379,-0.09909205,"('unpopular', 'popular')",0.35928887,0.29829597,0.1431975,0.099602,-0.0435955
17,-0.26967275,-0.18833323,"('nasty', 'nice')",-0.6342847,-0.53313315,-0.4519787,-0.3607332,0.0912455
18,-0.9854043,-0.99555695,"('disagreeable', 'welcoming')",-0.7221061,-0.85797554,-0.8537552,-0.9267663,-0.0730111
19,-0.31772685,-0.34648582,"('inhospitable', 'hospitable')",-0.7009175,-0.7151047,-0.5093222,-0.5307953,-0.0214731
20,0.0010763407,0.108871594,"('rough', 'thoughtful')",0.6669365,0.6899775,0.3340064,0.3994246,0.0654182
21,0.52504295,0.52253616,"('immoral', 'moral')",-0.067171566,-0.0674653,0.2289357,0.2275354,-0.0014003
22,0.0056908987,0.012545029,"('untrustworthy', 'trustworthy')",-0.8079126,-0.89119995,-0.4011109,-0.4393274,-0.0382165
23,0.06471234,0.08491994,"('insincere', 'sincere')",5.1702614,5.0884,2.617487,2.5866599,-0.0308271
24,0.016825479,-0.004537683,"('dishonest', 'honest')",0.6225599,0.62384886,0.3196927,0.3096556,-0.0100371
25,-0.5685314,-0.6391691,"('egoistic', 'altruistic')",0.8047132,0.6897652,0.1180909,0.0252981,-0.0927928
26,-0.27101973,-0.3777912,"('hardhearted', 'benevolent')",1.6491697,1.5083,0.689075,0.5652544,-0.1238206
27,-1.1099926,-1.1047217,"('hardhearted', 'softhearted')",0.7322425,0.6834513,-0.188875,-0.2106352,-0.0217602
28,-0.61842704,-0.7095093,"('disloyal', 'loyal')",0.9847806,0.8264399,0.1831768,0.0584653,-0.1247115
29,0.009748299,-0.031892844,"('unfair', 'fair')",-0.7152477,-0.83834964,-0.3527497,-0.4351212,-0.0823715
30,0.80050176,0.73881274,"('intolerant', 'tolerant')",1.2436565,1.1738242,1.0220791,0.9563185,-0.0657606
31,-1.0867503,-1.1060374,"('evil', 'good')",-1.0612916,-1.1639905,-1.0740209,-1.1350139,-0.060993
32,0.10959511,0.016748209,"('unkind', 'kind')",0.78801835,0.5945639,0.4488067,0.305656,-0.1431507
33,0.05512208,-0.024667103,"('wrong', 'right')",-0.5877256,-0.6213606,-0.2663018,-0.3230138,-0.056712
34,-0.1356099,-0.044106834,"('mean', 'honorable')",5.036621,5.168107,2.4505055,2.562,0.1114945
35,-1.1661376,-1.2788494,"('corrupt', 'incorrupt')",-0.77379906,-0.8514458,-0.9699683,-1.0651476,-0.0951793
36,-1.3095981,-1.4335805,"('hostile', 'amicable')",-0.45840958,-0.6286807,-0.8840038,-1.0311306,-0.1471268
37,-0.3782856,-0.3648798,"('fake', 'genuine')",-0.28218713,-0.28642827,-0.3302364,-0.325654,0.0045824
38,-0.6002959,-0.6282027,"('untruthful', 'truthful')",0.026815675,0.10719269,-0.2867401,-0.260505,0.0262351
39,1.1393533,1.1749297,"('exploitative', 'cooperative')",0.19918594,0.25263047,0.6692696,0.7137801,0.0445105
40,-0.5017583,-0.41310894,"('stingy', 'generous')",-1.7419821,-1.7927648,-1.1218702,-1.1029369,0.0189333
41,-0.20674728,-0.23023134,"('unforgiving', 'forgiving')",0.3601909,0.23661228,0.0767218,0.0031905,-0.0735313
42,0.89364666,0.90913045,"('unreliable', 'reliable')",-2.5121462,-2.4950686,-0.8092498,-0.792969,0.0162808
43,-0.0024284758,-0.00024529174,"('irresponsible', 'responsible')",0.5801586,0.57721955,0.2888651,0.2884871,-0.000378
44,-0.40958297,-0.3849033,"('prejudiced', 'unprejudiced')",-1.423513,-1.4113357,-0.916548,-0.8981195,0.0184285
45,0.32314184,0.3358216,"('incompetent', 'competent')",0.41148445,0.33294556,0.3673131,0.3343836,-0.0329295
46,-0.19635898,-0.13602695,"('uncompetitive', 'competitive')",-0.4174671,-0.40465978,-0.306913,-0.2703434,0.0365696
47,0.22548415,0.26882035,"('stupid', 'smart')",4.6716795,4.722966,2.4485819,2.4958932,0.0473113
48,-0.6341127,-0.605795,"('unintelligent', 'intelligent')",0.7177294,0.67993563,0.0418083,0.0370703,-0.004738
49,-0.58716714,-0.5702735,"('unable', 'able')",-0.57531935,-0.504726,-0.5812433,-0.5374998,0.0437435
50,-0.13825837,-0.15818207,"('clumsy', 'skillful')",-0.14179534,-0.24012424,-0.1400269,-0.1991532,-0.0591263
51,-0.41935351,-0.4951601,"('uneducated', 'educated')",0.58956707,0.5228225,0.0851068,0.0138312,-0.0712756
52,-0.09947507,-0.31871927,"('irrational', 'rational')",-0.18959683,-0.30176622,-0.144536,-0.3102427,-0.1657067
53,-0.40769073,-0.4869338,"('uncreative', 'creative')",0.30216601,0.15971157,-0.0527624,-0.1636111,-0.1108487
