,donor_male,donor_female,tuple,average_male,average_female,female-male
0,0.56267226,0.47826004,"('unsociable', 'sociable')",0.5626723,0.47826,-0.0844123
1,1.3655376,1.2986405,"('unfriendly', 'friendly')",1.3655376,1.2986405,-0.0668971
2,0.4646751,0.59891105,"('unlikable', 'likable')",0.4646751,0.598911,0.1342359
3,0.88192236,0.94370484,"('repellent', 'pleasant')",0.8819224,0.9437048,0.0617824
4,-7.3362746,-7.361632,"('disliked', 'liked')",-7.3362746,-7.3616319,-0.0253573
5,-0.6075766,-0.5157954,"('distant', 'outgoing')",-0.6075766,-0.5157954,0.0917812
6,-0.29302043,-0.27413353,"('distant', 'open')",-0.2930204,-0.2741335,0.0188869
7,1.5152293,1.5233194,"('insensitive', 'sensitive')",1.5152293,1.5233194,0.0080901
8,1.2286385,1.1497359,"('unaffectionate', 'affectionate')",1.2286385,1.1497359,-0.0789026
9,1.772703,1.8296138,"('unaffectionate', 'caring')",1.7727031,1.8296138,0.0569107
10,1.5561755,1.4730344,"('unsympathetic', 'sympathetic')",1.5561755,1.4730344,-0.0831411
11,2.28164,2.3292885,"('unhelpful', 'helpful')",2.2816401,2.3292885,0.0476484
12,-1.0399286,-0.98631704,"('unsupportive', 'supportive')",-1.0399286,-0.986317,0.0536116
13,0.10195721,0.0872451,"('impolite', 'polite')",0.1019572,0.0872451,-0.0147121
14,0.36317462,0.3641924,"('antisocial', 'social')",0.3631746,0.3641924,0.0010178
15,0.20768934,0.2295758,"('boring', 'funny')",0.2076893,0.2295758,0.0218865
16,-0.8965485,-0.7966374,"('unpopular', 'popular')",-0.8965485,-0.7966374,0.0999111
17,0.1145978,0.13237604,"('nasty', 'nice')",0.1145978,0.132376,0.0177782
18,-0.36297402,-0.39768922,"('disagreeable', 'welcoming')",-0.362974,-0.3976892,-0.0347152
19,-0.565557,-0.49694887,"('inhospitable', 'hospitable')",-0.565557,-0.4969489,0.0686081
20,1.0181961,0.8706053,"('rough', 'thoughtful')",1.0181961,0.8706053,-0.1475908
21,0.25344476,0.3534154,"('immoral', 'moral')",0.2534448,0.3534154,0.0999706
22,0.2628426,0.21493152,"('untrustworthy', 'trustworthy')",0.2628426,0.2149315,-0.0479111
23,6.8037324,6.853394,"('insincere', 'sincere')",6.8037324,6.853394,0.0496616
24,1.7435826,1.6885446,"('dishonest', 'honest')",1.7435826,1.6885446,-0.055038
25,0.6149191,0.5100997,"('egoistic', 'altruistic')",0.6149191,0.5100997,-0.1048194
26,0.55445194,0.40302244,"('hardhearted', 'benevolent')",0.5544519,0.4030224,-0.1514295
27,1.8889947,1.6631982,"('hardhearted', 'softhearted')",1.8889947,1.6631982,-0.2257965
28,0.980197,0.9034639,"('disloyal', 'loyal')",0.980197,0.9034639,-0.0767331
29,-0.14708793,-0.2433817,"('unfair', 'fair')",-0.1470879,-0.2433817,-0.0962938
30,1.5208538,1.4892302,"('intolerant', 'tolerant')",1.5208538,1.4892302,-0.0316236
31,-1.6091398,-1.6105052,"('evil', 'good')",-1.6091398,-1.6105052,-0.0013654
32,1.4124385,1.2711856,"('unkind', 'kind')",1.4124385,1.2711856,-0.1412529
33,-0.5803953,-0.51657313,"('wrong', 'right')",-0.5803953,-0.5165731,0.0638222
34,4.614621,4.8244386,"('mean', 'honorable')",4.6146212,4.8244386,0.2098174
35,-1.4507793,-1.6258659,"('corrupt', 'incorrupt')",-1.4507793,-1.6258659,-0.1750866
36,-0.8188477,-0.9446959,"('hostile', 'amicable')",-0.8188477,-0.9446959,-0.1258482
