,atmos_male,atmos_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.55234754,-0.8179159,"('unsociable', 'sociable')",0.32329142,0.031883013,0.19059524,0.069784395,-0.0128203,-0.2387495,-0.2259292
1,-1.318918,-1.4853528,"('unfriendly', 'friendly')",-0.04413375,-0.27934384,0.23681064,-0.059314966,-0.3754137,-0.6080039,-0.2325902
2,1.1793543,1.2000716,"('unlikable', 'likable')",1.4896024,1.4206665,1.117595,1.1321622,1.2621839,1.2509667,-0.0112172
3,-0.13109672,-0.13470338,"('repellent', 'pleasant')",-0.25039884,-0.23034075,0.92023396,0.9471739,0.1795795,0.1940433,0.0144638
4,-0.14992206,-0.13367629,"('disliked', 'liked')",0.74298465,0.6848533,-4.789782,-4.7456717,-1.3989065,-1.3981649,0.0007416
5,-1.2352587,-1.174494,"('distant', 'outgoing')",-0.054529384,0.029604048,-1.3687073,-1.3844411,-0.8861651,-0.8431104,0.0430547
6,-1.60457,-1.5350579,"('distant', 'open')",-0.8062576,-0.7692605,-1.8785919,-1.9699122,-1.4298066,-1.4247435,0.0050631
7,-0.045173652,-0.15167232,"('insensitive', 'sensitive')",0.37920412,0.30749425,0.06251031,0.036898755,0.1321803,0.0642402,-0.0679401
8,-0.7591115,-0.8460545,"('unaffectionate', 'affectionate')",-0.83270985,-0.9138126,-0.66623133,-0.8190722,-0.7526843,-0.8596464,-0.1069621
9,-0.78774935,-0.90017056,"('unaffectionate', 'caring')",0.015696086,-0.06563352,-0.12698106,-0.26218325,-0.2996781,-0.4093291,-0.109651
10,-1.1188618,-1.3497015,"('unsympathetic', 'sympathetic')",-0.775005,-0.99108434,-0.51021516,-0.67214894,-0.8013606,-1.0043116,-0.202951
11,0.38028246,0.23278293,"('unhelpful', 'helpful')",0.6897385,0.64340824,2.25677,2.1535833,1.1089303,1.0099248,-0.0990055
12,-0.2739295,-0.30661792,"('unsupportive', 'supportive')",0.35431358,0.3287274,-1.9832861,-1.9740503,-0.6343007,-0.6506469,-0.0163462
13,0.18758366,0.09811531,"('impolite', 'polite')",0.38133478,0.3221221,-0.2469038,-0.171116,0.1073382,0.0830405,-0.0242977
14,0.55756205,0.46733794,"('antisocial', 'social')",1.3076936,1.2482675,0.80940664,0.8514682,0.891554,0.8556913,-0.0358627
15,0.40788758,0.31772196,"('boring', 'funny')",0.38333353,0.29837292,-0.067535385,-0.0923674,0.2412286,0.1745758,-0.0666528
16,-0.21388179,-0.1963056,"('unpopular', 'popular')",0.10652172,0.07126862,0.67164826,0.69943494,0.1880961,0.191466,0.0033699
17,-0.40657046,-0.36731598,"('nasty', 'nice')",-0.5550953,-0.48315135,-0.5125617,-0.4783281,-0.4914091,-0.4429318,0.0484773
18,-0.016010866,-8.0898404e-05,"('disagreeable', 'welcoming')",-0.65825105,-0.69134194,-0.7884436,-0.85300624,-0.4875685,-0.5148097,-0.0272412
19,-1.7114584,-1.6972214,"('inhospitable', 'hospitable')",-1.0161201,-1.0855026,-1.1489142,-1.2326217,-1.2921643,-1.3384485,-0.0462842
20,-0.5923375,-0.5771062,"('rough', 'thoughtful')",0.008304827,0.013983218,0.21785015,0.17659089,-0.1220608,-0.128844,-0.0067832
21,0.31507635,0.11931914,"('immoral', 'moral')",1.389325,1.1663716,0.16937408,0.18745187,0.6245918,0.4910475,-0.1335443
22,-0.13323268,-0.23041138,"('untrustworthy', 'trustworthy')",-0.7571469,-0.93198097,-0.8764654,-0.8214513,-0.5889483,-0.6612812,-0.0723329
23,0.24635462,0.05436784,"('insincere', 'sincere')",0.03318996,-0.06945492,4.9771514,4.741136,1.7522319,1.5753496,-0.1768823
24,-0.49159235,-0.6447156,"('dishonest', 'honest')",0.2884002,0.19775319,0.5003643,0.43074313,0.0990574,-0.0054064,-0.1044638
25,-0.70837706,-0.7260581,"('egoistic', 'altruistic')",0.51790285,0.45827195,0.75883436,0.6716796,0.1894534,0.1346311,-0.0548223
26,-0.2082247,-0.2897539,"('hardhearted', 'benevolent')",0.31118172,0.26875457,0.905631,0.7259539,0.336196,0.2349848,-0.1012112
27,-0.75581884,-0.6696262,"('hardhearted', 'softhearted')",-0.5842575,-0.4704855,-0.24804349,-0.35455805,-0.5293733,-0.4982232,0.0311501
28,-0.47598046,-0.65715593,"('disloyal', 'loyal')",0.44855407,0.226952,1.158411,0.99800754,0.3769949,0.1892679,-0.187727
29,-0.5664957,-0.5428166,"('unfair', 'fair')",-0.49755716,-0.5105613,-0.5304311,-0.6295665,-0.5314946,-0.5609814,-0.0294868
30,1.0521921,0.91789716,"('intolerant', 'tolerant')",1.5352625,1.4137733,1.2143356,1.1267807,1.2672634,1.1528171,-0.1144463
31,-1.2080687,-1.0836691,"('evil', 'good')",-1.4614755,-1.4907881,-1.9412379,-1.9765195,-1.5369274,-1.5169923,0.0199351
32,0.13529506,-0.013540426,"('unkind', 'kind')",0.24307775,0.20837447,1.0408951,0.88644576,0.4730893,0.3604266,-0.1126627
33,-0.3458367,-0.37909093,"('wrong', 'right')",0.74704415,0.68770796,-1.2089112,-1.2098981,-0.2692346,-0.300427,-0.0311924
34,0.0898982,0.16642813,"('mean', 'honorable')",0.47410214,0.5004071,4.797815,4.881323,1.7872718,1.8493861,0.0621143
35,-0.20601751,-0.1523886,"('corrupt', 'incorrupt')",-0.6565702,-0.6125749,-1.065393,-1.0979844,-0.6426602,-0.6209826,0.0216776
36,-0.5890659,-0.56522095,"('hostile', 'amicable')",-1.0866842,-1.2428362,-1.0680002,-1.1818323,-0.9145834,-0.9966299,-0.0820465
