,eponym_male,eponym_female,tuple,average_male,average_female,female-male
0,-0.00584423,-0.2477312,"('unsociable', 'sociable')",-0.0058442,-0.2477312,-0.241887
1,-1.6169984,-2.0188355,"('unfriendly', 'friendly')",-1.6169984,-2.0188355,-0.4018371
2,-0.16281125,-0.051051907,"('unlikable', 'likable')",-0.1628112,-0.0510519,0.1117593
3,-0.5660088,-0.3595309,"('repellent', 'pleasant')",-0.5660088,-0.3595309,0.2064779
4,-2.0281317,-2.226094,"('disliked', 'liked')",-2.0281317,-2.226094,-0.1979623
5,-1.2299067,-1.4389265,"('distant', 'outgoing')",-1.2299067,-1.4389265,-0.2090198
6,-1.1036903,-1.3544543,"('distant', 'open')",-1.1036903,-1.3544543,-0.250764
7,-0.21653327,-0.121018656,"('insensitive', 'sensitive')",-0.2165333,-0.1210187,0.0955146
8,-1.9476343,-2.2013838,"('unaffectionate', 'affectionate')",-1.9476343,-2.2013838,-0.2537495
9,-2.168221,-2.286366,"('unaffectionate', 'caring')",-2.168221,-2.286366,-0.118145
10,-0.6469937,-0.7317066,"('unsympathetic', 'sympathetic')",-0.6469937,-0.7317066,-0.0847129
11,-0.073966525,0.09595451,"('unhelpful', 'helpful')",-0.0739665,0.0959545,0.169921
12,-1.8555137,-1.8319515,"('unsupportive', 'supportive')",-1.8555137,-1.8319515,0.0235622
13,-0.0024495646,0.013562471,"('impolite', 'polite')",-0.0024496,0.0135625,0.0160121
14,0.8293843,1.0102432,"('antisocial', 'social')",0.8293843,1.0102432,0.1808589
15,0.4503218,0.4203903,"('boring', 'funny')",0.4503218,0.4203903,-0.0299315
16,-0.89959884,-0.77800596,"('unpopular', 'popular')",-0.8995988,-0.778006,0.1215928
17,0.14118698,0.064206414,"('nasty', 'nice')",0.141187,0.0642064,-0.0769806
18,-1.1508389,-1.101593,"('disagreeable', 'welcoming')",-1.1508389,-1.101593,0.0492459
19,-1.113666,-1.3869524,"('inhospitable', 'hospitable')",-1.1136661,-1.3869524,-0.2732863
20,0.5273148,0.5105753,"('rough', 'thoughtful')",0.5273148,0.5105753,-0.0167395
21,-0.08532814,0.074675545,"('immoral', 'moral')",-0.0853281,0.0746755,0.1600036
22,0.83595127,0.8587828,"('untrustworthy', 'trustworthy')",0.8359513,0.8587828,0.0228315
23,0.6397713,0.66642684,"('insincere', 'sincere')",0.6397713,0.6664268,0.0266555
24,-0.3585031,-0.473756,"('dishonest', 'honest')",-0.3585031,-0.473756,-0.1152529
25,-0.98211414,-1.1360863,"('egoistic', 'altruistic')",-0.9821141,-1.1360863,-0.1539722
26,0.7100683,0.20870467,"('hardhearted', 'benevolent')",0.7100683,0.2087047,-0.5013636
27,-0.24567693,-0.45905772,"('hardhearted', 'softhearted')",-0.2456769,-0.4590577,-0.2133808
28,-0.8809315,-1.1941197,"('disloyal', 'loyal')",-0.8809315,-1.1941197,-0.3131882
29,-0.05686089,-0.19043711,"('unfair', 'fair')",-0.0568609,-0.1904371,-0.1335762
30,0.26418912,0.3986456,"('intolerant', 'tolerant')",0.2641891,0.3986456,0.1344565
31,-0.98281026,-1.3011614,"('evil', 'good')",-0.9828103,-1.3011614,-0.3183511
32,0.5000001,0.4120077,"('unkind', 'kind')",0.5000001,0.4120077,-0.0879924
33,-0.4465651,-0.5208838,"('wrong', 'right')",-0.4465651,-0.5208838,-0.0743187
34,1.0468699,1.1977632,"('mean', 'honorable')",1.0468699,1.1977632,0.1508933
35,-0.16962823,-0.5599586,"('corrupt', 'incorrupt')",-0.1696282,-0.5599586,-0.3903304
36,-0.559918,-0.961523,"('hostile', 'amicable')",-0.559918,-0.961523,-0.401605
37,-0.2798525,-0.29322487,"('fake', 'genuine')",-0.2798525,-0.2932249,-0.0133724
38,-0.7030176,-0.72476894,"('untruthful', 'truthful')",-0.7030176,-0.7247689,-0.0217513
39,-0.12755996,0.008456439,"('exploitative', 'cooperative')",-0.12756,0.0084564,0.1360164
40,-0.9705265,-1.1611301,"('stingy', 'generous')",-0.9705265,-1.1611301,-0.1906036
41,-0.13015696,-0.40130097,"('unforgiving', 'forgiving')",-0.130157,-0.401301,-0.271144
42,1.0299772,1.0909734,"('unreliable', 'reliable')",1.0299772,1.0909734,0.0609962
43,-0.4419187,-0.22985364,"('irresponsible', 'responsible')",-0.4419187,-0.2298536,0.2120651
44,0.43086684,0.7188572,"('prejudiced', 'unprejudiced')",0.4308668,0.7188572,0.2879904
45,0.08454308,-0.0019349214,"('incompetent', 'competent')",0.0845431,-0.0019349,-0.086478
46,-0.61225533,-0.4881222,"('uncompetitive', 'competitive')",-0.6122553,-0.4881222,0.1241331
47,1.9888835,1.9678601,"('stupid', 'smart')",1.9888835,1.9678601,-0.0210234
48,-0.7199712,-0.7302797,"('unintelligent', 'intelligent')",-0.7199712,-0.7302797,-0.0103085
49,-1.1233892,-0.87454057,"('unable', 'able')",-1.1233892,-0.8745406,0.2488486
50,0.79098004,0.83961743,"('clumsy', 'skillful')",0.79098,0.8396174,0.0486374
51,0.16922021,0.18351693,"('uneducated', 'educated')",0.1692202,0.1835169,0.0142967
52,-1.3462988,-1.6039582,"('irrational', 'rational')",-1.3462988,-1.6039582,-0.2576594
53,-1.4845304,-1.699986,"('uncreative', 'creative')",-1.4845304,-1.699986,-0.2154556
54,-0.44665372,-0.63744,"('incapable', 'capable')",-0.4466537,-0.63744,-0.1907863
55,0.14850226,0.38364917,"('incompetent', 'clever')",0.1485023,0.3836492,0.2351469
56,0.9009228,0.9092107,"('impractical', 'practical')",0.9009228,0.9092107,0.0082879
57,-1.0081266,-1.2010422,"('unimaginative', 'imaginative')",-1.0081266,-1.2010422,-0.1929156
58,0.35543498,0.1693637,"('undiscriminating', 'discriminating')",0.355435,0.1693637,-0.1860713
59,-0.48111182,-0.55146927,"('foolish', 'wise')",-0.4811118,-0.5514693,-0.0703575
60,0.61577505,1.1278855,"('inefficient', 'efficient')",0.615775,1.1278855,0.5121105
61,-0.30999213,-0.52164936,"('illogical', 'logical')",-0.3099921,-0.5216494,-0.2116573
62,-0.043319486,0.25821194,"('incompetent', 'brilliant')",-0.0433195,0.2582119,0.3015314
63,-0.44914743,-0.39452592,"('unperceptive', 'insightful')",-0.4491474,-0.3945259,0.0546215
64,-1.032435,-0.9019729,"('shy', 'confident')",-1.0324351,-0.9019729,0.1304622
65,0.9215146,1.0474242,"('insecure', 'secure')",0.9215146,1.0474242,0.1259096
66,-0.37071386,-0.7088,"('inactive', 'active')",-0.3707139,-0.7088,-0.3380861
67,0.38435262,0.52994096,"('doubtful', 'determined')",0.3843526,0.529941,0.1455884
68,-0.34024853,-0.15053175,"('dependent', 'independent')",-0.3402485,-0.1505318,0.1897167
69,0.103523776,0.07614122,"('lazy', 'industrious')",0.1035238,0.0761412,-0.0273826
70,1.288671,1.3167835,"('lethargic', 'energetic')",1.288671,1.3167835,0.0281125
71,-0.75015914,-0.80759555,"('diffident', 'self-confident')",-0.7501591,-0.8075956,-0.0574365
72,0.28229803,0.31548592,"('unambitious', 'ambitious')",0.282298,0.3154859,0.0331879
73,-0.3855006,-0.3018888,"('helpless', 'self-reliant')",-0.3855006,-0.3018888,0.0836118
74,-0.11950734,-0.08068561,"('undedicated', 'dedicated')",-0.1195073,-0.0806856,0.0388217
75,0.7510974,0.72878206,"('meek', 'impulsive')",0.7510974,0.7287821,-0.0223153
76,1.0704807,1.2960129,"('anxious', 'daring')",1.0704807,1.2960129,0.2255322
77,-1.1378683,-0.9614862,"('unmotivated', 'motivated')",-1.1378683,-0.9614862,0.1763821
78,-1.0780911,-1.0062209,"('nonresilient', 'resilient')",-1.0780911,-1.0062209,0.0718702
79,0.0703724,-0.34751368,"('wavering', 'unwavering')",0.0703724,-0.3475137,-0.4178861
80,0.61389786,0.7028818,"('dominated', 'dominating')",0.6138979,0.7028818,0.0889839
81,0.8361713,0.98830724,"('submissive', 'aggressive')",0.8361713,0.9883072,0.1521359
82,1.9427462,1.8958607,"('poor', 'rich')",1.9427462,1.8958607,-0.0468855
83,0.50647604,0.3878917,"('powerless', 'powerful')",0.506476,0.3878917,-0.1185843
84,-0.026136992,0.044980086,"('inferior', 'superior')",-0.026137,0.0449801,0.0711171
