,hp_male,hp_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.07530703,-0.019088857,"('unsociable', 'sociable')",-0.047634393,-0.1864276,0.0138363,-0.1027582,-0.1165945
1,0.8087685,0.704716,"('unfriendly', 'friendly')",1.2418185,0.9958305,1.0252936,0.8502733,-0.1750203
2,0.69106257,0.7650892,"('unlikable', 'likable')",0.30644995,0.31283516,0.4987563,0.5389622,0.0402059
3,0.184415,0.35484263,"('repellent', 'pleasant')",0.5228737,0.57791454,0.3536443,0.4663786,0.1127343
4,-0.7648896,-0.82327694,"('disliked', 'liked')",-5.9859815,-6.0748544,-3.3754356,-3.4490657,-0.0736301
5,-0.19089086,-0.26969302,"('distant', 'outgoing')",-0.75537455,-0.83350575,-0.4731327,-0.5515994,-0.0784667
6,-0.25758606,-0.28485066,"('distant', 'open')",-0.2852923,-0.38625792,-0.2714392,-0.3355543,-0.0641151
7,-0.19903046,-0.1426053,"('insensitive', 'sensitive')",0.65092033,0.64229876,0.2259449,0.2498467,0.0239018
8,-0.24145868,-0.34591246,"('unaffectionate', 'affectionate')",0.39735016,0.23390023,0.0779457,-0.0560061,-0.1339518
9,0.87177783,0.85582066,"('unaffectionate', 'caring')",0.85257083,0.7305527,0.8621743,0.7931867,-0.0689876
10,0.0029881634,0.09745741,"('unsympathetic', 'sympathetic')",-0.04226015,-0.05726636,-0.019636,0.0200955,0.0397315
11,0.8732759,0.9155447,"('unhelpful', 'helpful')",1.9538145,1.9789767,1.4135451,1.4472607,0.0337156
12,0.80181533,0.8593976,"('unsupportive', 'supportive')",-1.5726509,-1.587237,-0.3854178,-0.3639197,0.0214981
13,-0.5487317,-0.5794503,"('impolite', 'polite')",-0.2897183,-0.26408243,-0.419225,-0.4217664,-0.0025414
14,-0.029771782,-0.026353408,"('antisocial', 'social')",-0.42467803,-0.43943572,-0.2272249,-0.2328946,-0.0056697
15,0.07244086,0.01148648,"('boring', 'funny')",0.1740354,0.13623787,0.1232381,0.0738622,-0.0493759
16,-0.7161432,-0.7588127,"('unpopular', 'popular')",0.7727009,0.72064424,0.0282789,-0.0190842,-0.0473631
17,-0.22408243,-0.2273383,"('nasty', 'nice')",-0.5856294,-0.51270634,-0.4048559,-0.3700223,0.0348336
18,-1.0420245,-1.0868862,"('disagreeable', 'welcoming')",-0.6141416,-0.72821665,-0.828083,-0.9075514,-0.0794684
19,0.014773134,0.00635593,"('inhospitable', 'hospitable')",-0.09676528,-0.09984831,-0.0409961,-0.0467462,-0.0057501
20,0.44091564,0.4615253,"('rough', 'thoughtful')",1.2023108,1.1854627,0.8216132,0.823494,0.0018808
21,0.46550697,0.53391755,"('immoral', 'moral')",-0.23644437,-0.2054473,0.1145313,0.1642351,0.0497038
22,0.29813808,0.35376438,"('untrustworthy', 'trustworthy')",-1.0920731,-1.0941541,-0.3969675,-0.3701949,0.0267726
23,1.2940044,1.3127418,"('insincere', 'sincere')",5.6650405,5.6327314,3.4795225,3.4727366,-0.0067859
24,0.39469844,0.46863604,"('dishonest', 'honest')",0.71915144,0.69592595,0.5569249,0.582281,0.0253561
25,0.105285466,0.02764393,"('egoistic', 'altruistic')",1.1108761,1.0776238,0.6080807,0.5526339,-0.0554468
26,0.98479915,0.9430488,"('hardhearted', 'benevolent')",1.3459909,1.2287413,1.165395,1.0858951,-0.0794999
27,-0.032547373,0.014945488,"('hardhearted', 'softhearted')",1.0624241,0.992151,0.5149384,0.5035483,-0.0113901
28,-0.68868315,-0.78770536,"('disloyal', 'loyal')",0.83537716,0.71061254,0.073347,-0.0385464,-0.1118934
29,-0.36942875,-0.40535226,"('unfair', 'fair')",-0.7127726,-0.83020085,-0.5411007,-0.6177766,-0.0766759
30,0.8281473,0.77573276,"('intolerant', 'tolerant')",0.98672426,0.90937847,0.9074358,0.8425556,-0.0648802
31,-0.9519179,-1.0087075,"('evil', 'good')",-1.0422027,-1.1517432,-0.9970603,-1.0802253,-0.083165
32,0.6980981,0.7553507,"('unkind', 'kind')",0.7915937,0.6518126,0.7448459,0.7035817,-0.0412642
33,0.47298673,0.34668148,"('wrong', 'right')",-0.5129607,-0.5496198,-0.019987,-0.1014692,-0.0814822
34,0.85498863,1.006227,"('mean', 'honorable')",6.1626816,6.2675676,3.5088351,3.6368973,0.1280622
35,-0.753317,-0.8755085,"('corrupt', 'incorrupt')",-0.2697875,-0.30689865,-0.5115522,-0.5912036,-0.0796514
36,-1.0020689,-1.1239784,"('hostile', 'amicable')",-0.34699798,-0.5058874,-0.6745334,-0.8149329,-0.1403995
37,0.08163822,0.23743428,"('fake', 'genuine')",0.34496245,0.43062145,0.2133003,0.3340279,0.1207276
38,-0.11572143,-0.19924794,"('untruthful', 'truthful')",0.19217357,0.26170745,0.0382261,0.0312298,-0.0069963
39,1.6432372,1.7359914,"('exploitative', 'cooperative')",0.15338783,0.15832028,0.8983125,0.9471558,0.0488433
40,-0.6551221,-0.6421386,"('stingy', 'generous')",-1.4904021,-1.5431219,-1.0727621,-1.0926303,-0.0198682
41,0.166824,0.09643173,"('unforgiving', 'forgiving')",-0.023071341,-0.16877156,0.0718763,-0.0361699,-0.1080462
42,-1.088581,-0.86554086,"('unreliable', 'reliable')",-3.1780887,-3.0821779,-2.1333349,-1.9738593,0.1594756
43,0.3199813,0.45316824,"('irresponsible', 'responsible')",0.61092097,0.6420279,0.4654511,0.5475981,0.082147
44,-1.4661146,-1.387002,"('prejudiced', 'unprejudiced')",-1.7062682,-1.6583998,-1.5861914,-1.5227009,0.0634905
45,-0.26907685,-0.20295113,"('incompetent', 'competent')",-0.09393968,-0.14064874,-0.1815083,-0.1717999,0.0097084
46,0.27855468,0.38219178,"('uncompetitive', 'competitive')",0.084389225,0.06489349,0.1814719,0.2235426,0.0420707
47,0.44909236,0.52742,"('stupid', 'smart')",4.9409747,4.967839,2.6950336,2.7476294,0.0525958
48,0.6743557,0.61727244,"('unintelligent', 'intelligent')",0.7647662,0.70698047,0.719561,0.6621264,-0.0574346
49,0.7830727,0.8375886,"('unable', 'able')",-0.14482066,-0.079548806,0.319126,0.3790199,0.0598939
50,-0.4667033,-0.41658434,"('clumsy', 'skillful')",0.19231886,0.16256653,-0.1371922,-0.1270089,0.0101833
51,0.067871995,-0.048055217,"('uneducated', 'educated')",1.265311,1.1754609,0.6665915,0.5637029,-0.1028886
52,0.19527313,-0.015804747,"('irrational', 'rational')",-0.4740374,-0.65674144,-0.1393821,-0.3362731,-0.196891
53,0.71877706,0.69703346,"('uncreative', 'creative')",0.37549132,0.27850407,0.5471342,0.4877688,-0.0593654
54,0.6803378,0.66313887,"('incapable', 'capable')",0.9812722,0.9824241,0.830805,0.8227814,-0.0080236
55,0.036552176,0.06829831,"('incompetent', 'clever')",0.3093296,0.27894825,0.1729409,0.1736233,0.0006824
56,1.2823343,1.3140389,"('impractical', 'practical')",0.11241622,0.12263881,0.6973753,0.7183388,0.0209635
57,-0.664444,-0.6934892,"('unimaginative', 'imaginative')",-2.6333778,-2.732325,-1.6489109,-1.7129071,-0.0639962
58,0.2708799,0.23607934,"('undiscriminating', 'discriminating')",0.31255722,0.22098374,0.2917185,0.2285315,-0.063187
59,0.6049168,0.6157815,"('foolish', 'wise')",0.29286167,0.2822921,0.4488893,0.4490368,0.0001475
60,1.2990702,1.3812759,"('inefficient', 'efficient')",0.3397733,0.4640762,0.8194218,0.922676,0.1032542
61,1.2619458,1.1041296,"('illogical', 'logical')",0.32088763,0.1924727,0.7914168,0.6483011,-0.1431157
62,1.1770016,1.2972523,"('incompetent', 'brilliant')",0.7468894,0.88390404,0.9619455,1.0905782,0.1286327
63,0.8131578,0.8913716,"('unperceptive', 'insightful')",1.3579296,1.4068466,1.0855436,1.1491091,0.0635655
64,-0.5005532,-0.51308715,"('shy', 'confident')",-6.438943,-6.3987603,-3.469748,-3.4559238,0.0138242
65,-0.06975542,-0.09465638,"('insecure', 'secure')",-0.6684462,-0.6145368,-0.3691008,-0.3545966,0.0145042
66,-1.2503535,-1.210447,"('inactive', 'active')",0.87595844,0.88073707,-0.1871975,-0.1648549,0.0223426
67,0.12706488,0.048011474,"('doubtful', 'determined')",-0.116465315,-0.09047931,0.0052998,-0.0212339,-0.0265337
68,-0.60669816,-0.62657684,"('dependent', 'independent')",-0.07562324,-0.09542084,-0.3411607,-0.3609988,-0.0198381
69,-0.03300035,-0.06398388,"('lazy', 'industrious')",-0.35857534,-0.3015698,-0.1957878,-0.1827768,0.013011
70,-0.6487028,-0.47889513,"('lethargic', 'energetic')",1.0186118,1.0955794,0.1849545,0.3083421,0.1233876
71,1.2221531,1.1862732,"('diffident', 'self-confident')",0.58655787,0.51144177,0.9043555,0.8488575,-0.055498
72,1.259693,1.3439999,"('unambitious', 'ambitious')",-0.84243196,-0.8090398,0.2086305,0.26748,0.0588495
73,0.27541533,0.34692737,"('helpless', 'self-reliant')",-2.9776897,-2.9178116,-1.3511372,-1.2854421,0.0656951
74,0.84324205,0.88001066,"('undedicated', 'dedicated')",0.22646755,0.19033621,0.5348548,0.5351734,0.0003186
75,-0.11655005,-0.07316217,"('meek', 'impulsive')",-0.18562788,-0.11064106,-0.151089,-0.0919016,0.0591874
76,0.052915465,0.2887568,"('anxious', 'daring')",0.12318277,0.2634737,0.0880491,0.2761152,0.1880661
77,0.23402263,0.27885413,"('unmotivated', 'motivated')",-0.54970556,-0.44246405,-0.1578415,-0.081805,0.0760365
78,0.27269104,0.2649611,"('nonresilient', 'resilient')",0.55705476,0.6008716,0.4148729,0.4329163,0.0180434
79,-0.84549826,-0.8997077,"('wavering', 'unwavering')",0.086533055,0.101795025,-0.3794826,-0.3989563,-0.0194737
80,-0.21014419,-0.1269789,"('dominated', 'dominating')",-0.74417824,-0.6425051,-0.4771612,-0.384742,0.0924192
81,-0.45906207,-0.44785744,"('submissive', 'aggressive')",-0.78027284,-0.6577456,-0.6196675,-0.5528015,0.066866
82,-0.03474749,-0.0035786368,"('poor', 'rich')",5.776237,5.7589164,2.8707447,2.8776689,0.0069242
83,0.9614297,0.9158669,"('powerless', 'powerful')",-0.29447305,-0.3544258,0.3334783,0.2807206,-0.0527577
84,1.3841797,1.3245232,"('inferior', 'superior')",0.97944343,0.99208796,1.1818116,1.1583056,-0.023506
85,0.19397356,0.1700391,"('insignificant', 'prestigious')",0.8045703,0.7642484,0.4992719,0.4671437,-0.0321282
86,1.2901341,1.1642411,"('uninfluential', 'influential')",0.46055454,0.29875195,0.8753443,0.7314965,-0.1438478
87,0.9170834,0.96783584,"('unsuccessful', 'successful')",1.4217826,1.4295436,1.169433,1.1986897,0.0292567
88,-0.018935217,-0.06247308,"('low', 'eminent')",0.30990654,0.28319788,0.1454857,0.1103624,-0.0351233
