,twenty_male,twenty_female,tuple,first_male,first_female,century_male,century_female,fox_male,fox_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3855999,-0.71935946,"('unsociable', 'sociable')",-3.3267531,-3.4172065,-1.4909108,-1.6907383,0.513515,0.31798083,-0.4543824,-0.67938673,-1.0288262,-1.237742,-0.2089158
1,-0.44170284,-0.6859041,"('unfriendly', 'friendly')",-1.2443511,-1.4630417,0.1214472,-0.16489854,1.6659167,1.5090902,2.1923363,1.8878914,0.4587293,0.2166274,-0.2421019
2,0.30862153,0.37946045,"('unlikable', 'likable')",0.77800417,0.80698055,0.50011736,0.57299864,0.6997793,0.8446547,0.60114443,0.7646461,0.5775333,0.6737481,0.0962148
3,0.25787213,0.26552513,"('repellent', 'pleasant')",-1.3510491,-1.1929575,-1.5971376,-1.3950254,-0.19664223,-0.058898356,0.15191814,0.18606038,-0.5470077,-0.4390592,0.1079485
4,-1.3872153,-1.2939297,"('disliked', 'liked')",0.8739781,0.87093294,0.0060046744,-0.06670791,-1.22761,-1.259459,-6.7783713,-6.8485427,-1.7026428,-1.7195412,-0.0168984
5,-0.54255366,-0.4671038,"('distant', 'outgoing')",0.72187865,0.6636207,0.6177796,0.58794,-0.26369852,-0.2255939,0.020338386,0.11382491,0.1107489,0.1345376,0.0237887
6,-0.7892372,-0.69396263,"('distant', 'open')",2.0689335,2.0347712,0.72488576,0.7605741,-0.19737503,-0.16277552,0.6521634,0.6908741,0.491874,0.5258963,0.0340223
7,0.67411584,0.5459112,"('insensitive', 'sensitive')",-1.0283571,-1.0731006,-0.73643917,-0.68799514,0.17340407,0.2157421,0.51774895,0.42213708,-0.0799055,-0.1154611,-0.0355556
8,-1.3077981,-1.4373,"('unaffectionate', 'affectionate')",-0.6429755,-0.8765857,0.44867888,0.2828406,0.61604786,0.502887,0.5852005,0.5212073,-0.0601693,-0.2013901,-0.1412208
9,-0.1700629,-0.4430246,"('unaffectionate', 'caring')",-0.9883623,-1.208766,0.50219584,0.32356393,1.3448397,1.2493846,1.1703256,1.1388807,0.3717872,0.2120077,-0.1597795
10,-0.77457654,-0.9611756,"('unsympathetic', 'sympathetic')",-2.8250365,-2.7966158,-2.107619,-2.1017964,-0.16806944,-0.20696047,-0.4032252,-0.52228975,-1.2557055,-1.3177676,-0.0620621
11,0.39069742,0.27756825,"('unhelpful', 'helpful')",-1.9459459,-2.0508916,-0.65729713,-0.5787194,0.19279732,0.30145735,1.7629482,1.8023217,-0.05136,-0.0496527,0.0017073
12,-0.28414646,-0.33469453,"('unsupportive', 'supportive')",-1.1648464,-1.2545013,-0.46792096,-0.39871222,0.37155467,0.45067784,-1.9656758,-1.9498583,-0.702207,-0.6974177,0.0047893
13,0.75576127,0.56886256,"('impolite', 'polite')",-1.9926217,-2.0332136,-1.7972479,-1.8278795,-0.38566005,-0.48884234,-0.45220506,-0.45732057,-0.7743947,-0.8476787,-0.073284
14,-0.4431944,-0.53255194,"('antisocial', 'social')",-3.0658443,-2.9972618,-1.4045907,-1.3703219,0.8032733,0.7057301,-1.0720382,-1.0386164,-1.0364789,-1.0466043,-0.0101254
15,0.82784337,0.7546443,"('boring', 'funny')",1.6233747,1.4986036,2.2962217,2.1194448,1.9919833,1.8883116,0.70265114,0.7084814,1.4884149,1.3938972,-0.0945177
16,-1.5900575,-1.4909374,"('unpopular', 'popular')",-0.13849908,-0.09909931,-0.29845256,-0.41630423,-0.9075066,-0.88892764,0.51866317,0.46237212,-0.4831706,-0.4865793,-0.0034087
17,-0.2482176,-0.17024447,"('nasty', 'nice')",-1.7878124,-1.7618462,-0.5125989,-0.3202296,-0.74022806,-0.5960672,-0.5725931,-0.43164334,-0.77229,-0.6560061,0.1162839
18,-1.4327924,-1.458572,"('disagreeable', 'welcoming')",0.6874699,0.6776886,-0.6538716,-0.65104306,-0.4296057,-0.5069684,-0.47964752,-0.5240361,-0.4616895,-0.4925862,-0.0308967
19,-0.6019476,-0.54866517,"('inhospitable', 'hospitable')",1.1443033,1.0833118,1.4311851,1.460009,-0.74925774,-0.6724607,0.041727304,0.117748424,0.2532021,0.2879887,0.0347866
20,0.6969098,0.6918363,"('rough', 'thoughtful')",-0.03709477,-0.051432103,0.2516569,0.44353795,0.15417567,0.206521,1.463456,1.4041312,0.5058208,0.5389189,0.0330981
21,0.647559,0.5885931,"('immoral', 'moral')",-0.045838416,0.06362534,-1.0183969,-1.0058781,0.7505751,0.8445181,-0.9707442,-0.92912126,-0.1273691,-0.0876526,0.0397165
22,0.2233482,0.09376975,"('untrustworthy', 'trustworthy')",-0.46906066,-0.44029582,-1.3256849,-1.2178509,0.19778188,0.28173092,-1.1191181,-1.1728256,-0.4985467,-0.4910943,0.0074524
23,0.8660976,0.6336696,"('insincere', 'sincere')",-1.8117256,-1.891501,-0.6517787,-0.673585,0.95025045,0.97242063,5.9472704,5.805516,1.0600228,0.969304,-0.0907188
24,-0.07739101,-0.2582521,"('dishonest', 'honest')",-2.5682073,-2.6581028,-0.8936497,-1.0146601,0.2074078,0.2466894,0.7673135,0.66764045,-0.5129054,-0.603337,-0.0904316
25,-0.22694615,-0.26163712,"('egoistic', 'altruistic')",0.4530375,0.43814573,0.6829059,0.6476091,0.9986467,0.953871,1.3617108,1.290508,0.653871,0.6136993,-0.0401717
26,-0.110243216,-0.29201868,"('hardhearted', 'benevolent')",-0.82316375,-1.0388283,0.5822853,0.46531516,1.7271061,1.5034392,1.4025838,1.1744204,0.5557137,0.3624656,-0.1932481
27,0.68919986,0.6699022,"('hardhearted', 'softhearted')",-0.14912906,-0.17603458,-0.49416605,-0.4447577,-0.56919575,-0.6056282,1.4908147,1.380245,0.1935047,0.1647453,-0.0287594
28,-0.94799685,-1.238763,"('disloyal', 'loyal')",-1.1102865,-1.2718918,-0.6879039,-0.924247,0.47863156,0.29952782,0.8587462,0.6196453,-0.2817619,-0.5031457,-0.2213838
29,-0.3910817,-0.48173034,"('unfair', 'fair')",0.045124844,0.0141076,0.23477006,0.27276,-0.33101776,-0.29347456,-0.18054432,-0.31356,-0.1245498,-0.1603795,-0.0358297
30,0.15593824,-0.0010686666,"('intolerant', 'tolerant')",-2.2078812,-2.300399,-0.8665354,-0.8519608,0.15042952,0.15033719,0.87650925,0.8585039,-0.378308,-0.4289175,-0.0506095
31,-1.6168121,-1.5629212,"('evil', 'good')",1.4819783,1.3696847,0.13877037,0.14873615,-0.93508226,-0.9024153,-1.0820016,-1.1502769,-0.4026295,-0.4194385,-0.016809
32,0.2024667,-0.035757005,"('unkind', 'kind')",-0.7455869,-0.8367399,-0.4596347,-0.64207864,0.5553499,0.49435115,0.87060356,0.66688204,0.0846397,-0.0706685,-0.1553082
33,0.26317048,0.23870076,"('wrong', 'right')",2.6770747,2.6184688,0.5220407,0.41048762,0.5161983,0.510747,-0.4948896,-0.48092708,0.6967189,0.6594954,-0.0372235
34,-0.02990432,0.13628492,"('mean', 'honorable')",-0.052942965,-0.0046980493,0.329118,0.6094222,1.0026149,1.2140638,6.2358794,6.3391733,1.496953,1.6588493,0.1618963
35,-0.3284548,-0.1388477,"('corrupt', 'incorrupt')",3.2881682,3.2931688,1.9707503,1.9941554,-1.2337955,-1.2603858,-0.23308225,-0.28986728,0.6927172,0.7196447,0.0269275
36,-1.0745602,-1.0648128,"('hostile', 'amicable')",1.2960955,1.1993433,0.86327326,0.7716503,-0.12219314,-0.19939372,0.2759892,0.10579453,0.2477209,0.1625163,-0.0852046
37,1.3245513,1.2949007,"('fake', 'genuine')",0.5910481,0.645381,0.65369225,0.76251465,-0.11424115,-0.0058595464,0.43125716,0.40514773,0.5772615,0.6204169,0.0431554
38,-0.6848904,-0.6982873,"('untruthful', 'truthful')",-1.0889782,-1.2331604,-0.5513555,-0.5624995,-0.18371594,-0.1247484,-0.057077225,-0.014997654,-0.5132034,-0.5267387,-0.0135353
39,0.34207046,0.27544287,"('exploitative', 'cooperative')",-1.266151,-1.1948006,-0.37311104,-0.16238886,0.26883918,0.38924193,0.041022595,0.11862816,-0.1974659,-0.1147753,0.0826906
40,-0.15875775,-0.30059153,"('stingy', 'generous')",0.10178174,0.14303917,-0.9199842,-1.0158798,-0.2986336,-0.37229705,-1.7285905,-1.9307548,-0.6008368,-0.6952968,-0.09446
41,-0.7777599,-0.8957042,"('unforgiving', 'forgiving')",-1.3565718,-1.412564,-1.0438045,-1.0004569,0.1879348,0.18807387,-0.16805968,-0.22252816,-0.6316522,-0.6686359,-0.0369837
42,-0.27624166,-0.28416827,"('unreliable', 'reliable')",-0.2805788,-0.12995955,-0.037728116,0.09854343,-0.26526517,-0.19164404,-2.7368927,-2.6144767,-0.7193413,-0.624341,0.0950003
43,0.62186015,0.449754,"('irresponsible', 'responsible')",-2.028244,-2.143329,-1.2355535,-1.0964136,-0.31058174,-0.20180626,0.62999916,0.62345827,-0.464504,-0.4736673,-0.0091633
44,0.39591208,0.49639148,"('prejudiced', 'unprejudiced')",1.5281681,1.5983647,-0.11320762,-0.054225594,-1.3092426,-1.185027,-1.2999253,-1.1821423,-0.1596591,-0.0653278,0.0943313
45,-0.31792125,-0.49361485,"('incompetent', 'competent')",-3.479233,-3.498136,-1.66791,-1.538837,-0.7440371,-0.6828532,-0.47525772,-0.5626339,-1.3368718,-1.3552151,-0.0183433
46,1.0360955,0.8497011,"('uncompetitive', 'competitive')",-1.2180792,-1.1286931,-2.0604012,-2.0683067,0.100300856,0.1433238,-0.7260234,-0.7683561,-0.5736215,-0.5944662,-0.0208447
47,0.018645102,0.09180397,"('stupid', 'smart')",-1.3438044,-1.2650964,-0.614381,-0.4283632,0.6133857,0.8160832,5.404902,5.504929,0.8157495,0.9438713,0.1281218
48,0.1730031,-0.013176527,"('unintelligent', 'intelligent')",-1.494017,-1.7510965,0.18881558,-0.03845378,1.0444808,1.0182493,0.7019643,0.61333525,0.1228494,-0.0342285,-0.1570779
49,-0.7033511,-0.6141441,"('unable', 'able')",0.48417762,0.47481602,0.47991964,0.70879805,0.19919571,0.3596968,-0.035995394,0.12434293,0.0847893,0.2107019,0.1259126
50,-1.4109637,-1.3332894,"('clumsy', 'skillful')",1.3057411,1.2550602,-0.22133474,-0.38284802,-0.8769959,-0.94823706,0.3527605,0.29862428,-0.1701585,-0.222138,-0.0519795
51,-0.1444984,-0.26421082,"('uneducated', 'educated')",-0.43680418,-0.43937615,-0.5853383,-0.7061325,-0.4898214,-0.56873256,0.52685463,0.41086748,-0.2259215,-0.3135169,-0.0875954
52,-1.1124029,-1.1994915,"('irrational', 'rational')",0.4843023,0.28570622,1.0660998,0.744254,-0.13482775,-0.32575503,0.27258092,0.15518054,0.1151505,-0.0680212,-0.1831717
53,0.17876321,0.050643086,"('uncreative', 'creative')",-0.06481204,-0.14594834,0.061151735,0.06647703,1.1057552,1.0357814,1.1679142,0.9550929,0.4897545,0.3924092,-0.0973453
