,week_male,week_female,tuple,average_male,average_female,female-male
0,-0.11833365,-0.25763658,"('unsociable', 'sociable')",-0.1183337,-0.2576366,-0.1393029
1,1.6038384,1.7547694,"('unfriendly', 'friendly')",1.6038384,1.7547694,0.150931
2,0.2902241,0.3711709,"('unlikable', 'likable')",0.2902241,0.3711709,0.0809468
3,0.5837774,0.5859381,"('repellent', 'pleasant')",0.5837774,0.5859381,0.0021607
4,-7.1077313,-6.941838,"('disliked', 'liked')",-7.1077313,-6.9418378,0.1658935
5,-0.12824704,0.025217723,"('distant', 'outgoing')",-0.128247,0.0252177,0.1534647
6,-0.047484655,0.09469404,"('distant', 'open')",-0.0474847,0.094694,0.1421787
7,1.4137497,1.4754999,"('insensitive', 'sensitive')",1.4137497,1.4754999,0.0617502
8,0.8736795,0.88255197,"('unaffectionate', 'affectionate')",0.8736795,0.882552,0.0088725
9,1.4099015,1.4900755,"('unaffectionate', 'caring')",1.4099015,1.4900755,0.080174
10,1.0840611,1.0195606,"('unsympathetic', 'sympathetic')",1.0840611,1.0195606,-0.0645005
11,2.3021355,2.328523,"('unhelpful', 'helpful')",2.3021355,2.3285229,0.0263874
12,-1.1086259,-1.0130733,"('unsupportive', 'supportive')",-1.1086259,-1.0130733,0.0955526
13,0.10812591,-0.00081194565,"('impolite', 'polite')",0.1081259,-0.0008119,-0.1089378
14,0.18979049,-0.023352155,"('antisocial', 'social')",0.1897905,-0.0233522,-0.2131427
15,0.23135328,0.21385852,"('boring', 'funny')",0.2313533,0.2138585,-0.0174948
16,-0.696875,-0.6353922,"('unpopular', 'popular')",-0.696875,-0.6353922,0.0614828
17,-0.41273805,-0.4487139,"('nasty', 'nice')",-0.4127381,-0.4487139,-0.0359758
18,-0.3522551,-0.40192592,"('disagreeable', 'welcoming')",-0.3522551,-0.4019259,-0.0496708
19,-0.086934835,0.09441994,"('inhospitable', 'hospitable')",-0.0869348,0.0944199,0.1813547
20,0.7754782,0.6642297,"('rough', 'thoughtful')",0.7754782,0.6642297,-0.1112485
21,0.3099819,0.28160697,"('immoral', 'moral')",0.3099819,0.281607,-0.0283749
22,0.19278826,0.17385198,"('untrustworthy', 'trustworthy')",0.1927883,0.173852,-0.0189363
23,6.8508344,6.8147597,"('insincere', 'sincere')",6.8508344,6.8147597,-0.0360747
24,2.2514243,2.2509637,"('dishonest', 'honest')",2.2514243,2.2509637,-0.0004606
25,0.28756815,0.28119397,"('egoistic', 'altruistic')",0.2875682,0.281194,-0.0063742
26,0.3633667,0.4163833,"('hardhearted', 'benevolent')",0.3633667,0.4163833,0.0530166
27,1.4265963,1.3250669,"('hardhearted', 'softhearted')",1.4265963,1.3250669,-0.1015294
28,1.1016388,1.0595537,"('disloyal', 'loyal')",1.1016388,1.0595537,-0.0420851
29,-0.02357211,-0.0647116,"('unfair', 'fair')",-0.0235721,-0.0647116,-0.0411395
