,counterterrorism_male,counterterrorism_female,tuple,average_male,average_female,female-male
0,-0.9902279,-1.0151993,"('unsociable', 'sociable')",-0.9902279,-1.0151993,-0.0249714
1,-0.6144188,-0.7614293,"('unfriendly', 'friendly')",-0.6144188,-0.7614293,-0.1470105
2,0.20322286,0.09126846,"('unlikable', 'likable')",0.2032229,0.0912685,-0.1119544
3,-1.5008343,-1.3789726,"('repellent', 'pleasant')",-1.5008343,-1.3789726,0.1218617
4,-1.1239144,-1.0895185,"('disliked', 'liked')",-1.1239144,-1.0895185,0.0343959
5,0.42606366,0.42157724,"('distant', 'outgoing')",0.4260637,0.4215772,-0.0044865
6,0.16620336,0.118848056,"('distant', 'open')",0.1662034,0.1188481,-0.0473553
7,-1.6286126,-1.5258744,"('insensitive', 'sensitive')",-1.6286126,-1.5258744,0.1027382
8,-0.6110642,-0.8766662,"('unaffectionate', 'affectionate')",-0.6110642,-0.8766662,-0.265602
9,-0.61564535,-0.747992,"('unaffectionate', 'caring')",-0.6156453,-0.747992,-0.1323467
10,-2.1546693,-2.1187363,"('unsympathetic', 'sympathetic')",-2.1546693,-2.1187363,0.035933
11,-0.31721428,-0.32647228,"('unhelpful', 'helpful')",-0.3172143,-0.3264723,-0.009258
12,-1.1504408,-1.0923336,"('unsupportive', 'supportive')",-1.1504408,-1.0923336,0.0581072
13,-0.7718123,-0.82808745,"('impolite', 'polite')",-0.7718123,-0.8280874,-0.0562751
14,-1.2516667,-1.1958158,"('antisocial', 'social')",-1.2516667,-1.1958158,0.0558509
15,0.79940385,0.69112635,"('boring', 'funny')",0.7994038,0.6911263,-0.1082775
16,-0.20570095,-0.29512426,"('unpopular', 'popular')",-0.2057009,-0.2951243,-0.0894234
17,-0.8215432,-0.7412331,"('nasty', 'nice')",-0.8215432,-0.7412331,0.0803101
18,-0.29813698,-0.35055548,"('disagreeable', 'welcoming')",-0.298137,-0.3505555,-0.0524185
19,-0.83478236,-0.8670292,"('inhospitable', 'hospitable')",-0.8347824,-0.8670292,-0.0322468
20,-0.26437256,-0.19926353,"('rough', 'thoughtful')",-0.2643726,-0.1992635,0.0651091
21,-1.7048854,-1.6455734,"('immoral', 'moral')",-1.7048854,-1.6455734,0.059312
22,-0.47988084,-0.46576688,"('untrustworthy', 'trustworthy')",-0.4798808,-0.4657669,0.0141139
23,-0.077978306,-0.15600598,"('insincere', 'sincere')",-0.0779783,-0.156006,-0.0780277
24,-1.5905362,-1.6415026,"('dishonest', 'honest')",-1.5905362,-1.6415026,-0.0509664
25,1.0759687,0.99745554,"('egoistic', 'altruistic')",1.0759687,0.9974555,-0.0785132
26,0.60151255,0.39942414,"('hardhearted', 'benevolent')",0.6015126,0.3994241,-0.2020885
27,-1.0416505,-1.1088624,"('hardhearted', 'softhearted')",-1.0416505,-1.1088624,-0.0672119
28,-0.21453634,-0.31946787,"('disloyal', 'loyal')",-0.2145363,-0.3194679,-0.1049316
29,-0.95182467,-0.92371726,"('unfair', 'fair')",-0.9518247,-0.9237173,0.0281074
30,-0.90316874,-0.9186631,"('intolerant', 'tolerant')",-0.9031687,-0.9186631,-0.0154944
31,-0.8394062,-0.80901074,"('evil', 'good')",-0.8394062,-0.8090107,0.0303955
32,0.13187543,-0.010417661,"('unkind', 'kind')",0.1318754,-0.0104177,-0.1422931
33,0.9459253,0.8925939,"('wrong', 'right')",0.9459253,0.8925939,-0.0533314
34,-0.14606123,-0.032075506,"('mean', 'honorable')",-0.1460612,-0.0320755,0.1139857
35,0.8976186,0.8172739,"('corrupt', 'incorrupt')",0.8976186,0.8172739,-0.0803447
36,-0.48862016,-0.561875,"('hostile', 'amicable')",-0.4886202,-0.561875,-0.0732548
37,-1.4514024,-1.4495473,"('fake', 'genuine')",-1.4514024,-1.4495473,0.0018551
38,-0.45266786,-0.52026576,"('untruthful', 'truthful')",-0.4526679,-0.5202658,-0.0675979
39,-0.61871827,-0.6605263,"('exploitative', 'cooperative')",-0.6187183,-0.6605263,-0.041808
40,-1.5590718,-1.4871893,"('stingy', 'generous')",-1.5590718,-1.4871893,0.0718825
41,-1.5345383,-1.5778894,"('unforgiving', 'forgiving')",-1.5345383,-1.5778894,-0.0433511
42,0.068612605,0.08229959,"('unreliable', 'reliable')",0.0686126,0.0822996,0.013687
43,-0.876183,-0.8880786,"('irresponsible', 'responsible')",-0.876183,-0.8880786,-0.0118956
44,0.45708844,0.45401737,"('prejudiced', 'unprejudiced')",0.4570884,0.4540174,-0.003071
45,-2.105906,-1.9896901,"('incompetent', 'competent')",-2.105906,-1.9896901,0.1162159
46,-2.0392587,-1.9820141,"('uncompetitive', 'competitive')",-2.0392587,-1.9820141,0.0572446
47,0.9089843,0.91395175,"('stupid', 'smart')",0.9089843,0.9139518,0.0049675
48,-1.4212644,-1.4361962,"('unintelligent', 'intelligent')",-1.4212644,-1.4361962,-0.0149318
49,-1.0916533,-1.0239282,"('unable', 'able')",-1.0916533,-1.0239282,0.0677251
50,0.92827564,0.8341428,"('clumsy', 'skillful')",0.9282756,0.8341428,-0.0941328
51,-0.9055414,-0.94667643,"('uneducated', 'educated')",-0.9055414,-0.9466764,-0.041135
52,-0.76674443,-0.95330274,"('irrational', 'rational')",-0.7667444,-0.9533027,-0.1865583
53,-0.76677877,-0.8753601,"('uncreative', 'creative')",-0.7667788,-0.8753601,-0.1085813
54,0.6133237,0.42886567,"('incapable', 'capable')",0.6133237,0.4288657,-0.184458
55,-1.7311289,-1.6523685,"('incompetent', 'clever')",-1.7311289,-1.6523685,0.0787604
56,0.2166822,0.24112949,"('impractical', 'practical')",0.2166822,0.2411295,0.0244473
57,-0.9785335,-0.9317448,"('unimaginative', 'imaginative')",-0.9785335,-0.9317448,0.0467887
58,0.040325113,0.035902698,"('undiscriminating', 'discriminating')",0.0403251,0.0359027,-0.0044224
59,0.5566958,0.4762269,"('foolish', 'wise')",0.5566958,0.4762269,-0.0804689
60,-0.5430683,-0.40224707,"('inefficient', 'efficient')",-0.5430683,-0.4022471,0.1408212
61,-1.193099,-1.296909,"('illogical', 'logical')",-1.193099,-1.296909,-0.10381
62,-1.061547,-0.9928445,"('incompetent', 'brilliant')",-1.061547,-0.9928445,0.0687025
63,-1.4385946,-1.4456978,"('unperceptive', 'insightful')",-1.4385946,-1.4456978,-0.0071032
64,-1.0460951,-0.97151786,"('shy', 'confident')",-1.0460951,-0.9715179,0.0745772
65,-0.9701343,-0.9855706,"('insecure', 'secure')",-0.9701343,-0.9855706,-0.0154363
66,-0.048902065,-0.10313911,"('inactive', 'active')",-0.0489021,-0.1031391,-0.054237
67,1.0093166,0.95146316,"('doubtful', 'determined')",1.0093166,0.9514632,-0.0578534
68,-0.8159099,-0.8014001,"('dependent', 'independent')",-0.8159099,-0.8014001,0.0145098
69,1.2673908,1.2991071,"('lazy', 'industrious')",1.2673908,1.2991071,0.0317163
70,-0.55214494,-0.48209786,"('lethargic', 'energetic')",-0.5521449,-0.4820979,0.070047
71,0.426234,0.48588604,"('diffident', 'self-confident')",0.426234,0.485886,0.059652
72,-0.39619303,-0.4244412,"('unambitious', 'ambitious')",-0.396193,-0.4244412,-0.0282482
73,0.14484592,0.13613433,"('helpless', 'self-reliant')",0.1448459,0.1361343,-0.0087116
74,-0.15566853,-0.16322525,"('undedicated', 'dedicated')",-0.1556685,-0.1632252,-0.0075567
75,0.46630886,0.4767691,"('meek', 'impulsive')",0.4663089,0.4767691,0.0104602
76,-0.15960667,-0.13744137,"('anxious', 'daring')",-0.1596067,-0.1374414,0.0221653
77,-0.23916827,-0.0990075,"('unmotivated', 'motivated')",-0.2391683,-0.0990075,0.1401608
78,-0.19093922,-0.164573,"('nonresilient', 'resilient')",-0.1909392,-0.164573,0.0263662
79,0.50756377,0.43938968,"('wavering', 'unwavering')",0.5075638,0.4393897,-0.0681741
80,-0.8597668,-0.7993522,"('dominated', 'dominating')",-0.8597668,-0.7993522,0.0604146
81,0.70981574,0.77942485,"('submissive', 'aggressive')",0.7098157,0.7794248,0.0696091
82,-0.34697747,-0.4171486,"('poor', 'rich')",-0.3469775,-0.4171486,-0.0701711
83,-0.5191245,-0.53019494,"('powerless', 'powerful')",-0.5191245,-0.5301949,-0.0110704
84,0.37903875,0.3964766,"('inferior', 'superior')",0.3790388,0.3964766,0.0174378
85,0.44423667,0.27346197,"('insignificant', 'prestigious')",0.4442367,0.273462,-0.1707747
86,-1.4567689,-1.4753759,"('uninfluential', 'influential')",-1.4567689,-1.4753759,-0.018607
87,-0.4440045,-0.51781636,"('unsuccessful', 'successful')",-0.4440045,-0.5178164,-0.0738119
88,0.13848883,0.052479535,"('low', 'eminent')",0.1384888,0.0524795,-0.0860093
