,timetable_male,timetable_female,tuple,average_male,average_female,female-male
0,0.58344185,0.5500433,"('unsociable', 'sociable')",0.5834419,0.5500433,-0.0333986
1,0.6750031,0.7601573,"('unfriendly', 'friendly')",0.6750031,0.7601573,0.0851542
2,0.3539874,0.51469976,"('unlikable', 'likable')",0.3539874,0.5146998,0.1607124
3,0.9731765,1.0646935,"('repellent', 'pleasant')",0.9731765,1.0646935,0.091517
4,-7.402274,-7.2959046,"('disliked', 'liked')",-7.4022741,-7.2959046,0.1063695
5,-1.0663593,-0.8373462,"('distant', 'outgoing')",-1.0663593,-0.8373462,0.2290131
6,-0.6820639,-0.5296383,"('distant', 'open')",-0.6820639,-0.5296383,0.1524256
7,1.7415401,1.6941447,"('insensitive', 'sensitive')",1.7415401,1.6941447,-0.0473954
8,0.5722179,0.55495685,"('unaffectionate', 'affectionate')",0.5722179,0.5549569,-0.017261
9,1.007213,1.0338627,"('unaffectionate', 'caring')",1.007213,1.0338627,0.0266497
10,2.0649915,1.8563033,"('unsympathetic', 'sympathetic')",2.0649915,1.8563033,-0.2086882
11,2.2000437,2.1671138,"('unhelpful', 'helpful')",2.2000437,2.1671138,-0.0329299
12,-1.1001415,-0.9978759,"('unsupportive', 'supportive')",-1.1001415,-0.9978759,0.1022656
13,0.51936615,0.45880172,"('impolite', 'polite')",0.5193661,0.4588017,-0.0605644
14,0.36117816,0.38787308,"('antisocial', 'social')",0.3611782,0.3878731,0.0266949
15,-0.0024587903,0.025952443,"('boring', 'funny')",-0.0024588,0.0259524,0.0284112
16,-1.0021094,-0.77861273,"('unpopular', 'popular')",-1.0021094,-0.7786127,0.2234967
17,-0.20549038,-0.23866189,"('nasty', 'nice')",-0.2054904,-0.2386619,-0.0331715
18,-0.6683346,-0.6133117,"('disagreeable', 'welcoming')",-0.6683346,-0.6133117,0.0550229
19,-0.7915547,-0.666812,"('inhospitable', 'hospitable')",-0.7915547,-0.666812,0.1247427
20,0.7918272,0.6635261,"('rough', 'thoughtful')",0.7918272,0.6635261,-0.1283011
