,kettledrum_male,kettledrum_female,tuple,average_male,average_female,female-male
0,0.111563,0.09659469,"('unsociable', 'sociable')",0.111563,0.0965947,-0.0149683
1,0.19697745,0.20961392,"('unfriendly', 'friendly')",0.1969775,0.2096139,0.0126364
2,-0.43337366,-0.37522942,"('unlikable', 'likable')",-0.4333737,-0.3752294,0.0581443
3,-0.14902006,-0.062828794,"('repellent', 'pleasant')",-0.1490201,-0.0628288,0.0861913
4,-3.2694623,-3.1465898,"('disliked', 'liked')",-3.2694623,-3.1465898,0.1228725
5,-0.9370283,-0.85335445,"('distant', 'outgoing')",-0.9370283,-0.8533545,0.0836738
6,-0.82924604,-0.79762703,"('distant', 'open')",-0.829246,-0.797627,0.031619
7,0.7230921,0.7216659,"('insensitive', 'sensitive')",0.7230921,0.7216659,-0.0014262
8,0.21595067,0.17821753,"('unaffectionate', 'affectionate')",0.2159507,0.1782175,-0.0377332
9,0.5092081,0.49948266,"('unaffectionate', 'caring')",0.5092081,0.4994827,-0.0097254
10,0.050578043,0.018201865,"('unsympathetic', 'sympathetic')",0.050578,0.0182019,-0.0323761
11,0.83010346,0.7975233,"('unhelpful', 'helpful')",0.8301035,0.7975233,-0.0325802
12,-0.5040211,-0.42522866,"('unsupportive', 'supportive')",-0.5040211,-0.4252287,0.0787924
13,0.2507477,0.17260695,"('impolite', 'polite')",0.2507477,0.1726069,-0.0781408
14,0.2812788,0.29236132,"('antisocial', 'social')",0.2812788,0.2923613,0.0110825
15,0.5861794,0.5083401,"('boring', 'funny')",0.5861794,0.5083401,-0.0778393
16,-0.67066467,-0.673574,"('unpopular', 'popular')",-0.6706647,-0.673574,-0.0029093
17,-0.7756648,-0.7464082,"('nasty', 'nice')",-0.7756648,-0.7464082,0.0292566
18,-0.6771585,-0.65489304,"('disagreeable', 'welcoming')",-0.6771585,-0.654893,0.0222655
19,-0.4694621,-0.39563248,"('inhospitable', 'hospitable')",-0.4694621,-0.3956325,0.0738296
20,0.2602232,0.29523474,"('rough', 'thoughtful')",0.2602232,0.2952347,0.0350115
21,-0.45086616,-0.4634786,"('immoral', 'moral')",-0.4508662,-0.4634786,-0.0126124
22,0.51381356,0.525489,"('untrustworthy', 'trustworthy')",0.5138136,0.525489,0.0116754
23,3.0522149,2.9212148,"('insincere', 'sincere')",3.0522149,2.9212148,-0.1310001
24,0.979295,0.8744772,"('dishonest', 'honest')",0.979295,0.8744772,-0.1048178
25,0.11327754,0.095235616,"('egoistic', 'altruistic')",0.1132775,0.0952356,-0.0180419
26,0.8293631,0.75905263,"('hardhearted', 'benevolent')",0.8293631,0.7590526,-0.0703105
27,0.5409512,0.37257263,"('hardhearted', 'softhearted')",0.5409512,0.3725726,-0.1683786
28,0.9900082,0.9279579,"('disloyal', 'loyal')",0.9900082,0.9279579,-0.0620503
29,-0.18484582,-0.19933046,"('unfair', 'fair')",-0.1848458,-0.1993305,-0.0144847
30,0.2114843,0.25627548,"('intolerant', 'tolerant')",0.2114843,0.2562755,0.0447912
31,-0.7882058,-0.6457652,"('evil', 'good')",-0.7882058,-0.6457652,0.1424406
32,0.6434107,0.47814757,"('unkind', 'kind')",0.6434107,0.4781476,-0.1652631
33,-0.13812917,-0.11260436,"('wrong', 'right')",-0.1381292,-0.1126044,0.0255248
34,1.7857329,1.8782176,"('mean', 'honorable')",1.7857329,1.8782176,0.0924847
35,-0.07241215,-0.1720107,"('corrupt', 'incorrupt')",-0.0724121,-0.1720107,-0.0995986
36,-0.70710784,-0.64073706,"('hostile', 'amicable')",-0.7071078,-0.6407371,0.0663707
37,0.64042026,0.54938024,"('fake', 'genuine')",0.6404203,0.5493802,-0.0910401
38,-0.082428016,-0.10595411,"('untruthful', 'truthful')",-0.082428,-0.1059541,-0.0235261
39,0.6691995,0.6249747,"('exploitative', 'cooperative')",0.6691995,0.6249747,-0.0442248
40,-0.8523256,-0.7776288,"('stingy', 'generous')",-0.8523256,-0.7776288,0.0746968
41,0.42914402,0.47140646,"('unforgiving', 'forgiving')",0.429144,0.4714065,0.0422625
42,-1.4714861,-1.3819364,"('unreliable', 'reliable')",-1.4714861,-1.3819364,0.0895497
43,0.34734696,0.31445622,"('irresponsible', 'responsible')",0.347347,0.3144562,-0.0328908
44,-1.3241999,-1.317422,"('prejudiced', 'unprejudiced')",-1.3241999,-1.317422,0.0067779
45,0.6726798,0.7068209,"('incompetent', 'competent')",0.6726798,0.7068209,0.0341411
46,-0.5315051,-0.51038295,"('uncompetitive', 'competitive')",-0.5315051,-0.510383,0.0211221
47,2.3742328,2.3429096,"('stupid', 'smart')",2.3742328,2.3429096,-0.0313232
48,-0.175214,-0.09566674,"('unintelligent', 'intelligent')",-0.175214,-0.0956667,0.0795473
49,-0.244554,-0.15877569,"('unable', 'able')",-0.244554,-0.1587757,0.0857783
50,-0.6692846,-0.74305886,"('clumsy', 'skillful')",-0.6692846,-0.7430589,-0.0737743
51,-0.76405525,-0.7823228,"('uneducated', 'educated')",-0.7640553,-0.7823228,-0.0182675
52,-0.8154682,-0.896883,"('irrational', 'rational')",-0.8154682,-0.896883,-0.0814148
53,-0.072390735,-0.08662809,"('uncreative', 'creative')",-0.0723907,-0.0866281,-0.0142374
54,0.37080297,0.2941071,"('incapable', 'capable')",0.370803,0.2941071,-0.0766959
55,0.9782486,1.0337591,"('incompetent', 'clever')",0.9782486,1.0337591,0.0555105
