,constellation_male,constellation_female,tuple,average_male,average_female,female-male
0,-0.33453688,-0.28288168,"('unsociable', 'sociable')",-0.3345369,-0.2828817,0.0516552
1,1.1293418,0.9540815,"('unfriendly', 'friendly')",1.1293418,0.9540815,-0.1752603
2,0.016366947,0.03661694,"('unlikable', 'likable')",0.0163669,0.0366169,0.02025
3,0.4887532,0.58994544,"('repellent', 'pleasant')",0.4887532,0.5899454,0.1011922
4,-7.331034,-7.4940166,"('disliked', 'liked')",-7.3310342,-7.4940166,-0.1629824
5,-0.40967518,-0.5537836,"('distant', 'outgoing')",-0.4096752,-0.5537836,-0.1441084
6,0.032976076,-0.18375315,"('distant', 'open')",0.0329761,-0.1837531,-0.2167292
7,0.5102555,0.60460645,"('insensitive', 'sensitive')",0.5102555,0.6046064,0.0943509
8,1.1448216,0.93148315,"('unaffectionate', 'affectionate')",1.1448216,0.9314831,-0.2133385
9,1.3263859,1.2375939,"('unaffectionate', 'caring')",1.3263859,1.2375939,-0.088792
10,0.7948557,0.93664384,"('unsympathetic', 'sympathetic')",0.7948557,0.9366438,0.1417881
11,1.2917881,1.346644,"('unhelpful', 'helpful')",1.2917881,1.346644,0.0548559
12,-1.8054321,-1.8336289,"('unsupportive', 'supportive')",-1.8054321,-1.8336289,-0.0281968
13,-0.5140294,-0.3793473,"('impolite', 'polite')",-0.5140294,-0.3793473,0.1346821
14,0.10868528,0.20128967,"('antisocial', 'social')",0.1086853,0.2012897,0.0926044
15,-0.041200977,-0.18125188,"('boring', 'funny')",-0.041201,-0.1812519,-0.1400509
16,-0.60062367,-0.65830886,"('unpopular', 'popular')",-0.6006237,-0.6583089,-0.0576852
17,-0.25095403,-0.23769277,"('nasty', 'nice')",-0.250954,-0.2376928,0.0132612
18,-0.107533514,-0.21444124,"('disagreeable', 'welcoming')",-0.1075335,-0.2144412,-0.1069077
19,-0.60125816,-0.7153076,"('inhospitable', 'hospitable')",-0.6012582,-0.7153076,-0.1140494
20,1.0227891,0.9536462,"('rough', 'thoughtful')",1.0227891,0.9536462,-0.0691429
21,-0.5439416,-0.381714,"('immoral', 'moral')",-0.5439416,-0.381714,0.1622276
22,-0.48680827,-0.42947727,"('untrustworthy', 'trustworthy')",-0.4868083,-0.4294773,0.057331
23,6.140503,6.1881304,"('insincere', 'sincere')",6.1405029,6.1881304,0.0476275
24,1.3807719,1.2564476,"('dishonest', 'honest')",1.3807719,1.2564476,-0.1243243
25,0.88610315,0.72265303,"('egoistic', 'altruistic')",0.8861032,0.722653,-0.1634502
26,0.9358366,0.8192408,"('hardhearted', 'benevolent')",0.9358366,0.8192408,-0.1165958
