,ferry_male,ferry_female,tuple,average_male,average_female,female-male
0,0.5678582,0.69304335,"('unsociable', 'sociable')",0.5678582,0.6930434,0.1251852
1,1.1959809,1.2782183,"('unfriendly', 'friendly')",1.1959809,1.2782183,0.0822374
2,0.3668842,0.56019574,"('unlikable', 'likable')",0.3668842,0.5601957,0.1933115
3,0.5062281,0.49692258,"('repellent', 'pleasant')",0.5062281,0.4969226,-0.0093055
4,-7.2445035,-7.197061,"('disliked', 'liked')",-7.2445035,-7.1970611,0.0474424
5,-0.84604335,-0.9355114,"('distant', 'outgoing')",-0.8460433,-0.9355114,-0.0894681
6,-0.24633566,-0.34699753,"('distant', 'open')",-0.2463357,-0.3469975,-0.1006618
7,1.2603065,1.3628068,"('insensitive', 'sensitive')",1.2603065,1.3628068,0.1025003
8,1.2760278,1.1656814,"('unaffectionate', 'affectionate')",1.2760278,1.1656814,-0.1103464
9,1.7771521,1.8164485,"('unaffectionate', 'caring')",1.7771521,1.8164485,0.0392964
10,1.2343141,1.1092086,"('unsympathetic', 'sympathetic')",1.2343141,1.1092086,-0.1251055
11,2.0357141,2.2574298,"('unhelpful', 'helpful')",2.0357141,2.2574298,0.2217157
12,-1.1967127,-1.120195,"('unsupportive', 'supportive')",-1.1967127,-1.120195,0.0765177
13,0.128432,0.25776574,"('impolite', 'polite')",0.128432,0.2577657,0.1293337
14,0.39482304,0.57657963,"('antisocial', 'social')",0.394823,0.5765796,0.1817566
15,0.4218192,0.40098867,"('boring', 'funny')",0.4218192,0.4009887,-0.0208305
16,-0.7351696,-0.48343182,"('unpopular', 'popular')",-0.7351696,-0.4834318,0.2517378
17,-0.013967011,0.012886878,"('nasty', 'nice')",-0.013967,0.0128869,0.0268539
18,-1.001788,-0.9645881,"('disagreeable', 'welcoming')",-1.001788,-0.9645881,0.0371999
19,-1.0038756,-1.0643407,"('inhospitable', 'hospitable')",-1.0038756,-1.0643407,-0.0604651
20,0.293647,0.20899592,"('rough', 'thoughtful')",0.293647,0.2089959,-0.0846511
