,ferry_male,ferry_female,tuple,average_male,average_female,female-male
21,-0.08870055,-0.021534637,"('immoral', 'moral')",-0.0887005,-0.0215346,0.0671659
22,-0.008518694,-0.04292565,"('untrustworthy', 'trustworthy')",-0.0085187,-0.0429256,-0.0344069
23,6.048435,6.208576,"('insincere', 'sincere')",6.0484352,6.2085762,0.160141
24,1.7202098,1.5461253,"('dishonest', 'honest')",1.7202098,1.5461253,-0.1740845
25,0.32288584,0.40124324,"('egoistic', 'altruistic')",0.3228858,0.4012432,0.0783574
26,1.2221777,1.320182,"('hardhearted', 'benevolent')",1.2221777,1.320182,0.0980043
27,1.3717061,1.0876563,"('hardhearted', 'softhearted')",1.3717061,1.0876563,-0.2840498
28,0.9210595,1.0317235,"('disloyal', 'loyal')",0.9210595,1.0317235,0.110664
29,-0.007649973,-0.20085254,"('unfair', 'fair')",-0.00765,-0.2008525,-0.1932025
30,1.0143237,0.9986349,"('intolerant', 'tolerant')",1.0143237,0.9986349,-0.0156888
31,-1.6776251,-1.8124123,"('evil', 'good')",-1.6776251,-1.8124123,-0.1347872
32,1.2139632,1.2516271,"('unkind', 'kind')",1.2139632,1.2516271,0.0376639
33,-0.4670848,-0.26105958,"('wrong', 'right')",-0.4670848,-0.2610596,0.2060252
34,4.0126867,4.1740165,"('mean', 'honorable')",4.0126867,4.1740165,0.1613298
35,-1.3809155,-1.6626884,"('corrupt', 'incorrupt')",-1.3809155,-1.6626884,-0.2817729
36,-0.6938994,-0.7145376,"('hostile', 'amicable')",-0.6938994,-0.7145376,-0.0206382
37,0.5798659,0.40828696,"('fake', 'genuine')",0.5798659,0.408287,-0.1715789
38,-0.033459112,0.20255381,"('untruthful', 'truthful')",-0.0334591,0.2025538,0.2360129
39,0.0510112,0.16253418,"('exploitative', 'cooperative')",0.0510112,0.1625342,0.111523
40,-1.6916131,-1.8591777,"('stingy', 'generous')",-1.6916131,-1.8591777,-0.1675646
41,0.4773338,0.6630837,"('unforgiving', 'forgiving')",0.4773338,0.6630837,0.1857499
42,-1.9885178,-2.0719712,"('unreliable', 'reliable')",-1.9885178,-2.0719712,-0.0834534
43,1.5036701,1.5968057,"('irresponsible', 'responsible')",1.5036701,1.5968057,0.0931356
44,-1.1793875,-1.2778307,"('prejudiced', 'unprejudiced')",-1.1793875,-1.2778307,-0.0984432
45,0.4721452,0.59215283,"('incompetent', 'competent')",0.4721452,0.5921528,0.1200076
46,-0.47321156,-0.382595,"('uncompetitive', 'competitive')",-0.4732116,-0.382595,0.0906166
47,5.234091,5.3689566,"('stupid', 'smart')",5.2340908,5.3689566,0.1348658
48,0.7882563,0.8123836,"('unintelligent', 'intelligent')",0.7882563,0.8123836,0.0241273
49,-0.5007439,-0.41124144,"('unable', 'able')",-0.5007439,-0.4112414,0.0895025
50,-0.7616501,-0.72272193,"('clumsy', 'skillful')",-0.7616501,-0.7227219,0.0389282
51,0.02169922,-0.018098336,"('uneducated', 'educated')",0.0216992,-0.0180983,-0.0397975
52,-0.18853731,-0.2679562,"('irrational', 'rational')",-0.1885373,-0.2679562,-0.0794189
53,0.02020854,0.11835951,"('uncreative', 'creative')",0.0202085,0.1183595,0.098151
54,0.7558897,0.81593865,"('incapable', 'capable')",0.7558897,0.8159387,0.060049
55,0.9445396,1.0784192,"('incompetent', 'clever')",0.9445396,1.0784192,0.1338796
56,0.7355604,0.86156386,"('impractical', 'practical')",0.7355604,0.8615639,0.1260035
57,-2.4194367,-2.3758962,"('unimaginative', 'imaginative')",-2.4194367,-2.3758962,0.0435405
58,-0.4327447,-0.37386388,"('undiscriminating', 'discriminating')",-0.4327447,-0.3738639,0.0588808
59,-0.0541977,-0.046772625,"('foolish', 'wise')",-0.0541977,-0.0467726,0.0074251
60,0.48305443,0.7078894,"('inefficient', 'efficient')",0.4830544,0.7078894,0.224835
61,0.50070053,0.36655062,"('illogical', 'logical')",0.5007005,0.3665506,-0.1341499
62,0.9779041,1.1497934,"('incompetent', 'brilliant')",0.9779041,1.1497934,0.1718893
63,0.34341913,0.3951196,"('unperceptive', 'insightful')",0.3434191,0.3951196,0.0517005
64,-5.886579,-5.9367676,"('shy', 'confident')",-5.886579,-5.9367676,-0.0501886
65,0.81591344,0.7686077,"('insecure', 'secure')",0.8159134,0.7686077,-0.0473057
66,-0.07349691,-0.21981086,"('inactive', 'active')",-0.0734969,-0.2198109,-0.146314
67,-0.27853268,-0.05134181,"('doubtful', 'determined')",-0.2785327,-0.0513418,0.2271909
68,-1.2877197,-1.3329726,"('dependent', 'independent')",-1.2877197,-1.3329726,-0.0452529
69,-1.9496924,-1.9726375,"('lazy', 'industrious')",-1.9496924,-1.9726375,-0.0229451
70,1.2311283,1.09953,"('lethargic', 'energetic')",1.2311283,1.09953,-0.1315983
71,0.4731776,0.60506165,"('diffident', 'self-confident')",0.4731776,0.6050617,0.1318841
72,0.6259234,0.65672135,"('unambitious', 'ambitious')",0.6259234,0.6567214,0.030798
73,-3.2960672,-3.3522055,"('helpless', 'self-reliant')",-3.2960672,-3.3522055,-0.0561383
74,-0.02019699,0.0031650458,"('undedicated', 'dedicated')",-0.020197,0.003165,0.023362
75,-1.1089916,-1.0560707,"('meek', 'impulsive')",-1.1089916,-1.0560707,0.0529209
76,0.6293889,0.5003109,"('anxious', 'daring')",0.6293889,0.5003109,-0.129078
77,-1.2240995,-0.9208363,"('unmotivated', 'motivated')",-1.2240995,-0.9208363,0.3032632
78,-0.52814335,-0.49434566,"('nonresilient', 'resilient')",-0.5281433,-0.4943457,0.0337976
79,-0.4854081,-0.54525506,"('wavering', 'unwavering')",-0.4854081,-0.5452551,-0.059847
80,0.29474407,0.17990369,"('dominated', 'dominating')",0.2947441,0.1799037,-0.1148404
81,0.35102716,0.3915655,"('submissive', 'aggressive')",0.3510272,0.3915655,0.0405383
82,5.7251782,5.708109,"('poor', 'rich')",5.7251782,5.7081089,-0.0170693
83,-0.4684881,-0.3526692,"('powerless', 'powerful')",-0.4684881,-0.3526692,0.1158189
84,0.37125984,0.2702404,"('inferior', 'superior')",0.3712598,0.2702404,-0.1010194
85,-1.4542953,-1.3886819,"('insignificant', 'prestigious')",-1.4542953,-1.3886819,0.0656134
86,0.46432945,0.335883,"('uninfluential', 'influential')",0.4643295,0.335883,-0.1284465
87,-0.036382034,0.10113615,"('unsuccessful', 'successful')",-0.036382,0.1011361,0.1375181
88,-0.4144682,-0.37043747,"('low', 'eminent')",-0.4144682,-0.3704375,0.0440307
