,sidestream_male,sidestream_female,tuple,average_male,average_female,female-male
0,-0.20284261,-0.29346472,"('unsociable', 'sociable')",-0.2028426,-0.2934647,-0.0906221
1,0.14900263,0.24053264,"('unfriendly', 'friendly')",0.1490026,0.2405326,0.09153
2,0.020890927,0.14433247,"('unlikable', 'likable')",0.0208909,0.1443325,0.1234416
3,-0.13006325,0.043157734,"('repellent', 'pleasant')",-0.1300633,0.0431577,0.173221
4,-4.683258,-4.8608656,"('disliked', 'liked')",-4.6832581,-4.8608656,-0.1776075
5,-1.1449218,-0.90103316,"('distant', 'outgoing')",-1.1449218,-0.9010332,0.2438886
6,-0.8012775,-0.45391387,"('distant', 'open')",-0.8012775,-0.4539139,0.3473636
7,0.45428243,0.54446834,"('insensitive', 'sensitive')",0.4542824,0.5444683,0.0901859
8,0.24872804,0.28958112,"('unaffectionate', 'affectionate')",0.248728,0.2895811,0.0408531
9,0.3381456,0.52855504,"('unaffectionate', 'caring')",0.3381456,0.528555,0.1904094
10,-0.14626472,0.0060956385,"('unsympathetic', 'sympathetic')",-0.1462647,0.0060956,0.1523603
11,1.4761974,1.6322236,"('unhelpful', 'helpful')",1.4761974,1.6322236,0.1560262
12,-1.1031668,-0.8924287,"('unsupportive', 'supportive')",-1.1031668,-0.8924287,0.2107381
13,-0.028057724,-0.06873023,"('impolite', 'polite')",-0.0280577,-0.0687302,-0.0406725
14,0.35171917,0.19071978,"('antisocial', 'social')",0.3517192,0.1907198,-0.1609994
15,0.3946704,0.31476808,"('boring', 'funny')",0.3946704,0.3147681,-0.0799023
16,-0.8600565,-0.842888,"('unpopular', 'popular')",-0.8600565,-0.842888,0.0171685
17,-0.2610754,-0.18757963,"('nasty', 'nice')",-0.2610754,-0.1875796,0.0734958
18,-0.74289745,-0.597309,"('disagreeable', 'welcoming')",-0.7428975,-0.597309,0.1455885
19,-0.9906897,-0.7404673,"('inhospitable', 'hospitable')",-0.9906897,-0.7404673,0.2502224
20,0.41713575,0.38794956,"('rough', 'thoughtful')",0.4171357,0.3879496,-0.0291861
21,-0.0583808,0.09496002,"('immoral', 'moral')",-0.0583808,0.09496,0.1533408
22,0.18656608,0.18003248,"('untrustworthy', 'trustworthy')",0.1865661,0.1800325,-0.0065336
23,3.4968188,3.7502477,"('insincere', 'sincere')",3.4968188,3.7502477,0.2534289
24,0.9132941,1.0449195,"('dishonest', 'honest')",0.9132941,1.0449195,0.1316254
25,0.1958722,0.16041566,"('egoistic', 'altruistic')",0.1958722,0.1604157,-0.0354565
