,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,2.4717293,2.3345053,"('unsociable', 'sociable')",0.26326752,0.1226362,1.3674984,1.2285707,-0.1389277
1,-0.6230743,-0.65933055,"('unfriendly', 'friendly')",1.1803312,1.127048,0.2786285,0.2338587,-0.0447698
2,0.4182694,0.49793628,"('unlikable', 'likable')",0.16744955,0.08885964,0.2928595,0.293398,0.0005385
3,1.3251323,1.5972745,"('repellent', 'pleasant')",0.64183193,0.8411614,0.9834821,1.219218,0.2357359
4,-2.0835757,-2.1767395,"('disliked', 'liked')",-7.6233087,-7.929971,-4.8534422,-5.0533552,-0.199913
5,-1.9676518,-2.023786,"('distant', 'outgoing')",-0.45539555,-0.38984028,-1.2115237,-1.2068132,0.0047105
6,-2.1651845,-2.1268022,"('distant', 'open')",-0.37891775,-0.26953855,-1.2720511,-1.1981704,0.0738807
7,2.0842545,2.1508906,"('insensitive', 'sensitive')",0.64111686,0.748809,1.3626857,1.4498498,0.0871641
8,-0.47521767,-0.55198264,"('unaffectionate', 'affectionate')",1.121677,1.0781006,0.3232297,0.263059,-0.0601707
9,0.37939388,0.4696855,"('unaffectionate', 'caring')",1.4461311,1.5278625,0.9127625,0.9987741,0.0860116
10,2.3010316,2.3786116,"('unsympathetic', 'sympathetic')",-0.06938269,-0.07912982,1.1158245,1.1497408,0.0339163
11,0.69033337,0.7608261,"('unhelpful', 'helpful')",1.8531382,2.004265,1.2717358,1.3825456,0.1108098
12,1.0356987,1.1289909,"('unsupportive', 'supportive')",-1.9156003,-1.9172364,-0.4399508,-0.3941228,0.045828
13,2.0181205,1.957504,"('impolite', 'polite')",-0.92054754,-0.8376902,0.5487865,0.559907,0.0111205
14,3.6892574,3.6043897,"('antisocial', 'social')",0.18034863,-0.029869376,1.934803,1.7872602,-0.1475428
15,-0.2342946,-0.44139484,"('boring', 'funny')",-0.16200623,-0.25557628,-0.1981504,-0.3484856,-0.1503352
16,-1.9485087,-1.9045048,"('unpopular', 'popular')",-0.13807492,-0.09924019,-1.0432918,-1.0018725,0.0414193
17,-1.0833546,-1.1506547,"('nasty', 'nice')",-0.4207652,-0.44399157,-0.7520599,-0.7973231,-0.0452632
18,-0.41588545,-0.23963708,"('disagreeable', 'welcoming')",-0.5104042,-0.39357805,-0.4631448,-0.3166076,0.1465372
19,-1.3866005,-1.4677377,"('inhospitable', 'hospitable')",-0.43724996,-0.44007495,-0.9119252,-0.9539063,-0.0419811
20,-0.2909343,-0.11597192,"('rough', 'thoughtful')",0.4411695,0.4559869,0.0751176,0.1700075,0.0948899
21,1.9990155,2.2340453,"('immoral', 'moral')",-0.50157166,-0.35251898,0.7487219,0.9407631,0.1920412
22,0.42815834,0.42677072,"('untrustworthy', 'trustworthy')",-0.6968603,-0.7314225,-0.134351,-0.1523259,-0.0179749
23,1.3985732,1.492351,"('insincere', 'sincere')",6.1745734,6.5294757,3.7865734,4.0109134,0.22434
24,0.70894766,0.8227329,"('dishonest', 'honest')",0.56724745,0.6798806,0.6380975,0.7513068,0.1132093
25,-0.23978196,-0.0740681,"('egoistic', 'altruistic')",1.1563634,1.170622,0.4582907,0.548277,0.0899863
26,0.78311884,0.46072733,"('hardhearted', 'benevolent')",1.8289585,1.4586103,1.3060386,0.9596688,-0.3463698
27,0.027532816,0.26305687,"('hardhearted', 'softhearted')",1.2148303,1.2418398,0.6211815,0.7524483,0.1312668
28,1.0426149,0.87513953,"('disloyal', 'loyal')",1.6068292,1.5163102,1.3247221,1.1957248,-0.1289973
