,mosaic_male,mosaic_female,tuple,company_male,company_female,average_male,average_female,female-male
0,0.7622409,0.7097586,"('unsociable', 'sociable')",0.5826336,0.5472022,0.6724373,0.6284804,-0.0439569
1,1.0118549,1.0682044,"('unfriendly', 'friendly')",0.89947945,0.8068748,0.9556671,0.9375396,-0.0181275
2,0.7497915,0.72841865,"('unlikable', 'likable')",0.72025853,0.7691332,0.735025,0.748776,0.013751
3,-0.6590754,-0.59509814,"('repellent', 'pleasant')",0.80819166,0.80827695,0.0745581,0.1065894,0.0320313
4,-1.181443,-1.2561263,"('disliked', 'liked')",-7.188326,-7.1224613,-4.1848845,-4.1892939,-0.0044094
5,-0.016500525,-0.01417172,"('distant', 'outgoing')",-1.9235301,-1.9531561,-0.9700153,-0.9836639,-0.0136486
6,0.2462238,0.2853346,"('distant', 'open')",-1.8058552,-1.8736907,-0.7798157,-0.7941781,-0.0143624
7,0.88855755,0.9784312,"('insensitive', 'sensitive')",0.934585,1.022452,0.9115713,1.0004416,0.0888703
8,0.762812,0.77058303,"('unaffectionate', 'affectionate')",0.26038006,0.19474517,0.511596,0.4826641,-0.0289319
9,1.36978,1.388283,"('unaffectionate', 'caring')",0.8424084,0.8137605,1.1060941,1.1010218,-0.0050723
10,0.09014237,0.19389983,"('unsympathetic', 'sympathetic')",0.8556351,0.9021608,0.4728887,0.5480303,0.0751416
11,-0.09835966,-0.05777944,"('unhelpful', 'helpful')",3.0064237,3.0313804,1.4540321,1.4868004,0.0327683
12,1.3738952,1.4943507,"('unsupportive', 'supportive')",-1.2567481,-1.0744541,0.0585735,0.2099483,0.1513748
13,0.4413297,0.41490132,"('impolite', 'polite')",0.48549324,0.5323088,0.4634115,0.4736051,0.0101936
14,1.4234283,1.3995538,"('antisocial', 'social')",0.9080962,0.88478094,1.1657622,1.1421673,-0.0235949
15,0.98184395,0.8651918,"('boring', 'funny')",0.19152011,0.12652624,0.586682,0.495859,-0.090823
16,-1.5159131,-1.52547,"('unpopular', 'popular')",-0.28572732,-0.37726736,-0.9008203,-0.9513687,-0.0505484
17,-0.5313074,-0.5092991,"('nasty', 'nice')",-0.57121,-0.55666643,-0.5512587,-0.5329828,0.0182759
18,0.29469866,0.35615602,"('disagreeable', 'welcoming')",-0.6243297,-0.6970143,-0.1648155,-0.1704291,-0.0056136
19,-0.9544831,-0.91131335,"('inhospitable', 'hospitable')",-0.72082233,-0.6859429,-0.8376527,-0.7986281,0.0390246
20,0.058211014,0.10112208,"('rough', 'thoughtful')",0.6990393,0.6563357,0.3786252,0.3787289,0.0001037
21,0.7367827,0.7423253,"('immoral', 'moral')",1.1679139,1.2365468,0.9523484,0.989436,0.0370876
22,0.1311982,0.12622131,"('untrustworthy', 'trustworthy')",0.3109646,0.34208852,0.2210814,0.2341549,0.0130735
23,1.438524,1.4471995,"('insincere', 'sincere')",6.8814764,6.6958346,4.1600003,4.071517,-0.0884833
24,0.8788578,0.8629357,"('dishonest', 'honest')",1.6201386,1.5573008,1.2494982,1.2101183,-0.0393799
25,0.82439756,0.7934949,"('egoistic', 'altruistic')",0.6516781,0.5798297,0.7380378,0.6866623,-0.0513755
26,1.5108265,1.4538745,"('hardhearted', 'benevolent')",1.07723,1.1009072,1.2940283,1.2773908,-0.0166375
27,0.62782556,0.60036933,"('hardhearted', 'softhearted')",0.84657663,0.73398626,0.7372011,0.6671778,-0.0700233
28,1.1489059,1.0929916,"('disloyal', 'loyal')",1.6122339,1.5232509,1.3805699,1.3081212,-0.0724487
29,-0.97886986,-0.97332484,"('unfair', 'fair')",-1.0215533,-1.0757468,-1.0002116,-1.0245358,-0.0243242
30,1.896162,1.8901232,"('intolerant', 'tolerant')",1.4069362,1.3864855,1.6515491,1.6383044,-0.0132447
31,-1.3476256,-1.2438622,"('evil', 'good')",-2.2904465,-2.2773077,-1.819036,-1.760585,0.058451
32,0.66242844,0.5869467,"('unkind', 'kind')",1.8373057,1.7636364,1.2498671,1.1752915,-0.0745756
33,0.36946627,0.3530502,"('wrong', 'right')",-0.6752154,-0.8022622,-0.1528746,-0.224606,-0.0717314
34,0.42078242,0.505421,"('mean', 'honorable')",5.2157373,5.212619,2.81826,2.85902,0.04076
35,-1.39639,-1.4581277,"('corrupt', 'incorrupt')",-1.4256881,-1.5742043,-1.4110391,-1.516166,-0.1051269
36,-0.88174826,-0.9021093,"('hostile', 'amicable')",-1.3037221,-1.4805931,-1.0927352,-1.1913512,-0.098616
37,-0.2441,-0.14922188,"('fake', 'genuine')",0.53630286,0.53795934,0.1461014,0.1943687,0.0482673
38,0.53611475,0.55613124,"('untruthful', 'truthful')",0.32709634,0.3439862,0.4316055,0.4500587,0.0184532
39,2.0145514,2.0087192,"('exploitative', 'cooperative')",0.5321331,0.6144983,1.2733423,1.3116088,0.0382665
40,0.76305467,0.7939933,"('stingy', 'generous')",-2.1587586,-2.12201,-0.697852,-0.6640084,0.0338436
41,0.4044352,0.44746304,"('unforgiving', 'forgiving')",0.8033353,0.77786523,0.6038852,0.6126641,0.0087789
42,0.7268274,0.7637032,"('unreliable', 'reliable')",-2.9120138,-2.8558412,-1.0925932,-1.0460689,0.0465243
43,0.7587993,0.7933823,"('irresponsible', 'responsible')",1.380776,1.4360868,1.0697877,1.1147345,0.0449468
