,probation_male,probation_female,tuple,average_male,average_female,female-male
0,-0.23418903,-0.3353529,"('unsociable', 'sociable')",-0.234189,-0.3353529,-0.1011639
1,1.8982774,1.9206982,"('unfriendly', 'friendly')",1.8982774,1.9206982,0.0224208
2,0.1476418,0.18478574,"('unlikable', 'likable')",0.1476418,0.1847857,0.0371439
3,0.31286955,0.35278222,"('repellent', 'pleasant')",0.3128695,0.3527822,0.0399127
4,-7.7089443,-7.763686,"('disliked', 'liked')",-7.7089443,-7.7636862,-0.0547419
5,0.017675154,0.011315554,"('distant', 'outgoing')",0.0176752,0.0113156,-0.0063596
6,0.57015073,0.55108494,"('distant', 'open')",0.5701507,0.5510849,-0.0190658
7,0.6878223,0.6811324,"('insensitive', 'sensitive')",0.6878223,0.6811324,-0.0066899
8,1.6327492,1.5749791,"('unaffectionate', 'affectionate')",1.6327492,1.5749791,-0.0577701
9,2.0958488,2.1024187,"('unaffectionate', 'caring')",2.0958488,2.1024187,0.0065699
10,0.36424384,0.330636,"('unsympathetic', 'sympathetic')",0.3642438,0.330636,-0.0336078
11,1.4392939,1.427109,"('unhelpful', 'helpful')",1.4392939,1.427109,-0.0121849
12,-1.857604,-1.8900911,"('unsupportive', 'supportive')",-1.857604,-1.8900911,-0.0324871
13,-0.61451185,-0.71215945,"('impolite', 'polite')",-0.6145118,-0.7121595,-0.0976477
14,-0.35440445,-0.41193068,"('antisocial', 'social')",-0.3544044,-0.4119307,-0.0575263
15,0.081039235,0.016851952,"('boring', 'funny')",0.0810392,0.016852,-0.0641872
16,-0.45000276,-0.41737568,"('unpopular', 'popular')",-0.4500028,-0.4173757,0.0326271
17,-0.2048449,-0.17793837,"('nasty', 'nice')",-0.2048449,-0.1779384,0.0269065
18,-0.64124995,-0.7223055,"('disagreeable', 'welcoming')",-0.64125,-0.7223055,-0.0810555
19,-0.13429275,-0.13763188,"('inhospitable', 'hospitable')",-0.1342928,-0.1376319,-0.0033391
20,0.926197,0.8306289,"('rough', 'thoughtful')",0.926197,0.8306289,-0.0955681
21,-0.743214,-0.71688014,"('immoral', 'moral')",-0.743214,-0.7168801,0.0263339
22,-1.0737102,-1.0808312,"('untrustworthy', 'trustworthy')",-1.0737102,-1.0808312,-0.007121
23,7.087238,7.0884705,"('insincere', 'sincere')",7.0872378,7.0884705,0.0012327
24,1.3880203,1.2798501,"('dishonest', 'honest')",1.3880203,1.2798501,-0.1081702
25,1.083898,1.0627674,"('egoistic', 'altruistic')",1.0838979,1.0627674,-0.0211305
26,1.3371018,1.3352135,"('hardhearted', 'benevolent')",1.3371018,1.3352135,-0.0018883
27,1.9101048,1.7399282,"('hardhearted', 'softhearted')",1.9101048,1.7399282,-0.1701766
28,1.4487828,1.4051481,"('disloyal', 'loyal')",1.4487828,1.4051481,-0.0436347
29,-0.7282456,-0.83031255,"('unfair', 'fair')",-0.7282456,-0.8303126,-0.102067
30,0.7991082,0.7419581,"('intolerant', 'tolerant')",0.7991082,0.7419581,-0.0571501
31,-1.2567263,-1.1910131,"('evil', 'good')",-1.2567263,-1.1910131,0.0657132
32,1.1423169,1.0769289,"('unkind', 'kind')",1.1423169,1.0769289,-0.065388
33,-0.1201608,-0.17403995,"('wrong', 'right')",-0.1201608,-0.1740399,-0.0538791
34,5.5893807,5.7104883,"('mean', 'honorable')",5.5893807,5.7104883,0.1211076
35,-0.20223148,-0.33049956,"('corrupt', 'incorrupt')",-0.2022315,-0.3304996,-0.1282681
