,cloister_male,cloister_female,tuple,average_male,average_female,female-male
0,0.65889597,0.6184695,"('unsociable', 'sociable')",0.658896,0.6184695,-0.0404265
1,-0.92489314,-1.1229162,"('unfriendly', 'friendly')",-0.9248931,-1.1229162,-0.1980231
2,-0.5328351,-0.54179865,"('unlikable', 'likable')",-0.5328351,-0.5417987,-0.0089636
3,-0.93350154,-0.69591844,"('repellent', 'pleasant')",-0.9335015,-0.6959184,0.2375831
4,-1.3287117,-1.253961,"('disliked', 'liked')",-1.3287117,-1.253961,0.0747507
5,0.0832486,-0.11209473,"('distant', 'outgoing')",0.0832486,-0.1120947,-0.1953433
6,-0.30494964,-0.5755825,"('distant', 'open')",-0.3049496,-0.5755825,-0.2706329
7,-0.3968062,-0.2882072,"('insensitive', 'sensitive')",-0.3968062,-0.2882072,0.108599
8,-0.5351609,-0.72502,"('unaffectionate', 'affectionate')",-0.5351609,-0.72502,-0.1898591
9,-0.8126607,-0.9707285,"('unaffectionate', 'caring')",-0.8126607,-0.9707285,-0.1580678
10,-0.9009915,-0.9960671,"('unsympathetic', 'sympathetic')",-0.9009915,-0.9960671,-0.0950756
11,-0.42116803,-0.46366918,"('unhelpful', 'helpful')",-0.421168,-0.4636692,-0.0425012
12,-1.0762947,-1.1517136,"('unsupportive', 'supportive')",-1.0762947,-1.1517136,-0.0754189
13,-0.85316235,-0.9302763,"('impolite', 'polite')",-0.8531623,-0.9302763,-0.077114
14,0.16890049,0.5374581,"('antisocial', 'social')",0.1689005,0.5374581,0.3685576
15,0.07877676,-0.1330777,"('boring', 'funny')",0.0787768,-0.1330777,-0.2118545
16,-0.08722077,-0.0023513064,"('unpopular', 'popular')",-0.0872208,-0.0023513,0.0848695
17,-0.33988717,-0.33895463,"('nasty', 'nice')",-0.3398872,-0.3389546,0.0009326
18,-1.080419,-0.96563786,"('disagreeable', 'welcoming')",-1.0804189,-0.9656379,0.114781
19,-0.68087786,-0.8611801,"('inhospitable', 'hospitable')",-0.6808779,-0.8611801,-0.1803022
20,-0.0892373,0.029265258,"('rough', 'thoughtful')",-0.0892373,0.0292653,0.1185026
21,-0.065200135,0.03052008,"('immoral', 'moral')",-0.0652001,0.0305201,0.0957202
