,fry_male,fry_female,tuple,average_male,average_female,female-male
37,1.2104075,1.1960812,"('fake', 'genuine')",1.2104075,1.1960812,-0.0143263
38,0.021010898,0.18280283,"('untruthful', 'truthful')",0.0210109,0.1828028,0.1617919
39,0.5159133,0.42641595,"('exploitative', 'cooperative')",0.5159133,0.426416,-0.0894973
40,-0.7362187,-0.7970139,"('stingy', 'generous')",-0.7362187,-0.7970139,-0.0607952
41,0.24713166,0.0025107022,"('unforgiving', 'forgiving')",0.2471317,0.0025107,-0.244621
42,-2.011853,-1.9212105,"('unreliable', 'reliable')",-2.011853,-1.9212105,0.0906425
43,1.2744681,1.3080492,"('irresponsible', 'responsible')",1.2744681,1.3080492,0.0335811
44,-1.4644556,-1.712676,"('prejudiced', 'unprejudiced')",-1.4644556,-1.712676,-0.2482204
45,0.33979285,0.33397746,"('incompetent', 'competent')",0.3397928,0.3339775,-0.0058153
46,-0.359308,-0.3119877,"('uncompetitive', 'competitive')",-0.359308,-0.3119877,0.0473203
47,4.787427,4.9310937,"('stupid', 'smart')",4.7874269,4.9310937,0.1436668
48,0.7123861,0.6925689,"('unintelligent', 'intelligent')",0.7123861,0.6925689,-0.0198172
49,0.11512999,0.30026126,"('unable', 'able')",0.11513,0.3002613,0.1851313
50,-0.24955441,-0.17147341,"('clumsy', 'skillful')",-0.2495544,-0.1714734,0.078081
51,1.004254,1.120264,"('uneducated', 'educated')",1.004254,1.1202641,0.1160101
52,-0.26811054,-0.2911731,"('irrational', 'rational')",-0.2681105,-0.2911731,-0.0230626
53,-0.117378175,-0.13174829,"('uncreative', 'creative')",-0.1173782,-0.1317483,-0.0143701
54,0.8738639,1.2556324,"('incapable', 'capable')",0.8738639,1.2556324,0.3817685
55,1.2029132,1.2988435,"('incompetent', 'clever')",1.2029132,1.2988435,0.0959303
56,0.5771657,0.82139665,"('impractical', 'practical')",0.5771657,0.8213966,0.2442309
57,-1.8860592,-1.9973613,"('unimaginative', 'imaginative')",-1.8860592,-1.9973613,-0.1113021
58,0.22713843,0.1679901,"('undiscriminating', 'discriminating')",0.2271384,0.1679901,-0.0591483
59,0.06843447,0.11002981,"('foolish', 'wise')",0.0684345,0.1100298,0.0415953
60,0.652708,0.7807164,"('inefficient', 'efficient')",0.652708,0.7807164,0.1280084
61,0.42635593,0.28007552,"('illogical', 'logical')",0.4263559,0.2800755,-0.1462804
62,1.1949078,1.5761509,"('incompetent', 'brilliant')",1.1949078,1.5761509,0.3812431
63,0.5408303,0.79043055,"('unperceptive', 'insightful')",0.5408303,0.7904305,0.2496002
64,-6.05162,-5.8264318,"('shy', 'confident')",-6.05162,-5.8264318,0.2251882
65,0.46971717,0.73970336,"('insecure', 'secure')",0.4697172,0.7397034,0.2699862
66,-0.4286298,-0.5325843,"('inactive', 'active')",-0.4286298,-0.5325843,-0.1039545
67,-0.73998016,-0.9236928,"('doubtful', 'determined')",-0.7399802,-0.9236928,-0.1837126
68,-0.5069722,-0.3685339,"('dependent', 'independent')",-0.5069722,-0.3685339,0.1384383
69,-2.015379,-2.036821,"('lazy', 'industrious')",-2.015379,-2.0368209,-0.0214419
70,1.6350895,1.7047544,"('lethargic', 'energetic')",1.6350895,1.7047544,0.0696649
71,0.13139355,0.33744606,"('diffident', 'self-confident')",0.1313936,0.3374461,0.2060525
72,1.0264006,1.3160906,"('unambitious', 'ambitious')",1.0264006,1.3160906,0.28969
73,-2.520152,-2.2816653,"('helpless', 'self-reliant')",-2.5201521,-2.2816653,0.2384868
74,0.6632678,0.4340196,"('undedicated', 'dedicated')",0.6632678,0.4340196,-0.2292482
75,-1.0891505,-0.9606551,"('meek', 'impulsive')",-1.0891505,-0.9606551,0.1284954
76,0.61691207,0.4369527,"('anxious', 'daring')",0.6169121,0.4369527,-0.1799594
77,-1.5502591,-1.2669786,"('unmotivated', 'motivated')",-1.5502591,-1.2669786,0.2832805
78,-0.87400824,-0.7819718,"('nonresilient', 'resilient')",-0.8740082,-0.7819718,0.0920364
79,-0.291398,-0.29411536,"('wavering', 'unwavering')",-0.291398,-0.2941154,-0.0027174
80,0.3982655,0.30121347,"('dominated', 'dominating')",0.3982655,0.3012135,-0.097052
81,0.2477988,0.29345164,"('submissive', 'aggressive')",0.2477988,0.2934516,0.0456528
82,5.861889,6.1967916,"('poor', 'rich')",5.8618889,6.1967916,0.3349027
83,-0.32706195,-0.29439917,"('powerless', 'powerful')",-0.327062,-0.2943992,0.0326628
84,0.107563764,0.16441144,"('inferior', 'superior')",0.1075638,0.1644114,0.0568476
85,-1.1674672,-1.3825477,"('insignificant', 'prestigious')",-1.1674672,-1.3825477,-0.2150805
86,1.0134621,0.95865124,"('uninfluential', 'influential')",1.0134621,0.9586512,-0.0548109
87,0.4488486,0.66764563,"('unsuccessful', 'successful')",0.4488486,0.6676456,0.218797
88,0.31620222,0.27909988,"('low', 'eminent')",0.3162022,0.2790999,-0.0371023
