,intention_male,intention_female,tuple,average_male,average_female,female-male
0,0.11777805,0.084579304,"('unsociable', 'sociable')",0.117778,0.0845793,-0.0331987
1,1.306077,1.4640872,"('unfriendly', 'friendly')",1.306077,1.4640872,0.1580102
2,0.11868999,0.30827475,"('unlikable', 'likable')",0.11869,0.3082747,0.1895847
3,0.92472076,1.0478201,"('repellent', 'pleasant')",0.9247208,1.0478201,0.1230993
4,-6.7006345,-6.7967095,"('disliked', 'liked')",-6.7006345,-6.7967095,-0.096075
5,-0.21852025,0.10191565,"('distant', 'outgoing')",-0.2185203,0.1019157,0.320436
6,0.03493785,0.30209997,"('distant', 'open')",0.0349379,0.3021,0.2671621
7,1.1758565,1.3046119,"('insensitive', 'sensitive')",1.1758565,1.3046119,0.1287554
8,1.0282654,1.1146805,"('unaffectionate', 'affectionate')",1.0282654,1.1146805,0.0864151
9,1.3521925,1.6095953,"('unaffectionate', 'caring')",1.3521925,1.6095953,0.2574028
10,1.0897328,1.0840409,"('unsympathetic', 'sympathetic')",1.0897328,1.0840409,-0.0056919
11,1.896135,2.0927489,"('unhelpful', 'helpful')",1.896135,2.0927489,0.1966139
12,-1.3371266,-1.0276141,"('unsupportive', 'supportive')",-1.3371266,-1.0276141,0.3095125
13,0.03983748,0.056248754,"('impolite', 'polite')",0.0398375,0.0562488,0.0164113
14,0.12892266,-0.046129264,"('antisocial', 'social')",0.1289227,-0.0461293,-0.175052
15,0.43614823,0.3947325,"('boring', 'funny')",0.4361482,0.3947325,-0.0414157
16,-0.53804517,-0.4113476,"('unpopular', 'popular')",-0.5380452,-0.4113476,0.1266976
17,-0.20998798,-0.19105504,"('nasty', 'nice')",-0.209988,-0.191055,0.018933
18,-0.22974226,-0.10401356,"('disagreeable', 'welcoming')",-0.2297423,-0.1040136,0.1257287
19,-0.5487756,-0.19554047,"('inhospitable', 'hospitable')",-0.5487756,-0.1955405,0.3532351
20,0.54736465,0.3481659,"('rough', 'thoughtful')",0.5473647,0.3481659,-0.1991988
21,-0.11383599,0.10849868,"('immoral', 'moral')",-0.113836,0.1084987,0.2223347
22,-0.2651127,-0.14468768,"('untrustworthy', 'trustworthy')",-0.2651127,-0.1446877,0.120425
23,6.2833343,6.5828185,"('insincere', 'sincere')",6.2833343,6.5828185,0.2994842
24,1.6149765,1.856088,"('dishonest', 'honest')",1.6149765,1.856088,0.2411115
25,0.9063553,0.9085046,"('egoistic', 'altruistic')",0.9063553,0.9085046,0.0021493
26,0.7748109,0.33317256,"('hardhearted', 'benevolent')",0.7748109,0.3331726,-0.4416383
27,1.6698743,1.5627985,"('hardhearted', 'softhearted')",1.6698743,1.5627985,-0.1070758
28,1.2465148,1.1913791,"('disloyal', 'loyal')",1.2465148,1.1913791,-0.0551357
29,-0.72009385,-0.77265644,"('unfair', 'fair')",-0.7200938,-0.7726564,-0.0525626
30,0.7815497,0.8270554,"('intolerant', 'tolerant')",0.7815497,0.8270554,0.0455057
31,-1.3256707,-1.2742335,"('evil', 'good')",-1.3256707,-1.2742335,0.0514372
32,1.3379736,1.249413,"('unkind', 'kind')",1.3379736,1.249413,-0.0885606
33,-0.22687185,0.009516047,"('wrong', 'right')",-0.2268718,0.009516,0.2363878
34,4.305971,4.766855,"('mean', 'honorable')",4.3059711,4.7668548,0.4608837
35,-1.080484,-1.1815603,"('corrupt', 'incorrupt')",-1.080484,-1.1815603,-0.1010763
36,-1.1860889,-1.219565,"('hostile', 'amicable')",-1.1860889,-1.219565,-0.0334761
37,1.1142061,1.0748745,"('fake', 'genuine')",1.1142061,1.0748745,-0.0393316
38,-0.02934875,0.1568586,"('untruthful', 'truthful')",-0.0293487,0.1568586,0.1862073
39,0.17025039,0.12748332,"('exploitative', 'cooperative')",0.1702504,0.1274833,-0.0427671
40,-0.82051253,-0.8432309,"('stingy', 'generous')",-0.8205125,-0.8432309,-0.0227184
41,0.15871462,-0.05003146,"('unforgiving', 'forgiving')",0.1587146,-0.0500315,-0.2087461
42,-1.9772999,-1.9372714,"('unreliable', 'reliable')",-1.9772999,-1.9372714,0.0400285
43,0.98815227,1.105781,"('irresponsible', 'responsible')",0.9881523,1.105781,0.1176287
44,-1.2670449,-1.6328362,"('prejudiced', 'unprejudiced')",-1.2670449,-1.6328362,-0.3657913
45,0.38374582,0.32064325,"('incompetent', 'competent')",0.3837458,0.3206432,-0.0631026
46,-0.70741296,-0.63891786,"('uncompetitive', 'competitive')",-0.707413,-0.6389179,0.0684951
47,4.615037,4.85647,"('stupid', 'smart')",4.615037,4.8564701,0.2414331
48,0.4294579,0.4287169,"('unintelligent', 'intelligent')",0.4294579,0.4287169,-0.000741
49,0.0030514821,0.2010845,"('unable', 'able')",0.0030515,0.2010845,0.198033
50,-0.18925561,-0.083878204,"('clumsy', 'skillful')",-0.1892556,-0.0838782,0.1053774
51,0.9949545,1.0774778,"('uneducated', 'educated')",0.9949545,1.0774778,0.0825233
52,-0.37354216,-0.3310376,"('irrational', 'rational')",-0.3735422,-0.3310376,0.0425046
53,-0.22467929,-0.13888001,"('uncreative', 'creative')",-0.2246793,-0.13888,0.0857993
54,0.8440183,1.256736,"('incapable', 'capable')",0.8440183,1.256736,0.4127177
55,1.0293151,1.1071978,"('incompetent', 'clever')",1.0293151,1.1071978,0.0778827
56,0.38935354,0.61361915,"('impractical', 'practical')",0.3893535,0.6136191,0.2242656
57,-1.9231789,-2.0768788,"('unimaginative', 'imaginative')",-1.9231789,-2.0768788,-0.1536999
58,0.26535565,0.21114865,"('undiscriminating', 'discriminating')",0.2653556,0.2111486,-0.054207
59,0.04226643,0.18574457,"('foolish', 'wise')",0.0422664,0.1857446,0.1434782
60,0.4712086,0.55997044,"('inefficient', 'efficient')",0.4712086,0.5599704,0.0887618
61,0.09550432,0.06709288,"('illogical', 'logical')",0.0955043,0.0670929,-0.0284114
62,1.1206098,1.4592439,"('incompetent', 'brilliant')",1.1206098,1.4592439,0.3386341
63,0.40698326,0.73067737,"('unperceptive', 'insightful')",0.4069833,0.7306774,0.3236941
64,-5.8055873,-5.7163305,"('shy', 'confident')",-5.8055873,-5.7163305,0.0892568
65,0.29123083,0.48005202,"('insecure', 'secure')",0.2912308,0.480052,0.1888212
66,-0.21440409,-0.30370823,"('inactive', 'active')",-0.2144041,-0.3037082,-0.0893041
67,-0.65847546,-0.7786201,"('doubtful', 'determined')",-0.6584755,-0.7786201,-0.1201446
68,-0.72926235,-0.44395244,"('dependent', 'independent')",-0.7292624,-0.4439524,0.28531
69,-1.915911,-1.8607442,"('lazy', 'industrious')",-1.915911,-1.8607442,0.0551668
70,1.590938,1.6154778,"('lethargic', 'energetic')",1.590938,1.6154778,0.0245398
71,0.10091543,0.3972722,"('diffident', 'self-confident')",0.1009154,0.3972722,0.2963568
72,1.1143528,1.369578,"('unambitious', 'ambitious')",1.1143528,1.369578,0.2552252
73,-2.311272,-2.1227517,"('helpless', 'self-reliant')",-2.3112719,-2.1227517,0.1885202
74,0.41618177,0.29265973,"('undedicated', 'dedicated')",0.4161818,0.2926597,-0.1235221
75,-0.6269949,-0.6112699,"('meek', 'impulsive')",-0.6269949,-0.6112699,0.015725
76,0.59796584,0.42996606,"('anxious', 'daring')",0.5979658,0.4299661,-0.1679997
77,-1.434911,-1.2118156,"('unmotivated', 'motivated')",-1.434911,-1.2118156,0.2230954
78,-1.0060092,-0.8933381,"('nonresilient', 'resilient')",-1.0060092,-0.8933381,0.1126711
79,-0.19193877,-0.113051064,"('wavering', 'unwavering')",-0.1919388,-0.1130511,0.0788877
80,0.28352508,0.14992395,"('dominated', 'dominating')",0.2835251,0.149924,-0.1336011
81,0.20008074,0.14230669,"('submissive', 'aggressive')",0.2000807,0.1423067,-0.057774
82,6.03365,6.385331,"('poor', 'rich')",6.0336499,6.3853312,0.3516813
83,-0.28234988,-0.2470812,"('powerless', 'powerful')",-0.2823499,-0.2470812,0.0352687
84,0.053353436,0.20398328,"('inferior', 'superior')",0.0533534,0.2039833,0.1506299
85,-1.0798336,-1.2058029,"('insignificant', 'prestigious')",-1.0798336,-1.2058029,-0.1259693
86,0.82496786,0.8487704,"('uninfluential', 'influential')",0.8249679,0.8487704,0.0238025
87,0.17576602,0.48499757,"('unsuccessful', 'successful')",0.175766,0.4849976,0.3092316
88,0.19672024,0.21056703,"('low', 'eminent')",0.1967202,0.210567,0.0138468
