,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,-0.8262086,-1.039324,"('unsociable', 'sociable')",0.50708365,0.36546597,0.021766528,-0.21845895,-0.0991195,-0.297439,-0.1983195
1,-2.1509564,-2.1716485,"('unfriendly', 'friendly')",0.17164478,-0.033350796,0.594071,0.5073395,-0.4617469,-0.5658866,-0.1041397
2,0.6146736,0.5978968,"('unlikable', 'likable')",1.432045,1.4015795,1.2026578,1.3624548,1.0831254,1.1206437,0.0375183
3,-0.30479768,-0.23713861,"('repellent', 'pleasant')",-0.1792689,-0.05177691,0.6541405,0.66600126,0.0566913,0.1256952,0.0690039
4,0.1165375,-0.022916295,"('disliked', 'liked')",0.70037186,0.5485575,-6.230234,-6.2561054,-1.8044416,-1.9101547,-0.1057131
5,-1.3359122,-1.3128413,"('distant', 'outgoing')",-0.2537676,-0.2403846,-1.4247463,-1.3311839,-1.0048087,-0.96147,0.0433387
6,-1.9259334,-1.9069045,"('distant', 'open')",-0.9608746,-1.0455548,-1.6092895,-1.5567037,-1.4986992,-1.5030543,-0.0043551
7,-0.20938376,-0.18068531,"('insensitive', 'sensitive')",0.7519338,0.80316746,-0.12131034,-0.1282831,0.1404132,0.164733,0.0243198
8,-1.741996,-1.6881175,"('unaffectionate', 'affectionate')",-0.8554003,-0.9654633,-0.409274,-0.3745331,-1.0022235,-1.0093713,-0.0071478
9,-1.8440881,-1.8613596,"('unaffectionate', 'caring')",0.2334591,0.13333723,0.25021854,0.23955497,-0.4534702,-0.4961558,-0.0426856
10,-1.4165497,-1.5514174,"('unsympathetic', 'sympathetic')",-0.13198662,-0.14293522,-0.38633183,-0.49260697,-0.644956,-0.7289865,-0.0840305
11,0.08473437,0.15128163,"('unhelpful', 'helpful')",0.9103666,0.9999203,2.5982907,2.5731187,1.1977972,1.2414402,0.043643
12,-0.107551634,-0.11742395,"('unsupportive', 'supportive')",0.9697453,1.0058068,-1.9771549,-1.9572535,-0.3716537,-0.3562902,0.0153635
13,-0.18254364,-0.21325174,"('impolite', 'polite')",0.35660478,0.45463508,-0.00289125,0.06590363,0.0570566,0.102429,0.0453724
14,0.2774072,0.24573721,"('antisocial', 'social')",1.3662488,1.3805494,0.14574683,0.08416629,0.5964676,0.570151,-0.0263166
15,1.0281631,0.9033283,"('boring', 'funny')",0.43478927,0.30915344,0.8641755,0.88077927,0.7757093,0.6977537,-0.0779556
16,0.14792134,0.029324634,"('unpopular', 'popular')",-0.17402986,-0.34573674,0.49676895,0.43190318,0.1568868,0.038497,-0.1183898
17,-0.4664783,-0.4569945,"('nasty', 'nice')",-0.7930831,-0.74475735,0.08788072,0.0014248677,-0.3905602,-0.400109,-0.0095488
18,-1.2286439,-1.2077553,"('disagreeable', 'welcoming')",-0.8458129,-0.88076615,-1.2386018,-1.1703583,-1.1043528,-1.0862932,0.0180596
19,-0.52834815,-0.6453885,"('inhospitable', 'hospitable')",-0.9200737,-1.0215999,-0.3764068,-0.4004641,-0.6082762,-0.6891508,-0.0808746
20,-0.7117027,-0.7230715,"('rough', 'thoughtful')",-0.22654733,-0.23938723,0.35778046,0.30151844,-0.1934899,-0.2203134,-0.0268235
21,0.15453166,0.087847866,"('immoral', 'moral')",1.5081714,1.4854926,-0.35504714,-0.2638991,0.4358853,0.4364804,0.0005951
22,-0.50820404,-0.5264546,"('untrustworthy', 'trustworthy')",-0.83639324,-0.88694584,-0.46436572,-0.43596882,-0.6029877,-0.6164564,-0.0134687
23,-0.6959438,-0.73066443,"('insincere', 'sincere')",0.23786306,0.27025336,5.7952375,5.655448,1.7790523,1.731679,-0.0473733
24,-0.96182525,-0.907638,"('dishonest', 'honest')",0.5012925,0.53611696,0.32914698,0.4163253,-0.0437952,0.0149347,0.0587299
25,-1.0163485,-1.0135669,"('egoistic', 'altruistic')",0.40806442,0.33085486,1.0002309,0.8729162,0.130649,0.0634014,-0.0672476
26,-1.0282215,-0.9683316,"('hardhearted', 'benevolent')",0.675039,0.5916905,1.0135604,1.0215373,0.220126,0.2149654,-0.0051606
27,-1.7502587,-1.6510782,"('hardhearted', 'softhearted')",-0.38359502,-0.30032843,0.23023519,0.16984169,-0.6345395,-0.593855,0.0406845
28,-1.206185,-1.3022692,"('disloyal', 'loyal')",0.1205739,-0.0405908,0.7149694,0.54891837,-0.1235472,-0.2646472,-0.1411
29,-0.3574094,-0.4564379,"('unfair', 'fair')",-0.6995759,-0.7542618,-0.72678185,-0.8765033,-0.594589,-0.6957343,-0.1011453
30,0.45141917,0.4208799,"('intolerant', 'tolerant')",1.6553098,1.6762804,1.0344139,1.1076276,1.0470476,1.0682627,0.0212151
31,-1.2105846,-1.1404098,"('evil', 'good')",-1.5764629,-1.6767002,-1.8318195,-1.8078368,-1.5396223,-1.5416489,-0.0020266
32,-0.36668628,-0.4388083,"('unkind', 'kind')",0.5336408,0.51340526,1.1568742,1.0644484,0.4412762,0.3796818,-0.0615944
33,0.24561982,0.13746388,"('wrong', 'right')",0.95997965,0.81036216,-0.76506615,-0.7850465,0.1468444,0.0542598,-0.0925846
34,-0.65900856,-0.502049,"('mean', 'honorable')",0.48837167,0.56240964,4.867128,5.0240216,1.5654971,1.694794,0.1292969
35,-0.46769446,-0.5879136,"('corrupt', 'incorrupt')",-1.2592415,-1.4455961,-0.82735324,-0.959174,-0.8514297,-0.9975612,-0.1461315
36,-0.48282713,-0.6653975,"('hostile', 'amicable')",-0.95905983,-1.2887347,-0.556664,-0.74777544,-0.6661836,-0.9006359,-0.2344523
37,-0.31925994,-0.4019193,"('fake', 'genuine')",-0.008097053,-0.0854041,-0.35747248,-0.40667406,-0.2282765,-0.2979991,-0.0697226
38,-0.22927797,-0.23872367,"('untruthful', 'truthful')",0.5521258,0.48700628,0.37657914,0.41101345,0.2331423,0.2197653,-0.013377
39,0.6350617,0.76296836,"('exploitative', 'cooperative')",-0.034289613,0.1411519,0.3320276,0.43793514,0.3109332,0.4473518,0.1364186
40,-1.1402968,-1.1380575,"('stingy', 'generous')",-0.15484288,-0.18404727,-3.2114623,-3.2057438,-1.5022006,-1.5092827,-0.0070821
41,-0.7966077,-0.8485017,"('unforgiving', 'forgiving')",-0.47347075,-0.54910874,0.6002207,0.5571957,-0.2232859,-0.2801382,-0.0568523
42,0.40053314,0.2978522,"('unreliable', 'reliable')",0.40950784,0.44378003,-2.5263934,-2.4925113,-0.5721175,-0.5836263,-0.0115088
43,-0.27097034,-0.23831409,"('irresponsible', 'responsible')",1.155961,1.2458907,0.4799246,0.5596266,0.4549718,0.5224011,0.0674293
44,0.19826353,0.21858183,"('prejudiced', 'unprejudiced')",-0.2754543,-0.17069812,-0.92753994,-0.8845388,-0.3349102,-0.278885,0.0560252
45,-0.97943896,-1.0064753,"('incompetent', 'competent')",-0.19984671,-0.16701248,-0.086780086,-0.16695502,-0.4220219,-0.4468143,-0.0247924
46,-0.116619125,-0.16581726,"('uncompetitive', 'competitive')",0.19548339,0.2792353,-0.81508917,-0.739548,-0.2454083,-0.20871,0.0366983
47,0.057741515,0.1901264,"('stupid', 'smart')",1.0511185,1.0967883,5.1809797,5.2448287,2.0966132,2.1772478,0.0806346
48,-0.79170734,-0.8311722,"('unintelligent', 'intelligent')",1.0036612,0.90774184,-0.08731517,-0.14170167,0.0415462,-0.0217107,-0.0632569
49,-0.3542865,-0.36503255,"('unable', 'able')",-0.06059481,-0.028743954,-0.29516932,-0.25779042,-0.2366835,-0.217189,0.0194945
50,0.4271397,0.33087653,"('clumsy', 'skillful')",-0.04031595,-0.17330402,-0.09326337,-0.11676717,0.0978535,0.0136018,-0.0842517
51,-0.45545453,-0.7659461,"('uneducated', 'educated')",0.1004577,-0.0280886,0.97884816,0.75717723,0.2079504,-0.0122858,-0.2202362
52,0.03943284,-0.07917881,"('irrational', 'rational')",-0.06506915,-0.27566943,-0.5181729,-0.5952947,-0.1812697,-0.3167143,-0.1354446
53,-1.0035434,-1.0974507,"('uncreative', 'creative')",0.6494955,0.47312135,0.24613114,0.20715806,-0.0359723,-0.1390571,-0.1030848
54,-0.27198058,-0.5030772,"('incapable', 'capable')",-0.28879192,-0.4100438,0.8169205,0.72592014,0.0853827,-0.0624003,-0.147783
55,-0.8755117,-0.8890233,"('incompetent', 'clever')",-0.043220393,-0.0074628815,0.40686685,0.3782847,-0.1706218,-0.1727338,-0.002112
56,1.0857201,1.0133371,"('impractical', 'practical')",1.9629241,1.9982419,0.43599814,0.44533914,1.1615474,1.1523061,-0.0092413
57,-0.63967127,-0.7989324,"('unimaginative', 'imaginative')",0.9981421,0.899184,-2.9937425,-3.0709484,-0.8784238,-0.9902322,-0.1118084
58,-0.63644683,-0.7381004,"('undiscriminating', 'discriminating')",0.87144905,0.74499726,0.037376,-0.032762,0.0907927,-0.0086217,-0.0994144
59,0.05583875,0.12073271,"('foolish', 'wise')",0.9110859,0.8446615,-0.29664335,-0.29632398,0.2234271,0.2230234,-0.0004037
60,0.05053027,0.08654486,"('inefficient', 'efficient')",1.978612,2.2263794,0.15661168,0.31299517,0.7285846,0.8753064,0.1467218
61,0.006364446,-0.1629828,"('illogical', 'logical')",1.1390264,1.0117098,-0.21457258,-0.3425547,0.3102728,0.1687241,-0.1415487
62,0.41529092,0.41600657,"('incompetent', 'brilliant')",0.9698471,1.1227635,0.32764843,0.40244684,0.5709288,0.6470723,0.0761435
63,0.06721206,0.02151418,"('unperceptive', 'insightful')",0.8026111,0.79055023,0.31058103,0.3752341,0.3934681,0.3957662,0.0022981
