,alpha_male,alpha_female,tuple,natural_male,natural_female,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5706152,-0.57228106,"('unsociable', 'sociable')",0.024093553,-0.07541856,0.3595404,0.23716524,-0.8561981,-0.94177604,-0.2607948,-0.3380776,-0.0772828
1,-1.0977844,-0.9638223,"('unfriendly', 'friendly')",-0.50719154,-0.5053077,0.31542653,0.13530944,1.8610142,1.7807391,0.1428662,0.1117296,-0.0311366
2,0.18583426,0.27206448,"('unlikable', 'likable')",0.45946747,0.5298732,1.0588584,1.061239,0.70547765,0.8197335,0.6024094,0.6707276,0.0683182
3,0.33574072,0.44966742,"('repellent', 'pleasant')",-0.66756725,-0.6855881,0.8145055,0.87534016,0.07738655,0.088079795,0.1400164,0.1818748,0.0418584
4,-1.6684308,-1.6574894,"('disliked', 'liked')",0.26802394,0.26872012,0.069757625,0.037615526,-6.0234942,-6.048635,-1.8385359,-1.8499472,-0.0114113
5,-0.76110965,-0.6823274,"('distant', 'outgoing')",-0.07725696,0.008969527,-0.606258,-0.6202426,-0.030212454,-0.007332325,-0.3687093,-0.3252332,0.0434761
6,-0.5954839,-0.4750976,"('distant', 'open')",-0.39365628,-0.33968735,-1.0500588,-1.1039317,0.37245065,0.3567426,-0.4166871,-0.3904935,0.0261936
7,0.70139676,0.75376517,"('insensitive', 'sensitive')",0.6978007,0.7189161,0.83359367,0.8421725,0.5351423,0.55960894,0.6919833,0.7186157,0.0266324
8,-0.39405268,-0.3271731,"('unaffectionate', 'affectionate')",-0.36469817,-0.35946807,-1.0125561,-1.0771557,0.6659639,0.6089614,-0.2763358,-0.2887089,-0.0123731
9,0.017475516,0.10542601,"('unaffectionate', 'caring')",0.2714046,0.27438045,0.3383054,0.3043476,1.0422345,1.0469371,0.417355,0.4327728,0.0154178
10,1.1492053,1.2049289,"('unsympathetic', 'sympathetic')",-0.7511227,-0.85346264,-0.2209636,-0.2849238,-0.6370923,-0.6523433,-0.1149933,-0.1464502,-0.0314569
11,0.20409916,0.29567525,"('unhelpful', 'helpful')",0.62592256,0.6545356,0.7421688,0.7961455,1.5589935,1.6367538,0.782796,0.8457775,0.0629815
12,1.0521687,1.268852,"('unsupportive', 'supportive')",0.4916796,0.56506974,0.7985055,0.8443685,-1.7390867,-1.6766347,0.1508168,0.2504139,0.0995971
13,-0.63449216,-0.69888353,"('impolite', 'polite')",-0.1005231,-0.10781331,0.2504694,0.25144506,-0.57141817,-0.63656723,-0.263991,-0.2979547,-0.0339637
14,-0.433612,-0.44970012,"('antisocial', 'social')",-0.024407852,-0.026572257,0.608349,0.6249854,-0.9551565,-0.96348375,-0.2012068,-0.2036927,-0.0024859
15,-0.31948245,-0.3891998,"('boring', 'funny')",1.0156724,1.028166,-0.55026853,-0.5460217,0.41587165,0.41148335,0.1404483,0.126107,-0.0143413
16,-1.9366115,-1.878682,"('unpopular', 'popular')",0.7446772,0.689288,0.44813266,0.43086988,0.5283582,0.4874918,-0.0538609,-0.0677581,-0.0138972
17,-0.61592364,-0.50956863,"('nasty', 'nice')",-0.08798953,-0.048900984,0.10685615,0.22249724,-0.33155987,-0.2582994,-0.2321542,-0.1485679,0.0835863
18,-0.32138318,-0.2628096,"('disagreeable', 'welcoming')",-0.19502813,-0.20068812,-0.21550825,-0.2554162,-0.37734604,-0.42995837,-0.2773164,-0.2872181,-0.0099017
19,-1.3260169,-1.2351911,"('inhospitable', 'hospitable')",-1.1951345,-1.0588497,-1.8086134,-1.796737,-0.024253564,0.062345076,-1.0885046,-1.0071081,0.0813965
20,0.3086199,0.2844556,"('rough', 'thoughtful')",-0.38438743,-0.35276154,-0.32604834,-0.28633535,0.85752577,0.804981,0.1139275,0.1125849,-0.0013426
