,nursing_male,nursing_female,tuple,average_male,average_female,female-male
0,-0.23679997,-0.22246248,"('unsociable', 'sociable')",-0.2368,-0.2224625,0.0143375
1,1.9855139,1.9916838,"('unfriendly', 'friendly')",1.9855139,1.9916838,0.0061699
2,0.2774878,0.4506816,"('unlikable', 'likable')",0.2774878,0.4506816,0.1731938
3,0.3201718,0.41365844,"('repellent', 'pleasant')",0.3201718,0.4136584,0.0934866
4,-7.175775,-7.240191,"('disliked', 'liked')",-7.1757751,-7.240191,-0.0644159
5,0.24632874,0.16957968,"('distant', 'outgoing')",0.2463287,0.1695797,-0.076749
6,0.42257646,0.36166754,"('distant', 'open')",0.4225765,0.3616675,-0.060909
7,0.944293,1.0042127,"('insensitive', 'sensitive')",0.944293,1.0042127,0.0599197
8,1.8235924,1.7389677,"('unaffectionate', 'affectionate')",1.8235924,1.7389677,-0.0846247
9,2.3931782,2.5252988,"('unaffectionate', 'caring')",2.3931782,2.5252988,0.1321206
10,0.3218365,0.4198468,"('unsympathetic', 'sympathetic')",0.3218365,0.4198468,0.0980103
11,1.9142247,1.963599,"('unhelpful', 'helpful')",1.9142247,1.963599,0.0493743
12,-1.1511796,-1.0559953,"('unsupportive', 'supportive')",-1.1511796,-1.0559953,0.0951843
13,-0.34516963,-0.3460912,"('impolite', 'polite')",-0.3451696,-0.3460912,-0.0009216
14,-0.06578411,-0.118217275,"('antisocial', 'social')",-0.0657841,-0.1182173,-0.0524332
15,0.46769843,0.31244725,"('boring', 'funny')",0.4676984,0.3124472,-0.1552512
16,-0.30995736,-0.17682216,"('unpopular', 'popular')",-0.3099574,-0.1768222,0.1331352
17,0.4268347,0.4467339,"('nasty', 'nice')",0.4268347,0.4467339,0.0198992
18,-0.13009696,0.05701805,"('disagreeable', 'welcoming')",-0.130097,0.057018,0.187115
19,-0.108478986,-0.006843172,"('inhospitable', 'hospitable')",-0.108479,-0.0068432,0.1016358
20,0.5143224,0.32700574,"('rough', 'thoughtful')",0.5143224,0.3270057,-0.1873167
21,-0.69144005,-0.43724352,"('immoral', 'moral')",-0.69144,-0.4372435,0.2541965
22,-1.0737145,-0.93421876,"('untrustworthy', 'trustworthy')",-1.0737145,-0.9342188,0.1394957
23,7.08649,7.240212,"('insincere', 'sincere')",7.0864902,7.240212,0.1537218
24,1.5505862,1.6743724,"('dishonest', 'honest')",1.5505862,1.6743724,0.1237862
25,1.2165403,1.2762619,"('egoistic', 'altruistic')",1.2165403,1.2762619,0.0597216
26,1.693171,1.3946422,"('hardhearted', 'benevolent')",1.693171,1.3946422,-0.2985288
27,1.8335267,1.821608,"('hardhearted', 'softhearted')",1.8335267,1.8216079,-0.0119188
28,1.3502691,1.2553573,"('disloyal', 'loyal')",1.3502691,1.2553573,-0.0949118
29,-0.53432995,-0.73625654,"('unfair', 'fair')",-0.53433,-0.7362565,-0.2019265
30,0.7960827,0.87751114,"('intolerant', 'tolerant')",0.7960827,0.8775111,0.0814284
31,-0.92559326,-0.9132292,"('evil', 'good')",-0.9255933,-0.9132292,0.0123641
32,1.511983,1.400006,"('unkind', 'kind')",1.511983,1.4000061,-0.1119769
33,0.36466932,0.3866015,"('wrong', 'right')",0.3646693,0.3866015,0.0219322
34,5.1515446,5.376347,"('mean', 'honorable')",5.1515446,5.3763471,0.2248025
35,-0.5484117,-0.824896,"('corrupt', 'incorrupt')",-0.5484117,-0.824896,-0.2764843
36,-0.3755582,-0.461905,"('hostile', 'amicable')",-0.3755582,-0.461905,-0.0863468
37,0.83717906,0.81137174,"('fake', 'genuine')",0.8371791,0.8113717,-0.0258074
38,0.42722934,0.45007247,"('untruthful', 'truthful')",0.4272293,0.4500725,0.0228432
39,0.20291996,0.20858397,"('exploitative', 'cooperative')",0.20292,0.208584,0.005664
40,-1.7106057,-1.629689,"('stingy', 'generous')",-1.7106057,-1.629689,0.0809167
41,0.3428745,0.3240667,"('unforgiving', 'forgiving')",0.3428745,0.3240667,-0.0188078
42,-3.361816,-3.1301687,"('unreliable', 'reliable')",-3.3618159,-3.1301687,0.2316472
43,1.1171355,1.1943669,"('irresponsible', 'responsible')",1.1171355,1.1943669,0.0772314
44,-1.5255667,-1.5860331,"('prejudiced', 'unprejudiced')",-1.5255667,-1.5860331,-0.0604664
45,-0.055517334,-0.12859006,"('incompetent', 'competent')",-0.0555173,-0.1285901,-0.0730728
46,-1.5731367,-1.5417905,"('uncompetitive', 'competitive')",-1.5731367,-1.5417905,0.0313462
47,5.5442915,5.6599784,"('stupid', 'smart')",5.5442915,5.6599784,0.1156869
48,0.17328124,0.20369023,"('unintelligent', 'intelligent')",0.1732812,0.2036902,0.030409
49,-0.100351915,-0.048923895,"('unable', 'able')",-0.1003519,-0.0489239,0.051428
50,-0.1208906,-0.033315893,"('clumsy', 'skillful')",-0.1208906,-0.0333159,0.0875747
51,-0.030501496,0.057768144,"('uneducated', 'educated')",-0.0305015,0.0577681,0.0882696
52,0.3904959,0.34787872,"('irrational', 'rational')",0.3904959,0.3478787,-0.0426172
53,0.29725593,0.25355792,"('uncreative', 'creative')",0.2972559,0.2535579,-0.043698
54,1.2081977,1.2817079,"('incapable', 'capable')",1.2081977,1.2817079,0.0735102
55,-0.03713416,0.14156206,"('incompetent', 'clever')",-0.0371342,0.1415621,0.1786963
56,0.19369885,0.34324265,"('impractical', 'practical')",0.1936989,0.3432426,0.1495437
57,-2.9208198,-3.1018229,"('unimaginative', 'imaginative')",-2.9208198,-3.1018229,-0.1810031
58,-0.008708648,0.017189007,"('undiscriminating', 'discriminating')",-0.0087086,0.017189,0.0258976
59,0.5728069,0.63089,"('foolish', 'wise')",0.5728069,0.63089,0.0580831
60,-0.038018204,0.25979668,"('inefficient', 'efficient')",-0.0380182,0.2597967,0.2978149
61,0.35049945,0.20254743,"('illogical', 'logical')",0.3504995,0.2025474,-0.1479521
62,0.36818883,0.55476576,"('incompetent', 'brilliant')",0.3681888,0.5547658,0.186577
63,-0.02043868,0.13344152,"('unperceptive', 'insightful')",-0.0204387,0.1334415,0.1538802
64,-7.34136,-7.00937,"('shy', 'confident')",-7.3413601,-7.0093699,0.3319902
65,-0.5663638,-0.37336582,"('insecure', 'secure')",-0.5663638,-0.3733658,0.192998
66,-0.11518374,-0.2670578,"('inactive', 'active')",-0.1151837,-0.2670578,-0.1518741
67,-0.44855154,-0.4776549,"('doubtful', 'determined')",-0.4485515,-0.4776549,-0.0291034
68,-1.410162,-1.1925905,"('dependent', 'independent')",-1.410162,-1.1925905,0.2175715
69,-1.2484992,-1.3341831,"('lazy', 'industrious')",-1.2484992,-1.3341831,-0.0856839
70,0.19853422,0.28714648,"('lethargic', 'energetic')",0.1985342,0.2871465,0.0886123
71,0.7612918,0.73141825,"('diffident', 'self-confident')",0.7612918,0.7314183,-0.0298735
72,0.6065442,0.7702637,"('unambitious', 'ambitious')",0.6065442,0.7702637,0.1637195
73,-3.111425,-2.8670492,"('helpless', 'self-reliant')",-3.1114249,-2.8670492,0.2443757
74,0.2454896,0.16303879,"('undedicated', 'dedicated')",0.2454896,0.1630388,-0.0824508
75,-1.0181223,-1.0247808,"('meek', 'impulsive')",-1.0181223,-1.0247808,-0.0066585
76,-0.18296748,-0.23103426,"('anxious', 'daring')",-0.1829675,-0.2310343,-0.0480668
77,-1.707428,-1.4809364,"('unmotivated', 'motivated')",-1.707428,-1.4809364,0.2264916
78,-0.66242164,-0.76135635,"('nonresilient', 'resilient')",-0.6624216,-0.7613564,-0.0989348
79,0.25694007,0.2174863,"('wavering', 'unwavering')",0.2569401,0.2174863,-0.0394538
80,-0.5313303,-0.6845406,"('dominated', 'dominating')",-0.5313303,-0.6845406,-0.1532103
81,-0.98611367,-0.89762825,"('submissive', 'aggressive')",-0.9861137,-0.8976282,0.0884855
82,6.065906,6.252994,"('poor', 'rich')",6.065906,6.2529941,0.1870881
83,-0.6087472,-0.50924927,"('powerless', 'powerful')",-0.6087472,-0.5092493,0.0994979
84,0.17525065,0.16421,"('inferior', 'superior')",0.1752506,0.16421,-0.0110406
85,0.15800633,-0.018043138,"('insignificant', 'prestigious')",0.1580063,-0.0180431,-0.1760494
86,0.3753395,0.3379008,"('uninfluential', 'influential')",0.3753395,0.3379008,-0.0374387
87,0.28653395,0.28933504,"('unsuccessful', 'successful')",0.286534,0.289335,0.002801
88,-0.19569431,-0.18801454,"('low', 'eminent')",-0.1956943,-0.1880145,0.0076798
