,codepage_male,codepage_female,tuple,average_male,average_female,female-male
0,1.1111165,0.9607336,"('unsociable', 'sociable')",1.1111165,0.9607336,-0.1503829
1,-0.40157416,-0.48826575,"('unfriendly', 'friendly')",-0.4015742,-0.4882658,-0.0866916
2,0.5034308,0.53415316,"('unlikable', 'likable')",0.5034308,0.5341532,0.0307224
3,0.30323562,0.39222732,"('repellent', 'pleasant')",0.3032356,0.3922273,0.0889917
4,-4.190626,-4.2334785,"('disliked', 'liked')",-4.1906261,-4.2334785,-0.0428524
5,-1.3223541,-1.3313755,"('distant', 'outgoing')",-1.3223541,-1.3313755,-0.0090214
6,-0.9213599,-0.9567403,"('distant', 'open')",-0.9213599,-0.9567403,-0.0353804
7,1.5094106,1.5858421,"('insensitive', 'sensitive')",1.5094106,1.5858421,0.0764315
8,-0.9580488,-0.94907933,"('unaffectionate', 'affectionate')",-0.9580488,-0.9490793,0.0089695
9,-0.03719743,0.03878533,"('unaffectionate', 'caring')",-0.0371974,0.0387853,0.0759827
10,0.96303666,0.9984612,"('unsympathetic', 'sympathetic')",0.9630367,0.9984612,0.0354245
11,1.9834005,2.0375376,"('unhelpful', 'helpful')",1.9834005,2.0375376,0.0541371
12,-0.44215658,-0.35022736,"('unsupportive', 'supportive')",-0.4421566,-0.3502274,0.0919292
13,1.181732,1.1198139,"('impolite', 'polite')",1.1817321,1.1198139,-0.0619182
14,0.9641141,0.86822414,"('antisocial', 'social')",0.9641141,0.8682241,-0.09589
15,0.21640861,0.09946829,"('boring', 'funny')",0.2164086,0.0994683,-0.1169403
16,-0.80003023,-0.78591865,"('unpopular', 'popular')",-0.8000302,-0.7859187,0.0141115
17,0.25454336,0.23973371,"('nasty', 'nice')",0.2545434,0.2397337,-0.0148097
18,-0.65553355,-0.6174327,"('disagreeable', 'welcoming')",-0.6555336,-0.6174327,0.0381009
19,-0.89423037,-0.8528867,"('inhospitable', 'hospitable')",-0.8942304,-0.8528867,0.0413437
20,0.22471428,0.24175592,"('rough', 'thoughtful')",0.2247143,0.2417559,0.0170416
21,1.1954252,1.2417415,"('immoral', 'moral')",1.1954252,1.2417415,0.0463163
22,1.0250514,0.9632403,"('untrustworthy', 'trustworthy')",1.0250514,0.9632403,-0.0618111
23,3.8726745,3.8974152,"('insincere', 'sincere')",3.8726745,3.8974152,0.0247407
24,0.9466654,0.9738663,"('dishonest', 'honest')",0.9466654,0.9738663,0.0272009
25,-0.55247885,-0.59403515,"('egoistic', 'altruistic')",-0.5524788,-0.5940351,-0.0415563
26,0.07811089,-0.07972564,"('hardhearted', 'benevolent')",0.0781109,-0.0797256,-0.1578365
27,-0.009075637,0.017119136,"('hardhearted', 'softhearted')",-0.0090756,0.0171191,0.0261947
28,0.41409203,0.3337325,"('disloyal', 'loyal')",0.414092,0.3337325,-0.0803595
29,-0.3478334,-0.37854478,"('unfair', 'fair')",-0.3478334,-0.3785448,-0.0307114
30,1.5042443,1.4149988,"('intolerant', 'tolerant')",1.5042443,1.4149988,-0.0892455
31,-2.4903812,-2.4846365,"('evil', 'good')",-2.4903812,-2.4846365,0.0057447
32,1.2743143,1.2391402,"('unkind', 'kind')",1.2743143,1.2391402,-0.0351741
33,-0.37957567,-0.39770848,"('wrong', 'right')",-0.3795757,-0.3977085,-0.0181328
34,2.4725523,2.5551972,"('mean', 'honorable')",2.4725523,2.5551972,0.0826449
