,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,female-male
0,1.8733029,1.5325738,"('unsociable', 'sociable')",0.07672654,0.010629347,0.95565176,1.0404935,-0.36035928,-0.49241132,0.6363305,0.5228213,-0.1135092
1,-1.3182153,-1.3496796,"('unfriendly', 'friendly')",0.35054126,0.3197783,0.21277145,0.31680834,2.0893874,2.041775,0.3336212,0.3321705,-0.0014507
2,0.8694626,0.9023079,"('unlikable', 'likable')",1.08044,1.2324333,0.5971315,0.67429173,0.515113,0.60115665,0.7655368,0.8525474,0.0870106
3,0.6911827,0.45014474,"('repellent', 'pleasant')",-1.0186388,-0.89277613,-0.0134487115,0.15867504,0.14343536,0.17896259,-0.0493674,-0.0262484,0.023119
4,-0.8574053,-0.59871185,"('disliked', 'liked')",0.08011085,0.11185153,-0.19736432,-0.14499904,-6.327233,-6.380863,-1.825473,-1.7531806,0.0722924
5,-2.3968065,-1.9995886,"('distant', 'outgoing')",0.11934908,0.1518604,-0.35400125,-0.3369238,-0.06008282,-0.03237107,-0.6728854,-0.5542558,0.1186296
6,-2.718271,-2.3728216,"('distant', 'open')",-0.11062607,-0.05725599,-0.43113825,-0.33017793,0.6553736,0.6583955,-0.6511654,-0.525465,0.1257004
7,1.2661952,0.98823595,"('insensitive', 'sensitive')",0.2635178,0.31100714,0.65041745,0.8771349,0.8442723,0.7720892,0.7561007,0.7371168,-0.0189839
8,-0.2092412,-0.055599548,"('unaffectionate', 'affectionate')",0.47033507,0.42061386,-0.1471974,-0.21893814,0.9400312,0.8647021,0.2634819,0.2526946,-0.0107873
9,0.7189202,0.74749917,"('unaffectionate', 'caring')",1.112241,1.0281646,0.44628465,0.41950402,1.3821553,1.3580176,0.9149003,0.8882964,-0.0266039
10,2.0389411,1.5998092,"('unsympathetic', 'sympathetic')",-0.411974,-0.4088071,0.24962132,0.4906691,-0.14881636,-0.19743326,0.431943,0.3710595,-0.0608835
11,0.8992994,0.69184315,"('unhelpful', 'helpful')",0.3601237,0.42237678,-0.0013297386,0.121732585,1.8837289,1.9637847,0.7854555,0.7999343,0.0144788
