,mailbox_male,mailbox_female,tuple,average_male,average_female,female-male
0,0.6500729,0.4702906,"('unsociable', 'sociable')",0.6500729,0.4702906,-0.1797823
1,0.7469496,0.75214267,"('unfriendly', 'friendly')",0.7469496,0.7521427,0.0051931
2,-0.012619752,0.06256554,"('unlikable', 'likable')",-0.0126198,0.0625655,0.0751853
3,-0.14733551,-0.0978892,"('repellent', 'pleasant')",-0.1473355,-0.0978892,0.0494463
4,-3.3607345,-3.2695987,"('disliked', 'liked')",-3.3607345,-3.2695987,0.0911358
5,-0.10105239,0.05374988,"('distant', 'outgoing')",-0.1010524,0.0537499,0.1548023
6,0.063492596,0.19388875,"('distant', 'open')",0.0634926,0.1938888,0.1303962
7,0.5666081,0.51336324,"('insensitive', 'sensitive')",0.5666081,0.5133632,-0.0532449
8,-0.16662368,-0.1329175,"('unaffectionate', 'affectionate')",-0.1666237,-0.1329175,0.0337062
9,0.5689036,0.60712224,"('unaffectionate', 'caring')",0.5689036,0.6071222,0.0382186
10,-0.07855225,-0.20089234,"('unsympathetic', 'sympathetic')",-0.0785523,-0.2008923,-0.12234
11,1.4703424,1.4919877,"('unhelpful', 'helpful')",1.4703424,1.4919877,0.0216453
12,-0.72624993,-0.6909724,"('unsupportive', 'supportive')",-0.7262499,-0.6909724,0.0352775
13,0.82689935,0.68035156,"('impolite', 'polite')",0.8268993,0.6803516,-0.1465477
14,0.15638003,0.001438098,"('antisocial', 'social')",0.15638,0.0014381,-0.1549419
15,0.118106805,0.084832355,"('boring', 'funny')",0.1181068,0.0848324,-0.0332744
16,-0.3939422,-0.29087836,"('unpopular', 'popular')",-0.3939422,-0.2908784,0.1030638
17,-0.44215992,-0.3427215,"('nasty', 'nice')",-0.4421599,-0.3427215,0.0994384
18,-0.62051475,-0.6228833,"('disagreeable', 'welcoming')",-0.6205148,-0.6228833,-0.0023685
19,-0.30926085,-0.19597182,"('inhospitable', 'hospitable')",-0.3092608,-0.1959718,0.113289
20,-0.3083088,-0.3887741,"('rough', 'thoughtful')",-0.3083088,-0.3887741,-0.0804653
21,0.32205647,0.25614294,"('immoral', 'moral')",0.3220565,0.2561429,-0.0659136
22,-0.05253897,-0.16491503,"('untrustworthy', 'trustworthy')",-0.052539,-0.164915,-0.112376
23,3.6006181,3.5663877,"('insincere', 'sincere')",3.6006181,3.5663877,-0.0342304
24,1.2138544,1.1634314,"('dishonest', 'honest')",1.2138544,1.1634314,-0.050423
25,0.69125473,0.6959711,"('egoistic', 'altruistic')",0.6912547,0.6959711,0.0047164
26,0.82159674,0.6731488,"('hardhearted', 'benevolent')",0.8215967,0.6731488,-0.1484479
27,-0.17361562,-0.2018157,"('hardhearted', 'softhearted')",-0.1736156,-0.2018157,-0.0282001
28,0.6697812,0.5540929,"('disloyal', 'loyal')",0.6697812,0.5540929,-0.1156883
29,-0.4263429,-0.41707665,"('unfair', 'fair')",-0.4263429,-0.4170766,0.0092663
30,0.6146815,0.5285756,"('intolerant', 'tolerant')",0.6146815,0.5285756,-0.0861059
31,-1.1519754,-1.0054088,"('evil', 'good')",-1.1519754,-1.0054088,0.1465666
32,0.7439798,0.6334386,"('unkind', 'kind')",0.7439798,0.6334386,-0.1105412
33,0.46875578,0.5047585,"('wrong', 'right')",0.4687558,0.5047585,0.0360027
34,2.4733212,2.6024673,"('mean', 'honorable')",2.4733212,2.6024673,0.1291461
35,-0.9570303,-0.9772049,"('corrupt', 'incorrupt')",-0.9570303,-0.9772049,-0.0201746
36,-0.8642051,-0.83792603,"('hostile', 'amicable')",-0.8642051,-0.837926,0.0262791
37,-0.14830656,-0.18396178,"('fake', 'genuine')",-0.1483066,-0.1839618,-0.0356552
38,0.41388813,0.44214877,"('untruthful', 'truthful')",0.4138881,0.4421488,0.0282607
39,0.57330483,0.57534504,"('exploitative', 'cooperative')",0.5733048,0.575345,0.0020402
40,-0.88534313,-0.9212583,"('stingy', 'generous')",-0.8853431,-0.9212583,-0.0359152
41,0.032145694,-0.06766809,"('unforgiving', 'forgiving')",0.0321457,-0.0676681,-0.0998138
42,-1.1620184,-1.1090255,"('unreliable', 'reliable')",-1.1620184,-1.1090255,0.0529929
43,0.06820044,0.051424004,"('irresponsible', 'responsible')",0.0682004,0.051424,-0.0167764
44,-1.0632541,-1.0674553,"('prejudiced', 'unprejudiced')",-1.0632541,-1.0674553,-0.0042012
45,0.4575469,0.38022524,"('incompetent', 'competent')",0.4575469,0.3802252,-0.0773217
46,-0.12487027,-0.22660765,"('uncompetitive', 'competitive')",-0.1248703,-0.2266077,-0.1017374
47,3.0155199,3.0337315,"('stupid', 'smart')",3.0155199,3.0337315,0.0182116
48,-0.21570954,-0.33610857,"('unintelligent', 'intelligent')",-0.2157095,-0.3361086,-0.1203991
49,-0.74780536,-0.6546826,"('unable', 'able')",-0.7478054,-0.6546826,0.0931228
50,-0.8542641,-0.81071186,"('clumsy', 'skillful')",-0.8542641,-0.8107119,0.0435522
51,-0.14454293,-0.22853404,"('uneducated', 'educated')",-0.1445429,-0.228534,-0.0839911
52,-0.90997404,-0.9008991,"('irrational', 'rational')",-0.909974,-0.9008991,0.0090749
53,0.14019005,0.13769323,"('uncreative', 'creative')",0.1401901,0.1376932,-0.0024969
54,0.16770354,0.28218815,"('incapable', 'capable')",0.1677035,0.2821881,0.1144846
55,0.5545128,0.44648865,"('incompetent', 'clever')",0.5545128,0.4464886,-0.1080242
56,1.5095605,1.4689811,"('impractical', 'practical')",1.5095605,1.4689811,-0.0405794
57,-2.0027645,-1.9964219,"('unimaginative', 'imaginative')",-2.0027645,-1.9964219,0.0063426
58,0.012607753,-0.040658906,"('undiscriminating', 'discriminating')",0.0126078,-0.0406589,-0.0532667
59,-0.15991576,-0.058377735,"('foolish', 'wise')",-0.1599158,-0.0583777,0.1015381
60,0.8228465,0.7825442,"('inefficient', 'efficient')",0.8228465,0.7825442,-0.0403023
61,-0.04870237,-0.16695239,"('illogical', 'logical')",-0.0487024,-0.1669524,-0.11825
62,0.9969559,1.1040199,"('incompetent', 'brilliant')",0.9969559,1.1040199,0.107064
63,0.43035847,0.4167377,"('unperceptive', 'insightful')",0.4303585,0.4167377,-0.0136208
64,-3.5977292,-3.6278043,"('shy', 'confident')",-3.5977292,-3.6278043,-0.0300751
65,-0.28613096,-0.4261657,"('insecure', 'secure')",-0.286131,-0.4261657,-0.1400347
66,-0.461462,-0.48982647,"('inactive', 'active')",-0.461462,-0.4898265,-0.0283645
67,0.7591713,0.75354093,"('doubtful', 'determined')",0.7591713,0.7535409,-0.0056304
68,-1.3304628,-1.294649,"('dependent', 'independent')",-1.3304628,-1.294649,0.0358138
69,-1.1044923,-0.99029285,"('lazy', 'industrious')",-1.1044923,-0.9902928,0.1141995
70,0.7864247,0.70596635,"('lethargic', 'energetic')",0.7864247,0.7059664,-0.0804583
71,0.35306728,0.36451343,"('diffident', 'self-confident')",0.3530673,0.3645134,0.0114461
72,-0.510117,-0.38145947,"('unambitious', 'ambitious')",-0.510117,-0.3814595,0.1286575
73,-1.2605493,-1.172966,"('helpless', 'self-reliant')",-1.2605493,-1.172966,0.0875833
74,-0.29224923,-0.3309558,"('undedicated', 'dedicated')",-0.2922492,-0.3309558,-0.0387066
75,-1.1049883,-0.92653275,"('meek', 'impulsive')",-1.1049883,-0.9265327,0.1784556
76,-0.07849485,-0.24837983,"('anxious', 'daring')",-0.0784948,-0.2483798,-0.169885
77,-0.5973591,-0.5518558,"('unmotivated', 'motivated')",-0.5973591,-0.5518558,0.0455033
