,excellence_male,excellence_female,tuple,average_male,average_female,female-male
0,0.7247848,0.38402626,"('unsociable', 'sociable')",0.7247848,0.3840263,-0.3407585
1,0.8097806,0.84535754,"('unfriendly', 'friendly')",0.8097806,0.8453575,0.0355769
2,0.093171015,0.21291369,"('unlikable', 'likable')",0.093171,0.2129137,0.1197427
3,0.57572633,0.78220624,"('repellent', 'pleasant')",0.5757263,0.7822062,0.2064799
4,-7.167167,-7.3864093,"('disliked', 'liked')",-7.1671672,-7.3864093,-0.2192421
5,-0.5124367,-0.43301892,"('distant', 'outgoing')",-0.5124367,-0.4330189,0.0794178
6,-0.30230173,-0.23222601,"('distant', 'open')",-0.3023017,-0.232226,0.0700757
7,1.6335368,1.5796759,"('insensitive', 'sensitive')",1.6335368,1.5796759,-0.0538609
8,0.53669506,0.75265485,"('unaffectionate', 'affectionate')",0.5366951,0.7526549,0.2159598
9,1.6117635,1.7413179,"('unaffectionate', 'caring')",1.6117635,1.7413179,0.1295544
10,1.4367341,1.4862598,"('unsympathetic', 'sympathetic')",1.4367341,1.4862598,0.0495257
11,2.7882195,2.7472322,"('unhelpful', 'helpful')",2.7882195,2.7472322,-0.0409873
12,-0.8801582,-0.901022,"('unsupportive', 'supportive')",-0.8801582,-0.901022,-0.0208638
13,0.45311666,0.3687707,"('impolite', 'polite')",0.4531167,0.3687707,-0.084346
14,-0.029901825,-0.04743784,"('antisocial', 'social')",-0.0299018,-0.0474378,-0.017536
15,0.52262586,0.40171376,"('boring', 'funny')",0.5226259,0.4017138,-0.1209121
16,-0.015070632,-0.06388836,"('unpopular', 'popular')",-0.0150706,-0.0638884,-0.0488178
17,-0.21617809,-0.26886258,"('nasty', 'nice')",-0.2161781,-0.2688626,-0.0526845
18,-0.8897921,-0.8413468,"('disagreeable', 'welcoming')",-0.8897921,-0.8413468,0.0484453
19,-0.3618792,-0.39084074,"('inhospitable', 'hospitable')",-0.3618792,-0.3908407,-0.0289615
20,0.75267285,0.62900144,"('rough', 'thoughtful')",0.7526729,0.6290014,-0.1236715
21,0.5346396,0.45919254,"('immoral', 'moral')",0.5346396,0.4591925,-0.0754471
22,0.12014864,-0.02632724,"('untrustworthy', 'trustworthy')",0.1201486,-0.0263272,-0.1464758
23,7.465152,7.4495435,"('insincere', 'sincere')",7.4651518,7.4495435,-0.0156083
24,1.5857253,1.818387,"('dishonest', 'honest')",1.5857253,1.818387,0.2326617
25,0.1418747,0.07723271,"('egoistic', 'altruistic')",0.1418747,0.0772327,-0.064642
26,0.17792076,0.00067191944,"('hardhearted', 'benevolent')",0.1779208,0.0006719,-0.1772489
27,1.2613223,1.3250561,"('hardhearted', 'softhearted')",1.2613223,1.3250561,0.0637338
28,1.4661397,1.410159,"('disloyal', 'loyal')",1.4661397,1.410159,-0.0559807
29,-0.6667133,-0.6973683,"('unfair', 'fair')",-0.6667133,-0.6973683,-0.030655
30,1.7896497,1.5569172,"('intolerant', 'tolerant')",1.7896497,1.5569172,-0.2327325
31,-2.1289685,-2.041368,"('evil', 'good')",-2.1289685,-2.041368,0.0876005
32,1.2238548,1.152741,"('unkind', 'kind')",1.2238548,1.152741,-0.0711138
33,-0.6357174,-0.72573113,"('wrong', 'right')",-0.6357174,-0.7257311,-0.0900137
34,5.969634,5.957554,"('mean', 'honorable')",5.9696341,5.9575539,-0.0120802
35,-1.3384433,-1.3889124,"('corrupt', 'incorrupt')",-1.3384433,-1.3889124,-0.0504691
36,-0.7275265,-0.87868816,"('hostile', 'amicable')",-0.7275265,-0.8786882,-0.1511617
37,0.92685616,0.9328934,"('fake', 'genuine')",0.9268562,0.9328934,0.0060372
38,0.96777594,0.7754737,"('untruthful', 'truthful')",0.9677759,0.7754737,-0.1923022
39,0.34312052,0.21153171,"('exploitative', 'cooperative')",0.3431205,0.2115317,-0.1315888
