,heating_male,heating_female,tuple,average_male,average_female,female-male
0,-0.05972553,-0.022459641,"('unsociable', 'sociable')",-0.0597255,-0.0224596,0.0372659
1,1.9190528,1.9688956,"('unfriendly', 'friendly')",1.9190528,1.9688956,0.0498428
2,0.09971496,0.3326736,"('unlikable', 'likable')",0.099715,0.3326736,0.2329586
3,0.8239351,1.1337011,"('repellent', 'pleasant')",0.8239351,1.1337011,0.309766
4,-7.4540586,-7.36054,"('disliked', 'liked')",-7.4540586,-7.3605399,0.0935187
5,0.0031967722,0.2321224,"('distant', 'outgoing')",0.0031968,0.2321224,0.2289256
6,0.31957784,0.5036686,"('distant', 'open')",0.3195778,0.5036686,0.1840908
7,1.3672465,1.5473647,"('insensitive', 'sensitive')",1.3672465,1.5473647,0.1801182
8,1.0889314,1.0707065,"('unaffectionate', 'affectionate')",1.0889314,1.0707065,-0.0182249
9,1.5877976,1.7303244,"('unaffectionate', 'caring')",1.5877976,1.7303244,0.1425268
10,0.7959552,0.9183707,"('unsympathetic', 'sympathetic')",0.7959552,0.9183707,0.1224155
11,1.9509542,2.0938385,"('unhelpful', 'helpful')",1.9509542,2.0938385,0.1428843
12,-1.3865683,-1.1494974,"('unsupportive', 'supportive')",-1.3865683,-1.1494974,0.2370709
13,0.15049767,0.12941222,"('impolite', 'polite')",0.1504977,0.1294122,-0.0210855
14,-0.11271174,-0.25281668,"('antisocial', 'social')",-0.1127117,-0.2528167,-0.140105
15,0.48510265,0.38108188,"('boring', 'funny')",0.4851027,0.3810819,-0.1040208
16,-0.4693088,-0.2842697,"('unpopular', 'popular')",-0.4693088,-0.2842697,0.1850391
17,0.071711294,0.043126836,"('nasty', 'nice')",0.0717113,0.0431268,-0.0285845
18,-0.32707763,-0.1951303,"('disagreeable', 'welcoming')",-0.3270776,-0.1951303,0.1319473
19,-0.36139807,-0.07314047,"('inhospitable', 'hospitable')",-0.3613981,-0.0731405,0.2882576
20,0.7892344,0.56800115,"('rough', 'thoughtful')",0.7892344,0.5680012,-0.2212332
21,-0.2737686,-0.009074591,"('immoral', 'moral')",-0.2737686,-0.0090746,0.264694
22,-0.7457899,-0.4356954,"('untrustworthy', 'trustworthy')",-0.7457899,-0.4356954,0.3100945
23,6.934616,7.1519074,"('insincere', 'sincere')",6.9346161,7.1519074,0.2172913
24,1.6156383,1.9044663,"('dishonest', 'honest')",1.6156383,1.9044663,0.288828
25,1.0146523,0.9184369,"('egoistic', 'altruistic')",1.0146523,0.9184369,-0.0962154
26,0.95675546,0.42913526,"('hardhearted', 'benevolent')",0.9567555,0.4291353,-0.5276202
27,2.0610666,1.9130522,"('hardhearted', 'softhearted')",2.0610666,1.9130522,-0.1480144
28,1.1705492,1.1068999,"('disloyal', 'loyal')",1.1705492,1.1068999,-0.0636493
29,-0.5865522,-0.64992505,"('unfair', 'fair')",-0.5865522,-0.6499251,-0.0633729
30,0.8415237,0.8805538,"('intolerant', 'tolerant')",0.8415237,0.8805538,0.0390301
31,-1.1131201,-1.0122333,"('evil', 'good')",-1.1131201,-1.0122333,0.1008868
32,1.2508644,1.1623386,"('unkind', 'kind')",1.2508644,1.1623386,-0.0885258
33,-0.015649626,0.04894089,"('wrong', 'right')",-0.0156496,0.0489409,0.0645905
34,5.0872717,5.4170823,"('mean', 'honorable')",5.0872717,5.4170823,0.3298106
35,-0.95486313,-1.0709856,"('corrupt', 'incorrupt')",-0.9548631,-1.0709856,-0.1161225
36,-1.0218805,-1.1454073,"('hostile', 'amicable')",-1.0218805,-1.1454073,-0.1235268
37,1.1585779,1.1575952,"('fake', 'genuine')",1.1585779,1.1575952,-0.0009827
38,0.22563998,0.35590714,"('untruthful', 'truthful')",0.22564,0.3559071,0.1302671
39,0.16711657,0.26541415,"('exploitative', 'cooperative')",0.1671166,0.2654141,0.0982975
40,-0.94777185,-0.9432509,"('stingy', 'generous')",-0.9477718,-0.9432509,0.0045209
41,0.047189087,-0.23042504,"('unforgiving', 'forgiving')",0.0471891,-0.230425,-0.2776141
42,-2.867758,-2.5913694,"('unreliable', 'reliable')",-2.867758,-2.5913694,0.2763886
43,0.96626204,1.0885673,"('irresponsible', 'responsible')",0.966262,1.0885673,0.1223053
44,-1.6690415,-1.898135,"('prejudiced', 'unprejudiced')",-1.6690415,-1.8981349,-0.2290934
45,0.13132219,0.26809734,"('incompetent', 'competent')",0.1313222,0.2680973,0.1367751
46,-1.0359237,-0.85173064,"('uncompetitive', 'competitive')",-1.0359237,-0.8517306,0.1841931
47,5.364687,5.5149393,"('stupid', 'smart')",5.364687,5.5149393,0.1502523
48,0.7185378,0.62498903,"('unintelligent', 'intelligent')",0.7185378,0.624989,-0.0935488
49,0.09252535,0.37727344,"('unable', 'able')",0.0925253,0.3772734,0.2847481
50,-0.29349738,-0.110936075,"('clumsy', 'skillful')",-0.2934974,-0.1109361,0.1825613
51,0.7773661,0.871833,"('uneducated', 'educated')",0.7773661,0.871833,0.0944669
52,-0.043712445,-0.02032755,"('irrational', 'rational')",-0.0437124,-0.0203275,0.0233849
53,0.19875205,0.2032252,"('uncreative', 'creative')",0.198752,0.2032252,0.0044732
54,1.0857606,1.4528565,"('incapable', 'capable')",1.0857606,1.4528565,0.3670959
55,0.8485488,0.9714016,"('incompetent', 'clever')",0.8485488,0.9714016,0.1228528
56,0.32370064,0.51290715,"('impractical', 'practical')",0.3237006,0.5129071,0.1892065
57,-2.4874952,-2.5038812,"('unimaginative', 'imaginative')",-2.4874952,-2.5038812,-0.016386
58,0.4426487,0.33672,"('undiscriminating', 'discriminating')",0.4426487,0.33672,-0.1059287
59,0.042272836,0.17234758,"('foolish', 'wise')",0.0422728,0.1723476,0.1300748
60,0.58968955,0.64918447,"('inefficient', 'efficient')",0.5896896,0.6491845,0.0594949
61,0.60609704,0.5636668,"('illogical', 'logical')",0.606097,0.5636668,-0.0424302
62,1.0539279,1.438988,"('incompetent', 'brilliant')",1.0539279,1.438988,0.3850601
63,0.38139933,0.7153361,"('unperceptive', 'insightful')",0.3813993,0.7153361,0.3339368
64,-7.027237,-6.7668443,"('shy', 'confident')",-7.0272369,-6.7668443,0.2603926
65,-0.05425772,0.21891136,"('insecure', 'secure')",-0.0542577,0.2189114,0.2731691
66,-0.3055432,-0.37830493,"('inactive', 'active')",-0.3055432,-0.3783049,-0.0727617
67,-0.6735874,-0.84868497,"('doubtful', 'determined')",-0.6735874,-0.848685,-0.1750976
68,-0.7973906,-0.53107625,"('dependent', 'independent')",-0.7973906,-0.5310763,0.2663143
69,-1.7342948,-1.8077792,"('lazy', 'industrious')",-1.7342948,-1.8077792,-0.0734844
70,1.1521925,1.3734185,"('lethargic', 'energetic')",1.1521925,1.3734185,0.221226
71,0.3431274,0.5886354,"('diffident', 'self-confident')",0.3431274,0.5886354,0.245508
72,0.9408997,1.152975,"('unambitious', 'ambitious')",0.9408997,1.152975,0.2120753
73,-2.9170518,-2.60194,"('helpless', 'self-reliant')",-2.9170518,-2.6019399,0.3151119
74,0.18558204,0.14852493,"('undedicated', 'dedicated')",0.185582,0.1485249,-0.0370571
75,-1.0043877,-0.90378505,"('meek', 'impulsive')",-1.0043877,-0.903785,0.1006027
76,0.34780547,0.25023562,"('anxious', 'daring')",0.3478055,0.2502356,-0.0975699
77,-1.5878779,-1.3236891,"('unmotivated', 'motivated')",-1.5878779,-1.3236891,0.2641888
78,-0.6994656,-0.59041584,"('nonresilient', 'resilient')",-0.6994656,-0.5904158,0.1090498
79,-0.14327618,-0.17631918,"('wavering', 'unwavering')",-0.1432762,-0.1763192,-0.033043
80,0.060372625,0.0174177,"('dominated', 'dominating')",0.0603726,0.0174177,-0.0429549
81,-0.41003782,-0.41021955,"('submissive', 'aggressive')",-0.4100378,-0.4102196,-0.0001818
82,6.4696884,6.913001,"('poor', 'rich')",6.4696884,6.9130011,0.4433127
83,-0.4406984,-0.49399942,"('powerless', 'powerful')",-0.4406984,-0.4939994,-0.053301
84,0.2604646,0.19709031,"('inferior', 'superior')",0.2604646,0.1970903,-0.0633743
85,-0.5520418,-0.8571716,"('insignificant', 'prestigious')",-0.5520418,-0.8571716,-0.3051298
86,0.7878192,0.7610498,"('uninfluential', 'influential')",0.7878192,0.7610498,-0.0267694
87,0.38799483,0.7733492,"('unsuccessful', 'successful')",0.3879948,0.7733492,0.3853544
88,0.18870871,0.19362514,"('low', 'eminent')",0.1887087,0.1936251,0.0049164
