,antelope_male,antelope_female,tuple,average_male,average_female,female-male
0,-0.69689256,-0.75898236,"('unsociable', 'sociable')",-0.6968926,-0.7589824,-0.0620898
1,-1.5352612,-1.7299128,"('unfriendly', 'friendly')",-1.5352612,-1.7299128,-0.1946516
2,-0.3619842,-0.32942617,"('unlikable', 'likable')",-0.3619842,-0.3294262,0.032558
3,-0.28271934,-0.14997153,"('repellent', 'pleasant')",-0.2827193,-0.1499715,0.1327478
4,-1.8303312,-1.869398,"('disliked', 'liked')",-1.8303312,-1.869398,-0.0390668
5,-0.5472704,-0.6079873,"('distant', 'outgoing')",-0.5472704,-0.6079873,-0.0607169
6,-0.6325897,-0.68716353,"('distant', 'open')",-0.6325897,-0.6871635,-0.0545738
7,-0.15087837,-0.14204386,"('insensitive', 'sensitive')",-0.1508784,-0.1420439,0.0088345
8,-0.11661777,-0.28787497,"('unaffectionate', 'affectionate')",-0.1166178,-0.287875,-0.1712572
9,-0.28174204,-0.41839665,"('unaffectionate', 'caring')",-0.281742,-0.4183967,-0.1366547
10,-1.4822744,-1.4173142,"('unsympathetic', 'sympathetic')",-1.4822744,-1.4173142,0.0649602
11,-0.25657395,-0.22321343,"('unhelpful', 'helpful')",-0.2565739,-0.2232134,0.0333605
12,-1.3735973,-1.3823051,"('unsupportive', 'supportive')",-1.3735973,-1.3823051,-0.0087078
13,-0.5150541,-0.5581569,"('impolite', 'polite')",-0.5150541,-0.5581569,-0.0431028
14,-0.24839225,-0.30984852,"('antisocial', 'social')",-0.2483923,-0.3098485,-0.0614562
15,0.32459202,0.22623605,"('boring', 'funny')",0.324592,0.226236,-0.098356
16,-0.25041315,-0.29067445,"('unpopular', 'popular')",-0.2504131,-0.2906744,-0.0402613
17,-0.18675788,-0.16787696,"('nasty', 'nice')",-0.1867579,-0.167877,0.0188809
18,-0.76971686,-0.7754685,"('disagreeable', 'welcoming')",-0.7697169,-0.7754685,-0.0057516
19,-1.4717568,-1.3350186,"('inhospitable', 'hospitable')",-1.4717568,-1.3350186,0.1367382
20,-0.21408868,-0.12245567,"('rough', 'thoughtful')",-0.2140887,-0.1224557,0.091633
21,-0.51494306,-0.30131477,"('immoral', 'moral')",-0.5149431,-0.3013148,0.2136283
22,-0.3029321,-0.32161787,"('untrustworthy', 'trustworthy')",-0.3029321,-0.3216179,-0.0186858
23,0.87587506,0.86379296,"('insincere', 'sincere')",0.8758751,0.863793,-0.0120821
24,-0.30239785,-0.42477375,"('dishonest', 'honest')",-0.3023978,-0.4247738,-0.122376
25,0.48684713,0.33468112,"('egoistic', 'altruistic')",0.4868471,0.3346811,-0.152166
26,-0.4493181,-0.7135312,"('hardhearted', 'benevolent')",-0.4493181,-0.7135312,-0.2642131
27,0.3275835,0.1750685,"('hardhearted', 'softhearted')",0.3275835,0.1750685,-0.152515
28,-0.057466596,-0.20456475,"('disloyal', 'loyal')",-0.0574666,-0.2045648,-0.1470982
29,-0.3223874,-0.38060457,"('unfair', 'fair')",-0.3223874,-0.3806046,-0.0582172
30,-0.28311223,-0.23364529,"('intolerant', 'tolerant')",-0.2831122,-0.2336453,0.0494669
31,-0.77139574,-0.70785236,"('evil', 'good')",-0.7713957,-0.7078524,0.0635433
32,0.039372243,-0.11284205,"('unkind', 'kind')",0.0393722,-0.1128421,-0.1522143
33,-0.020048931,-0.10052662,"('wrong', 'right')",-0.0200489,-0.1005266,-0.0804777
34,0.97261435,1.1755394,"('mean', 'honorable')",0.9726143,1.1755394,0.2029251
35,0.49715522,0.37092197,"('corrupt', 'incorrupt')",0.4971552,0.370922,-0.1262332
36,-0.97354376,-0.99139917,"('hostile', 'amicable')",-0.9735438,-0.9913992,-0.0178554
37,-0.32423657,-0.32230103,"('fake', 'genuine')",-0.3242366,-0.322301,0.0019356
38,-0.25278768,-0.31860557,"('untruthful', 'truthful')",-0.2527877,-0.3186056,-0.0658179
