,andeavor_male,andeavor_female,tuple,average_male,average_female,female-male
0,-1.1977372,-1.3257539,"('unsociable', 'sociable')",-1.1977372,-1.3257539,-0.1280167
1,-1.8523477,-1.9557152,"('unfriendly', 'friendly')",-1.8523477,-1.9557152,-0.1033675
2,-0.03769699,-0.023668658,"('unlikable', 'likable')",-0.037697,-0.0236687,0.0140283
3,0.045787953,0.15141508,"('repellent', 'pleasant')",0.045788,0.1514151,0.1056271
4,-2.7383635,-2.640689,"('disliked', 'liked')",-2.7383635,-2.6406889,0.0976746
5,-2.2264767,-2.2692692,"('distant', 'outgoing')",-2.2264767,-2.2692692,-0.0427925
6,-1.5061638,-1.5426004,"('distant', 'open')",-1.5061638,-1.5426004,-0.0364366
7,0.32907462,0.29360288,"('insensitive', 'sensitive')",0.3290746,0.2936029,-0.0354717
8,-0.66692793,-0.82228196,"('unaffectionate', 'affectionate')",-0.6669279,-0.822282,-0.1553541
9,-0.7427818,-0.8598454,"('unaffectionate', 'caring')",-0.7427818,-0.8598454,-0.1170636
10,-0.99326384,-1.0641732,"('unsympathetic', 'sympathetic')",-0.9932638,-1.0641732,-0.0709094
11,-0.5880881,-0.6091051,"('unhelpful', 'helpful')",-0.5880881,-0.6091051,-0.021017
12,-1.8818455,-1.8459975,"('unsupportive', 'supportive')",-1.8818455,-1.8459975,0.035848
13,-0.5526462,-0.6035229,"('impolite', 'polite')",-0.5526462,-0.6035229,-0.0508767
14,0.029264925,0.048351403,"('antisocial', 'social')",0.0292649,0.0483514,0.0190865
15,0.57111967,0.46744564,"('boring', 'funny')",0.5711197,0.4674456,-0.1036741
16,0.1361097,0.14483076,"('unpopular', 'popular')",0.1361097,0.1448308,0.0087211
17,-0.3781022,-0.33352616,"('nasty', 'nice')",-0.3781022,-0.3335262,0.044576
18,-0.78284657,-0.72624224,"('disagreeable', 'welcoming')",-0.7828466,-0.7262422,0.0566044
19,-1.160387,-1.1924232,"('inhospitable', 'hospitable')",-1.160387,-1.1924232,-0.0320362
20,0.06723292,-0.0059225336,"('rough', 'thoughtful')",0.0672329,-0.0059225,-0.0731554
21,-1.129754,-0.98117596,"('immoral', 'moral')",-1.1297539,-0.981176,0.1485779
22,-0.27648494,-0.3180931,"('untrustworthy', 'trustworthy')",-0.2764849,-0.3180931,-0.0416082
23,1.5398432,1.3262501,"('insincere', 'sincere')",1.5398432,1.3262501,-0.2135931
24,-0.21870735,-0.36443394,"('dishonest', 'honest')",-0.2187074,-0.3644339,-0.1457265
25,0.09148518,0.074805066,"('egoistic', 'altruistic')",0.0914852,0.0748051,-0.0166801
26,0.78843474,0.61005783,"('hardhearted', 'benevolent')",0.7884347,0.6100578,-0.1783769
27,0.1654914,-0.048963208,"('hardhearted', 'softhearted')",0.1654914,-0.0489632,-0.2144546
28,0.35184374,0.28563088,"('disloyal', 'loyal')",0.3518437,0.2856309,-0.0662128
29,-0.4698902,-0.451841,"('unfair', 'fair')",-0.4698902,-0.451841,0.0180492
30,-0.14848484,-0.14492477,"('intolerant', 'tolerant')",-0.1484848,-0.1449248,0.00356
31,-0.71356386,-0.66479516,"('evil', 'good')",-0.7135639,-0.6647952,0.0487687
32,-0.004385907,-0.19202536,"('unkind', 'kind')",-0.0043859,-0.1920254,-0.1876395
33,-0.131383,-0.075193495,"('wrong', 'right')",-0.131383,-0.0751935,0.0561895
34,1.437628,1.4136999,"('mean', 'honorable')",1.437628,1.4136999,-0.0239281
35,0.103715,-0.014060643,"('corrupt', 'incorrupt')",0.103715,-0.0140606,-0.1177756
36,-0.3163075,-0.2913081,"('hostile', 'amicable')",-0.3163075,-0.2913081,0.0249994
37,-0.31573108,-0.39405712,"('fake', 'genuine')",-0.3157311,-0.3940571,-0.078326
38,-1.1929322,-1.174507,"('untruthful', 'truthful')",-1.1929322,-1.174507,0.0184252
39,0.12721124,0.14296407,"('exploitative', 'cooperative')",0.1272112,0.1429641,0.0157529
40,-0.78207654,-0.8976756,"('stingy', 'generous')",-0.7820765,-0.8976756,-0.1155991
41,-0.00982881,0.006349977,"('unforgiving', 'forgiving')",-0.0098288,0.00635,0.0161788
42,-1.4756311,-1.3871276,"('unreliable', 'reliable')",-1.4756311,-1.3871276,0.0885035
