,overload_male,overload_female,tuple,average_male,average_female,female-male
0,-1.2261624,-1.4253439,"('unsociable', 'sociable')",-1.2261624,-1.4253439,-0.1991815
1,-0.8197748,-0.9160571,"('unfriendly', 'friendly')",-0.8197748,-0.9160571,-0.0962823
2,-0.5556034,-0.45504212,"('unlikable', 'likable')",-0.5556034,-0.4550421,0.1005613
3,-0.7885447,-0.7237462,"('repellent', 'pleasant')",-0.7885447,-0.7237462,0.0647985
4,-2.9799705,-3.0363946,"('disliked', 'liked')",-2.9799705,-3.0363946,-0.0564241
5,-0.20076843,-0.1561824,"('distant', 'outgoing')",-0.2007684,-0.1561824,0.044586
6,-0.25463197,-0.22843596,"('distant', 'open')",-0.254632,-0.228436,0.026196
7,-0.43584365,-0.42366746,"('insensitive', 'sensitive')",-0.4358436,-0.4236675,0.0121761
8,-1.2986825,-1.3467419,"('unaffectionate', 'affectionate')",-1.2986825,-1.3467419,-0.0480594
9,-0.81938356,-0.83998907,"('unaffectionate', 'caring')",-0.8193836,-0.8399891,-0.0206055
10,-1.4634898,-1.4729016,"('unsympathetic', 'sympathetic')",-1.4634898,-1.4729016,-0.0094118
11,1.0211982,1.0652368,"('unhelpful', 'helpful')",1.0211982,1.0652368,0.0440386
12,-1.2390816,-1.199288,"('unsupportive', 'supportive')",-1.2390816,-1.199288,0.0397936
13,-0.6510461,-0.72338295,"('impolite', 'polite')",-0.6510461,-0.7233829,-0.0723368
14,-0.72344035,-0.83901525,"('antisocial', 'social')",-0.7234403,-0.8390152,-0.1155749
15,-0.5280125,-0.63649356,"('boring', 'funny')",-0.5280125,-0.6364936,-0.1084811
16,-1.1443716,-1.1775788,"('unpopular', 'popular')",-1.1443716,-1.1775788,-0.0332072
17,-1.4510344,-1.4674067,"('nasty', 'nice')",-1.4510344,-1.4674067,-0.0163723
18,-0.9151922,-0.9706475,"('disagreeable', 'welcoming')",-0.9151922,-0.9706475,-0.0554553
19,-1.7658904,-1.7362378,"('inhospitable', 'hospitable')",-1.7658904,-1.7362378,0.0296526
20,-0.15083092,-0.24892494,"('rough', 'thoughtful')",-0.1508309,-0.2489249,-0.098094
21,-0.652146,-0.68283975,"('immoral', 'moral')",-0.652146,-0.6828398,-0.0306938
22,-0.9278485,-0.9775251,"('untrustworthy', 'trustworthy')",-0.9278485,-0.9775251,-0.0496766
23,2.0048335,1.9878802,"('insincere', 'sincere')",2.0048335,1.9878802,-0.0169533
24,-0.18306349,-0.18805945,"('dishonest', 'honest')",-0.1830635,-0.1880594,-0.0049959
25,-0.4195731,-0.4941707,"('egoistic', 'altruistic')",-0.4195731,-0.4941707,-0.0745976
26,0.1827117,0.030720424,"('hardhearted', 'benevolent')",0.1827117,0.0307204,-0.1519913
27,-0.6481239,-0.7244433,"('hardhearted', 'softhearted')",-0.6481239,-0.7244433,-0.0763194
28,0.09466003,0.02751281,"('disloyal', 'loyal')",0.09466,0.0275128,-0.0671472
29,-0.60458255,-0.59447336,"('unfair', 'fair')",-0.6045825,-0.5944734,0.0101091
30,-0.3650226,-0.45647815,"('intolerant', 'tolerant')",-0.3650226,-0.4564781,-0.0914555
31,-2.1342335,-2.1728854,"('evil', 'good')",-2.1342335,-2.1728854,-0.0386519
32,-0.20893984,-0.26819357,"('unkind', 'kind')",-0.2089398,-0.2681936,-0.0592538
33,-0.24732533,-0.21834902,"('wrong', 'right')",-0.2473253,-0.218349,0.0289763
34,1.7889119,1.9151654,"('mean', 'honorable')",1.7889119,1.9151654,0.1262535
35,-0.51369053,-0.6370097,"('corrupt', 'incorrupt')",-0.5136905,-0.6370097,-0.1233192
36,-1.3427681,-1.3545839,"('hostile', 'amicable')",-1.3427681,-1.3545839,-0.0118158
37,-0.84718853,-0.86309254,"('fake', 'genuine')",-0.8471885,-0.8630925,-0.015904
38,-0.18177581,-0.14383407,"('untruthful', 'truthful')",-0.1817758,-0.1438341,0.0379417
39,0.20858696,0.08262272,"('exploitative', 'cooperative')",0.208587,0.0826227,-0.1259643
40,-1.9926162,-2.0706215,"('stingy', 'generous')",-1.9926162,-2.0706215,-0.0780053
41,-0.61977106,-0.74542755,"('unforgiving', 'forgiving')",-0.6197711,-0.7454275,-0.1256564
42,-1.9856555,-1.8297002,"('unreliable', 'reliable')",-1.9856555,-1.8297002,0.1559553
43,-0.28191873,-0.31997463,"('irresponsible', 'responsible')",-0.2819187,-0.3199746,-0.0380559
44,-0.16877224,-0.1912924,"('prejudiced', 'unprejudiced')",-0.1687722,-0.1912924,-0.0225202
45,-1.4546589,-1.5139643,"('incompetent', 'competent')",-1.4546589,-1.5139643,-0.0593054
46,-0.48084414,-0.521202,"('uncompetitive', 'competitive')",-0.4808441,-0.521202,-0.0403579
47,1.094008,1.2338508,"('stupid', 'smart')",1.094008,1.2338508,0.1398428
48,-0.40588164,-0.5669546,"('unintelligent', 'intelligent')",-0.4058816,-0.5669546,-0.161073
49,-0.106080405,-0.08431032,"('unable', 'able')",-0.1060804,-0.0843103,0.0217701
50,-0.47079337,-0.40232247,"('clumsy', 'skillful')",-0.4707934,-0.4023225,0.0684709
51,-0.26152745,-0.27011925,"('uneducated', 'educated')",-0.2615274,-0.2701192,-0.0085918
52,-0.9756837,-1.0302981,"('irrational', 'rational')",-0.9756837,-1.0302981,-0.0546144
53,-1.4844006,-1.5913684,"('uncreative', 'creative')",-1.4844006,-1.5913684,-0.1069678
54,-0.7520299,-0.66982657,"('incapable', 'capable')",-0.7520299,-0.6698266,0.0822033
55,-0.68519324,-0.78379136,"('incompetent', 'clever')",-0.6851932,-0.7837914,-0.0985982
56,0.33078322,0.2863124,"('impractical', 'practical')",0.3307832,0.2863124,-0.0444708
57,-2.3584452,-2.455201,"('unimaginative', 'imaginative')",-2.3584452,-2.4552009,-0.0967557
58,-0.55706453,-0.5903853,"('undiscriminating', 'discriminating')",-0.5570645,-0.5903853,-0.0333208
59,-0.14666967,-0.07694707,"('foolish', 'wise')",-0.1466697,-0.0769471,0.0697226
60,0.5027703,0.3927778,"('inefficient', 'efficient')",0.5027703,0.3927778,-0.1099925
61,-0.050810296,-0.14430507,"('illogical', 'logical')",-0.0508103,-0.1443051,-0.0934948
62,0.13284926,0.21919873,"('incompetent', 'brilliant')",0.1328493,0.2191987,0.0863494
63,-0.31517172,-0.2957626,"('unperceptive', 'insightful')",-0.3151717,-0.2957626,0.0194091
64,-2.0472927,-2.0401342,"('shy', 'confident')",-2.0472927,-2.0401342,0.0071585
65,-0.45818803,-0.526487,"('insecure', 'secure')",-0.458188,-0.526487,-0.068299
66,-1.531053,-1.4261836,"('inactive', 'active')",-1.5310529,-1.4261836,0.1048693
67,0.45691392,0.47189847,"('doubtful', 'determined')",0.4569139,0.4718985,0.0149846
68,0.03415298,0.038877197,"('dependent', 'independent')",0.034153,0.0388772,0.0047242
69,-0.83845675,-0.7736027,"('lazy', 'industrious')",-0.8384567,-0.7736027,0.064854
70,-0.39701807,-0.3705989,"('lethargic', 'energetic')",-0.3970181,-0.3705989,0.0264192
71,0.40172744,0.42030263,"('diffident', 'self-confident')",0.4017274,0.4203026,0.0185752
72,-0.09865305,-0.036005482,"('unambitious', 'ambitious')",-0.098653,-0.0360055,0.0626475
73,-0.6172735,-0.5834781,"('helpless', 'self-reliant')",-0.6172735,-0.5834781,0.0337954
74,-0.629093,-0.6359682,"('undedicated', 'dedicated')",-0.629093,-0.6359682,-0.0068752
75,-0.035469472,0.10808446,"('meek', 'impulsive')",-0.0354695,0.1080845,0.143554
76,-0.9971926,-0.98824984,"('anxious', 'daring')",-0.9971926,-0.9882498,0.0089428
77,-0.729748,-0.7535483,"('unmotivated', 'motivated')",-0.729748,-0.7535483,-0.0238003
78,-0.31791714,-0.30269998,"('nonresilient', 'resilient')",-0.3179171,-0.3027,0.0152171
79,-0.8615972,-0.84708697,"('wavering', 'unwavering')",-0.8615972,-0.847087,0.0145102
80,0.4130854,0.4354904,"('dominated', 'dominating')",0.4130854,0.4354904,0.022405
81,0.5059534,0.54342586,"('submissive', 'aggressive')",0.5059534,0.5434259,0.0374725
82,1.4014282,1.4362235,"('poor', 'rich')",1.4014282,1.4362235,0.0347953
83,0.37617293,0.27515087,"('powerless', 'powerful')",0.3761729,0.2751509,-0.101022
84,0.89748067,0.84965956,"('inferior', 'superior')",0.8974807,0.8496596,-0.0478211
85,-0.86110806,-0.93248415,"('insignificant', 'prestigious')",-0.8611081,-0.9324841,-0.071376
86,-0.7775488,-0.96536577,"('uninfluential', 'influential')",-0.7775488,-0.9653658,-0.187817
87,-0.14429644,-0.14912167,"('unsuccessful', 'successful')",-0.1442964,-0.1491217,-0.0048253
88,-0.09188799,-0.15201011,"('low', 'eminent')",-0.091888,-0.1520101,-0.0601221
