,construction_male,construction_female,tuple,average_male,average_female,female-male
0,-0.13733041,-0.06220981,"('unsociable', 'sociable')",-0.1373304,-0.0622098,0.0751206
1,0.86634064,0.66325194,"('unfriendly', 'friendly')",0.8663406,0.6632519,-0.2030887
2,0.4010893,0.45291722,"('unlikable', 'likable')",0.4010893,0.4529172,0.0518279
3,-0.014813036,0.26411867,"('repellent', 'pleasant')",-0.014813,0.2641187,0.2789317
4,-7.1481786,-7.410913,"('disliked', 'liked')",-7.1481786,-7.410913,-0.2627344
5,-0.4362294,-0.7236636,"('distant', 'outgoing')",-0.4362294,-0.7236636,-0.2874342
6,-0.50482017,-0.75025785,"('distant', 'open')",-0.5048202,-0.7502578,-0.2454376
7,0.6644816,0.8329083,"('insensitive', 'sensitive')",0.6644816,0.8329083,0.1684267
8,0.8194603,0.68845934,"('unaffectionate', 'affectionate')",0.8194603,0.6884593,-0.131001
9,1.5841258,1.5533211,"('unaffectionate', 'caring')",1.5841258,1.5533211,-0.0308047
10,0.46090722,0.6841151,"('unsympathetic', 'sympathetic')",0.4609072,0.6841151,0.2232079
11,2.263608,2.2645614,"('unhelpful', 'helpful')",2.263608,2.2645614,0.0009534
12,-1.124244,-1.1754988,"('unsupportive', 'supportive')",-1.124244,-1.1754988,-0.0512548
13,0.14213389,0.2208084,"('impolite', 'polite')",0.1421339,0.2208084,0.0786745
14,0.7122624,0.82055455,"('antisocial', 'social')",0.7122624,0.8205546,0.1082922
15,-0.099787116,-0.13220324,"('boring', 'funny')",-0.0997871,-0.1322032,-0.0324161
16,-0.37342864,-0.36403078,"('unpopular', 'popular')",-0.3734286,-0.3640308,0.0093978
17,-0.15866432,-0.16367425,"('nasty', 'nice')",-0.1586643,-0.1636743,-0.00501
18,-1.0265903,-1.0605488,"('disagreeable', 'welcoming')",-1.0265903,-1.0605488,-0.0339585
19,-0.8950385,-0.9108985,"('inhospitable', 'hospitable')",-0.8950385,-0.9108985,-0.01586
20,0.46931276,0.56016463,"('rough', 'thoughtful')",0.4693128,0.5601646,0.0908518
21,-0.25052077,0.054476388,"('immoral', 'moral')",-0.2505208,0.0544764,0.3049972
22,-0.5871638,-0.51403713,"('untrustworthy', 'trustworthy')",-0.5871638,-0.5140371,0.0731267
23,6.4355307,6.579466,"('insincere', 'sincere')",6.4355307,6.5794659,0.1439352
24,1.140973,1.149485,"('dishonest', 'honest')",1.140973,1.149485,0.008512
25,0.5093153,0.35193443,"('egoistic', 'altruistic')",0.5093153,0.3519344,-0.1573809
26,1.4011669,1.1182207,"('hardhearted', 'benevolent')",1.4011669,1.1182207,-0.2829462
27,0.4987272,0.47647622,"('hardhearted', 'softhearted')",0.4987272,0.4764762,-0.022251
28,0.7940576,0.72174364,"('disloyal', 'loyal')",0.7940576,0.7217436,-0.072314
29,-0.6776595,-0.9122101,"('unfair', 'fair')",-0.6776595,-0.9122101,-0.2345506
30,1.0826057,1.1875546,"('intolerant', 'tolerant')",1.0826057,1.1875546,0.1049489
31,-1.9165223,-2.0974333,"('evil', 'good')",-1.9165223,-2.0974333,-0.180911
32,1.189921,1.2187716,"('unkind', 'kind')",1.189921,1.2187716,0.0288506
33,0.12654293,-0.15121618,"('wrong', 'right')",0.1265429,-0.1512162,-0.2777591
34,4.5659876,4.743561,"('mean', 'honorable')",4.5659876,4.7435608,0.1775732
35,-1.170114,-1.5123072,"('corrupt', 'incorrupt')",-1.170114,-1.5123072,-0.3421932
36,-0.56582433,-0.9404836,"('hostile', 'amicable')",-0.5658243,-0.9404836,-0.3746593
37,0.2825904,0.30017003,"('fake', 'genuine')",0.2825904,0.30017,0.0175796
38,0.5381489,0.37647262,"('untruthful', 'truthful')",0.5381489,0.3764726,-0.1616763
39,-0.3144405,-0.17475986,"('exploitative', 'cooperative')",-0.3144405,-0.1747599,0.1396806
40,-2.1256435,-2.2391503,"('stingy', 'generous')",-2.1256435,-2.2391503,-0.1135068
41,0.17907694,0.08273211,"('unforgiving', 'forgiving')",0.1790769,0.0827321,-0.0963448
42,-2.5593588,-2.4462829,"('unreliable', 'reliable')",-2.5593588,-2.4462829,0.1130759
43,1.1519003,1.3077445,"('irresponsible', 'responsible')",1.1519003,1.3077445,0.1558442
44,-0.92560357,-0.946754,"('prejudiced', 'unprejudiced')",-0.9256036,-0.946754,-0.0211504
45,0.017157998,0.12085121,"('incompetent', 'competent')",0.017158,0.1208512,0.1036932
46,-0.9738234,-0.80491143,"('uncompetitive', 'competitive')",-0.9738234,-0.8049114,0.168912
47,5.429256,5.6451783,"('stupid', 'smart')",5.429256,5.6451783,0.2159223
48,0.5147364,0.6241662,"('unintelligent', 'intelligent')",0.5147364,0.6241662,0.1094298
