,raspberry_male,raspberry_female,tuple,average_male,average_female,female-male
0,-1.2460521,-1.2516661,"('unsociable', 'sociable')",-1.2460521,-1.2516661,-0.005614
1,0.38711846,0.010446735,"('unfriendly', 'friendly')",0.3871185,0.0104467,-0.3766718
2,-0.016882727,-0.091863915,"('unlikable', 'likable')",-0.0168827,-0.0918639,-0.0749812
3,-1.4891638,-1.4666001,"('repellent', 'pleasant')",-1.4891638,-1.4666001,0.0225637
4,-2.094862,-2.14328,"('disliked', 'liked')",-2.094862,-2.14328,-0.048418
5,0.89663434,0.7990023,"('distant', 'outgoing')",0.8966343,0.7990023,-0.097632
6,1.0292466,0.8847314,"('distant', 'open')",1.0292466,0.8847314,-0.1445152
7,-1.0545805,-0.9916506,"('insensitive', 'sensitive')",-1.0545805,-0.9916506,0.0629299
8,0.3970212,0.25125754,"('unaffectionate', 'affectionate')",0.3970212,0.2512575,-0.1457637
9,0.16297904,0.031497665,"('unaffectionate', 'caring')",0.162979,0.0314977,-0.1314813
10,-1.9783751,-1.8832726,"('unsympathetic', 'sympathetic')",-1.9783751,-1.8832726,0.0951025
11,-1.2249466,-1.0909032,"('unhelpful', 'helpful')",-1.2249466,-1.0909032,0.1340434
12,-2.6530259,-2.5667326,"('unsupportive', 'supportive')",-2.6530259,-2.5667326,0.0862933
13,-1.0900925,-1.0731766,"('impolite', 'polite')",-1.0900925,-1.0731766,0.0169159
14,-1.5357934,-1.5016195,"('antisocial', 'social')",-1.5357934,-1.5016195,0.0341739
15,0.8047765,0.73484266,"('boring', 'funny')",0.8047765,0.7348427,-0.0699338
16,0.6031465,0.5114166,"('unpopular', 'popular')",0.6031465,0.5114166,-0.0917299
17,0.053049996,0.079121456,"('nasty', 'nice')",0.05305,0.0791215,0.0260715
18,-0.020640705,-0.14349163,"('disagreeable', 'welcoming')",-0.0206407,-0.1434916,-0.1228509
19,-0.6657133,-0.6700316,"('inhospitable', 'hospitable')",-0.6657133,-0.6700316,-0.0043183
20,-0.6056881,-0.6807869,"('rough', 'thoughtful')",-0.6056881,-0.6807869,-0.0750988
21,-1.4595691,-1.3143482,"('immoral', 'moral')",-1.4595691,-1.3143482,0.1452209
22,-0.46148106,-0.4505298,"('untrustworthy', 'trustworthy')",-0.4614811,-0.4505298,0.0109513
23,0.16323525,0.17993386,"('insincere', 'sincere')",0.1632352,0.1799339,0.0166987
24,-0.34611094,-0.36839628,"('dishonest', 'honest')",-0.3461109,-0.3683963,-0.0222854
25,1.3831621,1.1813396,"('egoistic', 'altruistic')",1.3831621,1.1813396,-0.2018225
26,0.14414588,-0.075166434,"('hardhearted', 'benevolent')",0.1441459,-0.0751664,-0.2193123
27,1.326142,1.1944296,"('hardhearted', 'softhearted')",1.326142,1.1944296,-0.1317124
