,huntington_male,huntington_female,tuple,ingalls_male,ingalls_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,female-male
0,0.0005429471,0.06128658,"('unsociable', 'sociable')",-1.6898925,-1.8013092,-0.542249,-0.5549121,-0.3701555,-0.4725191,-0.6504385,-0.6918635,-0.041425
1,-0.20548716,-0.12172713,"('unfriendly', 'friendly')",-2.1651065,-2.226188,-2.0512745,-2.1139174,1.3485677,1.2596508,-0.7683252,-0.8005455,-0.0322203
2,0.42751008,0.5229714,"('unlikable', 'likable')",0.36881012,0.43144017,0.35182434,0.41492334,0.22172573,0.31897825,0.3424675,0.4220783,0.0796108
3,0.22372575,0.42274106,"('repellent', 'pleasant')",-1.071881,-1.0740628,0.35552618,0.36715004,0.23836918,0.21719079,-0.063565,-0.0167452,0.0468198
4,-1.5526258,-1.6159079,"('disliked', 'liked')",-0.17362417,-0.2277022,-1.0283505,-1.150524,-6.1325593,-6.2016654,-2.2217898,-2.2989497,-0.0771599
5,-1.2557489,-1.3119625,"('distant', 'outgoing')",-0.25602186,-0.24762781,-1.7057914,-1.7224476,-0.84088886,-0.7968126,-1.0146128,-1.0197127,-0.0050999
6,-1.6335601,-1.6401939,"('distant', 'open')",-0.2668885,-0.23288356,-1.2982148,-1.3515459,-0.07559553,-0.091539964,-0.8185647,-0.8290408,-0.0104761
7,1.9426368,2.0754244,"('insensitive', 'sensitive')",-0.6675196,-0.6940935,-0.11097798,-0.062728435,0.5852402,0.56705546,0.4373448,0.4714145,0.0340697
8,0.044656914,0.03944671,"('unaffectionate', 'affectionate')",-0.62623835,-0.6075479,-2.366349,-2.3887417,0.14076623,0.047970794,-0.701791,-0.727218,-0.025427
9,0.65201586,0.6653793,"('unaffectionate', 'caring')",-0.81711286,-0.86145127,-1.5958298,-1.6539891,0.8468624,0.77848715,-0.2285161,-0.2678935,-0.0393774
10,0.8831498,1.0451518,"('unsympathetic', 'sympathetic')",-2.5201542,-2.5703588,-0.5677599,-0.5907826,0.06909454,-0.024725117,-0.5339174,-0.5351787,-0.0012613
11,-0.29762545,-0.25651303,"('unhelpful', 'helpful')",-1.1791692,-1.2615801,-0.4697201,-0.55316395,1.9133381,1.8853295,-0.0082942,-0.0464819,-0.0381877
12,0.7640532,0.89580905,"('unsupportive', 'supportive')",-0.98462754,-0.9757869,-1.3314844,-1.3210675,-1.8621497,-1.8527586,-0.8535521,-0.813451,0.0401011
13,0.24572769,0.19845185,"('impolite', 'polite')",-1.0754149,-1.1754695,1.1440494,1.1778469,-0.022006452,-0.06213083,0.0730889,0.0346746,-0.0384143
14,1.0045943,1.0609256,"('antisocial', 'social')",-0.5090776,-0.50898814,0.99095947,1.0802395,-0.6377068,-0.6550359,0.2121923,0.2442853,0.032093
15,-0.6716452,-0.8376312,"('boring', 'funny')",0.01321286,-0.014901232,0.49768347,0.45247483,-0.013823394,0.051851377,-0.0436431,-0.0870516,-0.0434085
16,-1.2211963,-1.1693804,"('unpopular', 'popular')",-0.1035981,-0.099800386,-0.7058499,-0.72773135,0.37188464,0.36651695,-0.41469,-0.4075988,0.0070912
17,0.34644112,0.33975103,"('nasty', 'nice')",0.047887646,0.08425095,-0.047572374,-0.0067890696,-0.71462953,-0.6529907,-0.0919683,-0.0589444,0.0330239
