,shopping_male,shopping_female,tuple,average_male,average_female,female-male
0,0.5709038,0.39996815,"('unsociable', 'sociable')",0.5709038,0.3999681,-0.1709357
1,0.951491,1.0544431,"('unfriendly', 'friendly')",0.951491,1.0544431,0.1029521
2,-0.34786448,-0.19015524,"('unlikable', 'likable')",-0.3478645,-0.1901552,0.1577093
3,0.8876345,0.9183738,"('repellent', 'pleasant')",0.8876345,0.9183738,0.0307393
4,-7.4370255,-7.522817,"('disliked', 'liked')",-7.4370255,-7.5228171,-0.0857916
5,-0.5510349,-0.37812918,"('distant', 'outgoing')",-0.5510349,-0.3781292,0.1729057
6,-0.18737419,-0.11278245,"('distant', 'open')",-0.1873742,-0.1127824,0.0745918
7,1.5385754,1.4844286,"('insensitive', 'sensitive')",1.5385754,1.4844286,-0.0541468
8,0.9559232,0.9853972,"('unaffectionate', 'affectionate')",0.9559232,0.9853972,0.029474
9,1.7289476,1.8377537,"('unaffectionate', 'caring')",1.7289476,1.8377537,0.1088061
10,1.209547,1.1328667,"('unsympathetic', 'sympathetic')",1.209547,1.1328667,-0.0766803
11,2.0195994,2.1740744,"('unhelpful', 'helpful')",2.0195994,2.1740744,0.154475
12,-1.2552781,-1.2066071,"('unsupportive', 'supportive')",-1.2552781,-1.2066071,0.048671
13,0.12992954,0.21835744,"('impolite', 'polite')",0.1299295,0.2183574,0.0884279
14,0.6834212,0.5643519,"('antisocial', 'social')",0.6834212,0.5643519,-0.1190693
15,0.28841174,0.27024418,"('boring', 'funny')",0.2884117,0.2702442,-0.0181675
16,-0.597321,-0.43331552,"('unpopular', 'popular')",-0.597321,-0.4333155,0.1640055
17,0.062579215,0.1358909,"('nasty', 'nice')",0.0625792,0.1358909,0.0733117
18,-0.8162936,-0.70825255,"('disagreeable', 'welcoming')",-0.8162936,-0.7082525,0.1080411
19,-0.68609565,-0.5226781,"('inhospitable', 'hospitable')",-0.6860957,-0.5226781,0.1634176
20,0.64340794,0.5190086,"('rough', 'thoughtful')",0.6434079,0.5190086,-0.1243993
21,-0.045910083,0.105763786,"('immoral', 'moral')",-0.0459101,0.1057638,0.1516739
22,-0.1495361,-0.19907118,"('untrustworthy', 'trustworthy')",-0.1495361,-0.1990712,-0.0495351
23,6.5959578,6.849101,"('insincere', 'sincere')",6.5959578,6.8491011,0.2531433
24,1.5167811,1.5339873,"('dishonest', 'honest')",1.5167811,1.5339873,0.0172062
25,0.25455606,0.3221308,"('egoistic', 'altruistic')",0.2545561,0.3221308,0.0675747
26,1.3559601,1.1212889,"('hardhearted', 'benevolent')",1.3559601,1.1212889,-0.2346712
27,1.6769723,1.5818673,"('hardhearted', 'softhearted')",1.6769723,1.5818673,-0.095105
28,1.5688065,1.469956,"('disloyal', 'loyal')",1.5688065,1.469956,-0.0988505
29,-0.11840215,-0.25961116,"('unfair', 'fair')",-0.1184022,-0.2596112,-0.141209
30,1.0990864,1.1225761,"('intolerant', 'tolerant')",1.0990864,1.1225761,0.0234897
31,-1.5253043,-1.5378325,"('evil', 'good')",-1.5253043,-1.5378325,-0.0125282
32,1.1976676,1.1264153,"('unkind', 'kind')",1.1976676,1.1264153,-0.0712523
33,-0.27628133,-0.25017256,"('wrong', 'right')",-0.2762813,-0.2501726,0.0261087
34,4.501086,4.873059,"('mean', 'honorable')",4.5010862,4.8730588,0.3719726
35,-1.1584097,-1.323119,"('corrupt', 'incorrupt')",-1.1584097,-1.323119,-0.1647093
