,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.46009493,-0.6160021,"('unsociable', 'sociable')",0.8881917,0.8971515,-0.22156972,-0.26076254,0.0688424,0.0067956,-0.0620468
1,-1.215127,-1.171463,"('unfriendly', 'friendly')",-1.2465128,-1.4909505,1.315599,1.0650685,-0.3820136,-0.5324484,-0.1504348
2,1.3017877,1.2260878,"('unlikable', 'likable')",0.64289427,0.5752866,0.64500433,0.65144557,0.8632288,0.8176067,-0.0456221
3,-0.13682625,-0.038502365,"('repellent', 'pleasant')",0.04649698,0.18613826,0.53413403,0.67820966,0.1479349,0.2752818,0.1273469
4,-0.8853283,-0.87924564,"('disliked', 'liked')",-0.52353114,-0.56176734,-5.754322,-5.71564,-2.3877271,-2.385551,0.0021761
5,-1.5931467,-1.5636129,"('distant', 'outgoing')",-1.5784701,-1.7208126,-0.37878558,-0.49436125,-1.1834675,-1.2595956,-0.0761281
6,-1.7813658,-1.6453841,"('distant', 'open')",-1.6301622,-1.7539202,0.0063857194,-0.15330838,-1.1350474,-1.1842043,-0.0491569
7,-0.086378016,0.0005234033,"('insensitive', 'sensitive')",-0.06328905,0.13821128,0.6616104,0.78296936,0.1706478,0.3072347,0.1365869
8,-0.75722367,-0.6786568,"('unaffectionate', 'affectionate')",-2.0316694,-2.1747394,0.4346127,0.21319784,-0.7847601,-0.8800661,-0.095306
9,-1.2780463,-1.1850847,"('unaffectionate', 'caring')",-1.7281278,-1.829359,0.66674995,0.60307086,-0.779808,-0.803791,-0.023983
10,-0.54272044,-0.5262669,"('unsympathetic', 'sympathetic')",-0.6198711,-0.48033932,-0.06375341,-0.012907341,-0.4087816,-0.3398379,0.0689437
11,0.029023318,-0.017577369,"('unhelpful', 'helpful')",1.0378292,1.0777146,1.9038535,1.950244,0.9902353,1.0034604,0.0132251
12,-0.29651907,-0.16927347,"('unsupportive', 'supportive')",-0.025479354,0.08229849,-1.7331012,-1.6143701,-0.6850332,-0.567115,0.1179182
13,0.33009192,0.1701343,"('impolite', 'polite')",0.8491064,0.89962554,-0.16862032,-0.17425318,0.3368593,0.2985022,-0.0383571
14,0.93829006,0.88435805,"('antisocial', 'social')",1.8865883,2.02316,-0.017215002,0.08723125,0.9358878,0.9982497,0.0623619
15,-0.054751813,-0.124530375,"('boring', 'funny')",0.19734596,0.114611134,0.67072576,0.63241535,0.2711066,0.2074987,-0.0636079
16,-0.90828943,-0.9195803,"('unpopular', 'popular')",-0.86561006,-0.9249632,0.47496566,0.46523166,-0.432978,-0.4597706,-0.0267926
17,-0.5056233,-0.43841928,"('nasty', 'nice')",-0.7454253,-0.7183033,-0.27831078,-0.28510118,-0.5097864,-0.4806079,0.0291785
18,-0.13452211,-0.0015746057,"('disagreeable', 'welcoming')",-0.32177463,-0.29470068,-0.17205708,-0.22796267,-0.2094513,-0.174746,0.0347053
19,-1.6730362,-1.6450948,"('inhospitable', 'hospitable')",-1.7335373,-1.8065344,-0.40987957,-0.48654526,-1.272151,-1.3127248,-0.0405738
20,0.017053366,0.12938315,"('rough', 'thoughtful')",0.3052693,0.3618978,0.9799403,0.97570455,0.4340877,0.4889952,0.0549075
21,0.65419686,0.51883227,"('immoral', 'moral')",1.0659415,1.1401123,-0.32010648,-0.2225991,0.4666773,0.4787818,0.0121045
22,0.49583313,0.5009305,"('untrustworthy', 'trustworthy')",0.3365473,0.39760193,-0.5570629,-0.5079489,0.0917725,0.1301945,0.038422
23,-0.12962645,-0.14288768,"('insincere', 'sincere')",-0.14480028,-0.12017257,5.1577926,5.1207128,1.6277885,1.6192176,-0.0085709
24,0.21524099,0.21983184,"('dishonest', 'honest')",-0.8723894,-0.8463074,0.72714037,0.72605073,0.0233307,0.0331917,0.009861
25,-0.24426551,-0.20312293,"('egoistic', 'altruistic')",-0.6535906,-0.74168247,1.2442608,1.1273108,0.1154682,0.0608351,-0.0546331
26,0.09574905,0.15109038,"('hardhearted', 'benevolent')",-0.13033913,-0.26519212,1.3551027,1.2329563,0.4401708,0.3729515,-0.0672193
27,-0.60272956,-0.37206665,"('hardhearted', 'softhearted')",-0.48115543,-0.38192362,1.1083671,1.057017,0.0081607,0.1010089,0.0928482
28,-0.15293802,-0.20742986,"('disloyal', 'loyal')",-0.15610588,-0.1602502,0.941513,0.86392975,0.210823,0.1654166,-0.0454064
29,-0.4809643,-0.4677137,"('unfair', 'fair')",-1.064305,-1.0869017,-0.77598834,-0.8554396,-0.7737525,-0.8033516,-0.0295991
30,0.46119803,0.40490776,"('intolerant', 'tolerant')",1.0895429,1.1128203,1.4196173,1.4245058,0.9901195,0.9807447,-0.0093748
31,-1.8877208,-1.8008467,"('evil', 'good')",-1.7942607,-1.9569842,-1.0055857,-1.1443416,-1.5625224,-1.6340575,-0.0715351
32,0.1280777,0.032426123,"('unkind', 'kind')",0.6213454,0.61262673,0.64898735,0.561663,0.4661368,0.4022386,-0.0638982
33,-0.35752812,-0.29559022,"('wrong', 'right')",-0.45352107,-0.5413873,-0.5913584,-0.66727686,-0.4674692,-0.5014181,-0.0339489
34,-0.24733435,-0.17152329,"('mean', 'honorable')",-0.19656506,-0.18690223,5.80272,5.828014,1.7862736,1.8231961,0.0369225
35,-0.5164281,-0.5635509,"('corrupt', 'incorrupt')",-1.4221995,-1.625389,-0.3617322,-0.6017536,-0.7667866,-0.9302311,-0.1634445
36,-1.661234,-1.5911949,"('hostile', 'amicable')",-1.7289455,-1.9620632,-0.20131907,-0.46267593,-1.1971662,-1.3386447,-0.1414785
37,0.4511328,0.5230979,"('fake', 'genuine')",-0.31778786,-0.19173975,0.12610334,0.1540591,0.0864828,0.1618057,0.0753229
38,-1.0115318,-1.0063742,"('untruthful', 'truthful')",-0.604566,-0.662213,-0.018163282,-0.020233072,-0.5447537,-0.5629401,-0.0181864
39,0.8558737,0.849133,"('exploitative', 'cooperative')",0.6147534,0.62698185,0.4991387,0.51833445,0.6565886,0.6648165,0.0082279
40,-0.13666648,-0.04814924,"('stingy', 'generous')",-0.49348092,-0.4719809,-1.21669,-1.2174593,-0.6156124,-0.5791965,0.0364159
41,-0.09048042,-0.06390932,"('unforgiving', 'forgiving')",-0.53663427,-0.54473335,0.2716134,0.21218815,-0.1185004,-0.1321515,-0.0136511
42,0.3710653,0.49357912,"('unreliable', 'reliable')",0.088216595,0.27038378,-2.8076308,-2.6304495,-0.782783,-0.6221622,0.1606208
43,0.06352226,0.13435438,"('irresponsible', 'responsible')",-0.3685405,-0.3002417,0.2845228,0.2869793,-0.0068318,0.040364,0.0471958
44,0.55725676,0.49299198,"('prejudiced', 'unprejudiced')",0.8256584,0.8576661,-1.1491284,-1.203337,0.0779289,0.049107,-0.0288219
45,-0.07091188,0.007908843,"('incompetent', 'competent')",0.3212244,0.41270968,0.11855145,0.1725567,0.1229546,0.1977251,0.0747705
46,0.21737139,0.23238641,"('uncompetitive', 'competitive')",0.09157347,0.26515633,-0.41582638,-0.2935975,-0.0356272,0.0679817,0.1036089
47,0.621415,0.6558114,"('stupid', 'smart')",0.8232579,0.9092899,5.3613625,5.351078,2.2686785,2.3053932,0.0367147
48,0.16392691,0.19757989,"('unintelligent', 'intelligent')",0.51752996,0.5301185,0.84072083,0.8969611,0.5073926,0.5415532,0.0341606
49,0.10249814,0.2986577,"('unable', 'able')",-0.12599197,-0.0067414343,0.19285275,0.37866426,0.056453,0.2235268,0.1670738
50,0.22853824,0.34740445,"('clumsy', 'skillful')",0.82898015,0.85704523,-0.07569842,-0.03260288,0.3272733,0.3906156,0.0633423
51,-0.4123814,-0.6343914,"('uneducated', 'educated')",0.5725476,0.56808865,0.29742506,0.27129614,0.1525304,0.0683311,-0.0841993
52,-0.6340173,-0.7560462,"('irrational', 'rational')",-0.8867616,-1.1230328,-0.5069487,-0.726172,-0.6759092,-0.8684169,-0.1925077
53,-0.9790308,-0.89834815,"('uncreative', 'creative')",-0.4964934,-0.5373979,0.88124233,0.8469024,-0.198094,-0.1962812,0.0018128
54,-0.6001599,-0.70729613,"('incapable', 'capable')",-0.63909745,-0.84351856,0.8962062,0.8140821,-0.1143504,-0.2455775,-0.1312271
55,1.056443,1.0392095,"('incompetent', 'clever')",1.2382982,1.4030948,0.52800226,0.6525472,0.9409145,1.0316171,0.0907026
56,0.9780456,0.9499174,"('impractical', 'practical')",1.0541421,1.1550673,0.014848355,0.07565606,0.6823454,0.7268802,0.0445348
57,-0.59228563,-0.5715138,"('unimaginative', 'imaginative')",0.6810694,0.74402106,-1.9378747,-1.8969934,-0.6163636,-0.5748287,0.0415349
58,0.024218228,0.054266658,"('undiscriminating', 'discriminating')",-0.15381938,-0.23373818,-0.09762934,-0.13232628,-0.0757435,-0.1039326,-0.0281891
59,-0.039286397,0.0063561797,"('foolish', 'wise')",-0.5541168,-0.62222713,-0.026496928,-0.0625154,-0.2066334,-0.2261288,-0.0194954
60,1.5036182,1.573567,"('inefficient', 'efficient')",2.4136276,2.6242154,0.36642963,0.57757515,1.4278919,1.5917859,0.163894
61,-0.43508947,-0.5550276,"('illogical', 'logical')",0.22604983,0.15451829,-0.11152202,-0.22631943,-0.1068539,-0.2089429,-0.102089
62,0.6026454,0.6795331,"('incompetent', 'brilliant')",1.0452204,1.1785215,0.27989933,0.48960766,0.6425884,0.7825541,0.1399657
63,-0.49119437,-0.48107308,"('unperceptive', 'insightful')",0.34898582,0.39458126,0.8250128,0.9618264,0.2276014,0.2917782,0.0641768
64,0.39240217,0.20316948,"('shy', 'confident')",0.63685215,0.6921304,-6.275487,-6.1471424,-1.7487442,-1.7506142,-0.00187
65,1.126247,1.0575124,"('insecure', 'secure')",1.0092219,1.145038,-0.1567946,-0.003171375,0.6595581,0.7331263,0.0735682
66,-1.1729053,-1.2851852,"('inactive', 'active')",-0.91587776,-0.93504554,0.3875563,0.30260038,-0.5670756,-0.6392101,-0.0721345
67,0.7766497,0.6479487,"('doubtful', 'determined')",1.163919,1.1276731,-0.19334315,-0.19972478,0.5824085,0.525299,-0.0571095
68,-0.17720848,-0.25697637,"('dependent', 'independent')",-0.07132955,-0.03685179,-0.42119765,-0.35087296,-0.2232452,-0.2149004,0.0083448
69,-0.22403875,-0.20880225,"('lazy', 'industrious')",0.99508065,0.8974073,-0.24347761,-0.28384775,0.1758548,0.1349191,-0.0409357
70,-0.067290485,-0.021553084,"('lethargic', 'energetic')",0.32666022,0.48087674,0.8040976,0.92749804,0.3544891,0.4622739,0.1077848
71,-0.3881316,-0.4070936,"('diffident', 'self-confident')",0.32395327,0.31521255,-0.046343125,-0.051263627,-0.0368405,-0.0477149,-0.0108744
72,0.0014984692,0.010636393,"('unambitious', 'ambitious')",0.019578578,0.036462992,-0.83255947,-0.7460128,-0.2704941,-0.2329711,0.037523
73,0.61704165,0.6095532,"('helpless', 'self-reliant')",0.38760605,0.32792097,-2.9654312,-2.8988361,-0.6535945,-0.6537873,-0.0001928
74,0.22936448,0.31238478,"('undedicated', 'dedicated')",0.8677075,0.9118426,0.09123502,0.08198518,0.3961023,0.4354042,0.0393019
75,-0.040841434,-0.090447895,"('meek', 'impulsive')",-0.34116408,-0.48215863,-0.23041664,-0.22970435,-0.2041407,-0.2674369,-0.0632962
76,0.95341605,1.0537896,"('anxious', 'daring')",1.3519769,1.5390419,0.8108124,0.9872023,1.0387352,1.1933446,0.1546094
77,-0.6981904,-0.6414762,"('unmotivated', 'motivated')",0.5757163,0.6228601,-0.72437906,-0.60943645,-0.2822844,-0.2093509,0.0729335
78,-1.1155972,-0.9641564,"('nonresilient', 'resilient')",-0.0725088,0.019208623,0.09781884,0.2190232,-0.3634291,-0.2419749,0.1214542
79,-1.5547901,-1.4829478,"('wavering', 'unwavering')",-1.5519699,-1.717162,-0.19435763,-0.2834007,-1.1003726,-1.1611702,-0.0607976
80,0.59143054,0.46683955,"('dominated', 'dominating')",0.73452747,1.0030785,-1.0766343,-0.8959259,0.0831079,0.1913307,0.1082228
81,0.5355765,0.1711175,"('submissive', 'aggressive')",1.7610971,1.8291005,0.07241808,0.2112864,0.7896972,0.7371681,-0.0525291
82,0.20761971,0.20801039,"('poor', 'rich')",-0.015484296,-0.039882697,6.0172644,6.032489,2.0697999,2.0668721,-0.0029278
83,-0.32446414,-0.3706286,"('powerless', 'powerful')",-0.4420522,-0.4345231,-1.1498045,-1.1965833,-0.6387736,-0.667245,-0.0284714
84,0.32323003,0.26116624,"('inferior', 'superior')",-0.2276316,-0.2664404,1.0823512,1.0984545,0.3926499,0.3643934,-0.0282565
85,-1.2117355,-1.1848112,"('insignificant', 'prestigious')",-1.3194315,-1.6065644,0.4072653,0.15760201,-0.7079673,-0.8779245,-0.1699572
86,-0.59258085,-0.68942046,"('uninfluential', 'influential')",-0.3542499,-0.38441887,-0.035749257,-0.04577204,-0.3275267,-0.3732038,-0.0456771
87,-0.10896279,-0.3127375,"('unsuccessful', 'successful')",0.7626917,0.78876764,0.5668006,0.66216755,0.4068432,0.3793992,-0.027444
88,-0.5905074,-0.62762856,"('low', 'eminent')",0.088892035,-0.02816256,0.21314926,0.123031825,-0.0961554,-0.1775864,-0.081431
