,dock_male,dock_female,tuple,average_male,average_female,female-male
0,0.38091445,0.43826774,"('unsociable', 'sociable')",0.3809144,0.4382677,0.0573533
1,1.931508,1.8693749,"('unfriendly', 'friendly')",1.9315079,1.8693749,-0.062133
2,0.49881494,0.61920965,"('unlikable', 'likable')",0.4988149,0.6192096,0.1203947
3,0.59085006,0.89884603,"('repellent', 'pleasant')",0.5908501,0.898846,0.3079959
4,-6.2582817,-6.624065,"('disliked', 'liked')",-6.2582817,-6.6240649,-0.3657832
5,-0.056250043,-0.12511054,"('distant', 'outgoing')",-0.05625,-0.1251105,-0.0688605
6,0.38499197,0.3659112,"('distant', 'open')",0.384992,0.3659112,-0.0190808
7,1.051389,1.287279,"('insensitive', 'sensitive')",1.051389,1.287279,0.23589
8,1.8221579,1.5677826,"('unaffectionate', 'affectionate')",1.8221579,1.5677826,-0.2543753
9,2.2129538,2.2111433,"('unaffectionate', 'caring')",2.2129538,2.2111433,-0.0018105
10,0.43502462,0.6952074,"('unsympathetic', 'sympathetic')",0.4350246,0.6952074,0.2601828
11,1.7959535,2.0327818,"('unhelpful', 'helpful')",1.7959535,2.0327818,0.2368283
12,-0.99636126,-0.887147,"('unsupportive', 'supportive')",-0.9963613,-0.887147,0.1092143
13,-0.32481188,-0.23964554,"('impolite', 'polite')",-0.3248119,-0.2396455,0.0851664
14,0.23057319,0.21583411,"('antisocial', 'social')",0.2305732,0.2158341,-0.0147391
15,0.9301064,0.66036475,"('boring', 'funny')",0.9301064,0.6603647,-0.2697417
16,-0.40776867,-0.4101429,"('unpopular', 'popular')",-0.4077687,-0.4101429,-0.0023742
17,0.041383963,-0.028021127,"('nasty', 'nice')",0.041384,-0.0280211,-0.0694051
18,-0.69556963,-0.43458924,"('disagreeable', 'welcoming')",-0.6955696,-0.4345892,0.2609804
19,-0.561825,-0.44530582,"('inhospitable', 'hospitable')",-0.561825,-0.4453058,0.1165192
20,0.14882222,0.12542379,"('rough', 'thoughtful')",0.1488222,0.1254238,-0.0233984
21,-0.62047666,-0.07819332,"('immoral', 'moral')",-0.6204767,-0.0781933,0.5422834
22,-0.8131901,-0.60438097,"('untrustworthy', 'trustworthy')",-0.8131901,-0.604381,0.2088091
23,6.259651,6.6840053,"('insincere', 'sincere')",6.2596512,6.6840053,0.4243541
24,1.368634,1.6644154,"('dishonest', 'honest')",1.368634,1.6644154,0.2957814
25,1.1426584,1.1649342,"('egoistic', 'altruistic')",1.1426584,1.1649342,0.0222758
26,1.3426858,0.7437368,"('hardhearted', 'benevolent')",1.3426858,0.7437368,-0.598949
27,1.4371948,1.3286471,"('hardhearted', 'softhearted')",1.4371948,1.3286471,-0.1085477
28,1.2170475,1.2116094,"('disloyal', 'loyal')",1.2170475,1.2116094,-0.0054381
29,-0.35315105,-0.4059838,"('unfair', 'fair')",-0.3531511,-0.4059838,-0.0528327
30,0.5373159,0.7490865,"('intolerant', 'tolerant')",0.5373159,0.7490865,0.2117706
31,-0.92320365,-1.1086161,"('evil', 'good')",-0.9232036,-1.1086161,-0.1854125
