,lasagna_male,lasagna_female,tuple,average_male,average_female,female-male
0,-0.70456386,-0.5687322,"('unsociable', 'sociable')",-0.7045639,-0.5687322,0.1358317
1,0.026786044,0.040906943,"('unfriendly', 'friendly')",0.026786,0.0409069,0.0141209
2,0.573878,0.5191214,"('unlikable', 'likable')",0.573878,0.5191214,-0.0547566
3,-1.4953972,-1.4479618,"('repellent', 'pleasant')",-1.4953972,-1.4479618,0.0474354
4,-1.1185288,-1.0225846,"('disliked', 'liked')",-1.1185288,-1.0225846,0.0959442
5,0.6695764,0.6651816,"('distant', 'outgoing')",0.6695764,0.6651816,-0.0043948
6,0.801049,0.8603547,"('distant', 'open')",0.801049,0.8603547,0.0593057
7,-1.3382788,-1.1879563,"('insensitive', 'sensitive')",-1.3382788,-1.1879563,0.1503225
8,0.66986245,0.5096776,"('unaffectionate', 'affectionate')",0.6698624,0.5096776,-0.1601848
9,0.53717184,0.4537512,"('unaffectionate', 'caring')",0.5371718,0.4537512,-0.0834206
10,-1.8458166,-1.6914848,"('unsympathetic', 'sympathetic')",-1.8458166,-1.6914848,0.1543318
11,-1.0259155,-1.1112313,"('unhelpful', 'helpful')",-1.0259155,-1.1112313,-0.0853158
12,-0.59296966,-0.47496927,"('unsupportive', 'supportive')",-0.5929697,-0.4749693,0.1180004
13,-1.115654,-1.0944165,"('impolite', 'polite')",-1.115654,-1.0944165,0.0212375
14,-1.1539438,-1.042137,"('antisocial', 'social')",-1.1539438,-1.042137,0.1118068
15,0.9249174,0.8093788,"('boring', 'funny')",0.9249174,0.8093788,-0.1155386
16,0.1849668,0.20622951,"('unpopular', 'popular')",0.1849668,0.2062295,0.0212627
17,0.0925637,0.11832027,"('nasty', 'nice')",0.0925637,0.1183203,0.0257566
18,-0.34033412,-0.24234948,"('disagreeable', 'welcoming')",-0.3403341,-0.2423495,0.0979846
19,-0.2493707,-0.23282586,"('inhospitable', 'hospitable')",-0.2493707,-0.2328259,0.0165448
20,0.32609862,0.23154156,"('rough', 'thoughtful')",0.3260986,0.2315416,-0.094557
21,-0.47694948,-0.29567403,"('immoral', 'moral')",-0.4769495,-0.295674,0.1812755
22,-0.51651025,-0.4324468,"('untrustworthy', 'trustworthy')",-0.5165102,-0.4324468,0.0840634
23,-0.17072956,-0.20951894,"('insincere', 'sincere')",-0.1707296,-0.2095189,-0.0387893
24,-0.39940286,-0.41628876,"('dishonest', 'honest')",-0.3994029,-0.4162888,-0.0168859
25,1.9886267,1.9111346,"('egoistic', 'altruistic')",1.9886267,1.9111346,-0.0774921
26,0.59807724,0.5855751,"('hardhearted', 'benevolent')",0.5980772,0.5855751,-0.0125021
27,0.934352,0.8260341,"('hardhearted', 'softhearted')",0.934352,0.8260341,-0.1083179
28,-0.3507462,-0.4538072,"('disloyal', 'loyal')",-0.3507462,-0.4538072,-0.103061
29,-0.5846053,-0.5855587,"('unfair', 'fair')",-0.5846053,-0.5855587,-0.0009534
30,-0.985391,-0.9034164,"('intolerant', 'tolerant')",-0.985391,-0.9034164,0.0819746
31,-0.28553537,-0.14899953,"('evil', 'good')",-0.2855354,-0.1489995,0.1365359
32,0.32089537,0.2165556,"('unkind', 'kind')",0.3208954,0.2165556,-0.1043398
33,0.7119745,0.67167586,"('wrong', 'right')",0.7119745,0.6716759,-0.0402986
34,0.627635,0.75631696,"('mean', 'honorable')",0.627635,0.756317,0.128682
35,1.7555947,1.5913583,"('corrupt', 'incorrupt')",1.7555947,1.5913583,-0.1642364
36,0.5594264,0.52139974,"('hostile', 'amicable')",0.5594264,0.5213997,-0.0380267
37,0.18952775,0.13251767,"('fake', 'genuine')",0.1895278,0.1325177,-0.0570101
38,-0.18519561,-0.14637452,"('untruthful', 'truthful')",-0.1851956,-0.1463745,0.0388211
39,-0.25845683,-0.32364318,"('exploitative', 'cooperative')",-0.2584568,-0.3236432,-0.0651864
40,-0.22163709,-0.14021324,"('stingy', 'generous')",-0.2216371,-0.1402132,0.0814239
41,-0.3786283,-0.18121035,"('unforgiving', 'forgiving')",-0.3786283,-0.1812104,0.1974179
42,-1.0174731,-0.89634717,"('unreliable', 'reliable')",-1.0174731,-0.8963472,0.1211259
43,-1.3605065,-1.3533913,"('irresponsible', 'responsible')",-1.3605065,-1.3533913,0.0071152
44,0.28526124,0.1770136,"('prejudiced', 'unprejudiced')",0.2852612,0.1770136,-0.1082476
45,-1.3653594,-1.0317365,"('incompetent', 'competent')",-1.3653594,-1.0317365,0.3336229
46,-1.2451217,-1.1358743,"('uncompetitive', 'competitive')",-1.2451217,-1.1358743,0.1092474
47,1.0172662,0.9552355,"('stupid', 'smart')",1.0172662,0.9552355,-0.0620307
48,-0.43470004,-0.3526179,"('unintelligent', 'intelligent')",-0.4347,-0.3526179,0.0820821
49,-0.13999107,-0.061941966,"('unable', 'able')",-0.1399911,-0.061942,0.0780491
50,-0.6016594,-0.72957337,"('clumsy', 'skillful')",-0.6016594,-0.7295734,-0.127914
51,-1.5448707,-1.512065,"('uneducated', 'educated')",-1.5448707,-1.5120651,0.0328056
52,0.6749414,0.4419586,"('irrational', 'rational')",0.6749414,0.4419586,-0.2329828
53,-0.8803908,-0.82663167,"('uncreative', 'creative')",-0.8803908,-0.8266317,0.0537591
54,0.46349502,0.39280057,"('incapable', 'capable')",0.463495,0.3928006,-0.0706944
55,-1.074531,-0.86260265,"('incompetent', 'clever')",-1.074531,-0.8626027,0.2119283
56,-0.5016264,-0.3257876,"('impractical', 'practical')",-0.5016264,-0.3257876,0.1758388
57,-1.9475698,-1.840007,"('unimaginative', 'imaginative')",-1.9475698,-1.8400069,0.1075629
58,-1.5156657,-1.4236846,"('undiscriminating', 'discriminating')",-1.5156657,-1.4236846,0.0919811
59,0.6016757,0.42531505,"('foolish', 'wise')",0.6016757,0.4253151,-0.1763606
60,-0.8752498,-0.66471606,"('inefficient', 'efficient')",-0.8752498,-0.6647161,0.2105337
61,-0.7010687,-0.80145246,"('illogical', 'logical')",-0.7010687,-0.8014525,-0.1003838
62,-0.7051847,-0.63901174,"('incompetent', 'brilliant')",-0.7051847,-0.6390117,0.066173
63,-0.8731612,-0.7327409,"('unperceptive', 'insightful')",-0.8731612,-0.7327409,0.1404203
64,-1.7116477,-1.6279548,"('shy', 'confident')",-1.7116477,-1.6279548,0.0836929
65,-1.5145853,-1.568178,"('insecure', 'secure')",-1.5145853,-1.5681781,-0.0535928
66,-0.04116147,-0.06857693,"('inactive', 'active')",-0.0411615,-0.0685769,-0.0274154
67,-0.14506502,-0.0870844,"('doubtful', 'determined')",-0.145065,-0.0870844,0.0579806
68,-0.6653317,-0.6562762,"('dependent', 'independent')",-0.6653317,-0.6562762,0.0090555
69,1.3993202,1.3321961,"('lazy', 'industrious')",1.3993202,1.3321961,-0.0671241
70,-1.1649016,-1.1077491,"('lethargic', 'energetic')",-1.1649016,-1.1077491,0.0571525
71,0.6488954,0.7060736,"('diffident', 'self-confident')",0.6488954,0.7060736,0.0571782
72,-1.1187173,-1.2233644,"('unambitious', 'ambitious')",-1.1187173,-1.2233644,-0.1046471
73,-0.08663872,-0.17176619,"('helpless', 'self-reliant')",-0.0866387,-0.1717662,-0.0851275
74,0.07473641,0.15873376,"('undedicated', 'dedicated')",0.0747364,0.1587338,0.0839974
75,0.6493818,0.6333177,"('meek', 'impulsive')",0.6493818,0.6333177,-0.0160641
76,-0.5619941,-0.41464677,"('anxious', 'daring')",-0.5619941,-0.4146468,0.1473473
77,-1.1625938,-0.9717935,"('unmotivated', 'motivated')",-1.1625938,-0.9717935,0.1908003
78,-0.016056709,0.06485385,"('nonresilient', 'resilient')",-0.0160567,0.0648538,0.0809105
79,0.51850104,0.602792,"('wavering', 'unwavering')",0.518501,0.602792,0.084291
80,-0.9319904,-1.0093889,"('dominated', 'dominating')",-0.9319904,-1.0093889,-0.0773985
81,-0.94975835,-0.86301434,"('submissive', 'aggressive')",-0.9497584,-0.8630143,0.0867441
82,0.3575825,0.40539384,"('poor', 'rich')",0.3575825,0.4053938,0.0478113
83,-0.41075397,-0.43858415,"('powerless', 'powerful')",-0.410754,-0.4385841,-0.0278301
84,0.3866246,0.23968989,"('inferior', 'superior')",0.3866246,0.2396899,-0.1469347
85,0.9823172,0.896548,"('insignificant', 'prestigious')",0.9823172,0.896548,-0.0857692
86,-1.818108,-1.692826,"('uninfluential', 'influential')",-1.818108,-1.692826,0.125282
87,-0.33344248,-0.40021178,"('unsuccessful', 'successful')",-0.3334425,-0.4002118,-0.0667693
88,-0.055552665,-0.24958338,"('low', 'eminent')",-0.0555527,-0.2495834,-0.1940307
