,ch_male,ch_female,tuple,robinson_male,robinson_female,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,female-male
0,3.1098475,2.9876447,"('unsociable', 'sociable')",0.5065609,0.40524074,0.28620508,0.2219957,-0.6235068,-0.76790416,0.8197767,0.7117442,-0.1080325
1,-0.8178672,-0.8286115,"('unfriendly', 'friendly')",-0.008273013,-0.2289662,0.43162075,0.3257867,2.0414124,1.9350582,0.4117232,0.3008168,-0.1109064
2,1.4162033,1.5392904,"('unlikable', 'likable')",0.8065775,0.9791564,1.2834804,1.470589,0.7366728,0.9327142,1.0607334,1.2304375,0.1697041
3,1.5870436,1.6207304,"('repellent', 'pleasant')",-0.7277071,-0.5675654,-0.33349624,-0.24991924,0.15285888,0.19271825,0.1696748,0.248991,0.0793162
4,-2.5657182,-2.5100753,"('disliked', 'liked')",-0.18937515,-0.24978401,0.04012259,-0.050268643,-6.2892694,-6.4713874,-2.25106,-2.3203788,-0.0693188
5,-2.621143,-2.564361,"('distant', 'outgoing')",0.104704976,0.14449297,0.3486393,0.30397135,0.1575639,0.26743335,-0.5025587,-0.4621159,0.0404428
6,-3.4960957,-3.4066727,"('distant', 'open')",-0.4606552,-0.36445752,-0.5271628,-0.5928065,0.49381548,0.6083064,-0.9975245,-0.9389076,0.0586169
7,2.3961065,2.4856815,"('insensitive', 'sensitive')",0.35436127,0.38046095,0.044874758,0.09225567,1.0948179,1.033879,0.9725401,0.9980693,0.0255292
8,-1.3261886,-1.3294444,"('unaffectionate', 'affectionate')",0.49442407,0.51829743,-0.5130346,-0.5158158,0.99077284,1.0085646,-0.0885065,-0.0795995,0.008907
9,0.29407525,0.27758956,"('unaffectionate', 'caring')",0.7143503,0.6770128,0.5257419,0.493008,1.4796892,1.4568769,0.7534641,0.7261218,-0.0273423
10,3.3173306,3.2284071,"('unsympathetic', 'sympathetic')",-0.071719386,-0.05371708,-0.74413997,-0.68924344,-0.4391795,-0.5578705,0.515573,0.481894,-0.033679
11,1.363876,1.3569278,"('unhelpful', 'helpful')",-1.3087388,-1.3123873,0.18100712,0.25649378,1.7068307,1.7482014,0.4857438,0.5123089,0.0265651
12,2.4101622,2.5473197,"('unsupportive', 'supportive')",1.4973152,1.5830542,1.4223123,1.5339931,-1.4154645,-1.3836788,0.9785813,1.0701721,0.0915908
13,2.1047673,2.113797,"('impolite', 'polite')",0.9810261,0.987977,0.19282891,0.29098088,-0.19334263,-0.18885145,0.7713199,0.8009759,0.029656
14,3.4606533,3.4029975,"('antisocial', 'social')",0.5882456,0.6347758,1.6485583,1.6665822,-0.32245606,-0.44211394,1.3437502,1.3155603,-0.0281899
15,0.100110926,0.07213157,"('boring', 'funny')",-0.3112468,-0.44579646,-0.5491174,-0.588658,0.619612,0.5846354,-0.0351603,-0.0944219,-0.0592616
16,-2.2631524,-2.1449351,"('unpopular', 'popular')",-1.7341547,-1.6227663,-0.74293596,-0.7022131,0.12791133,0.20340317,-1.1530828,-1.0666279,0.0864549
17,-0.49590582,-0.38711694,"('nasty', 'nice')",-0.8829647,-0.73678565,-1.8670906,-1.7362614,-0.64353,-0.5331277,-0.9723728,-0.8483229,0.1240499
18,-0.027624235,0.11261208,"('disagreeable', 'welcoming')",0.95607024,1.1123085,0.30771035,0.43391943,-0.34610346,-0.28062934,0.2225132,0.3445527,0.1220395
19,-1.8259169,-1.695269,"('inhospitable', 'hospitable')",-0.4936555,-0.45517215,-0.51946944,-0.5290448,0.08866267,0.2202132,-0.6875948,-0.6148182,0.0727766
20,0.94410497,0.929611,"('rough', 'thoughtful')",-0.4767746,-0.36692423,-0.09157688,-0.065696836,0.9155462,0.80515563,0.3228249,0.3255364,0.0027115
21,2.905844,2.9582245,"('immoral', 'moral')",0.22991553,0.19976066,0.26259038,0.42380226,-0.8754755,-0.89397305,0.6307186,0.6719536,0.041235
22,1.97134,1.9546161,"('untrustworthy', 'trustworthy')",0.42210314,0.34256393,0.80829656,0.7568388,-0.69548523,-0.76116294,0.6265637,0.5732139,-0.0533498
23,2.6159737,2.526978,"('insincere', 'sincere')",0.39459863,0.3615216,0.9513739,0.9873407,5.732334,5.7277107,2.4235702,2.4008877,-0.0226825
24,1.3750854,1.3736367,"('dishonest', 'honest')",0.14911985,0.14536643,0.59874386,0.71790355,0.7849717,0.73737127,0.7269802,0.7435695,0.0165893
25,-1.197952,-1.1077834,"('egoistic', 'altruistic')",0.7769397,0.7512456,0.67573804,0.68707955,1.4971658,1.4609131,0.4379729,0.4478637,0.0098908
26,0.3784142,0.3218678,"('hardhearted', 'benevolent')",1.4409549,1.2683524,2.0077972,1.8994504,1.9295722,1.8168186,1.4391847,1.3266224,-0.1125623
27,-0.45499617,-0.36765012,"('hardhearted', 'softhearted')",-0.46642503,-0.3395221,-0.3306024,-0.2971449,1.1382757,1.098666,-0.028437,0.0235872,0.0520242
28,0.38817513,0.20892234,"('disloyal', 'loyal')",0.08086812,-0.018678552,0.34445393,0.20667672,0.9126576,0.7095655,0.4315387,0.2766215,-0.1549172
