,swell_male,swell_female,tuple,average_male,average_female,female-male
0,0.2539875,0.07372059,"('unsociable', 'sociable')",0.2539875,0.0737206,-0.1802669
1,1.3402183,1.428568,"('unfriendly', 'friendly')",1.3402183,1.428568,0.0883497
2,0.7465435,0.9074036,"('unlikable', 'likable')",0.7465435,0.9074036,0.1608601
3,1.0680559,1.1313655,"('repellent', 'pleasant')",1.0680559,1.1313655,0.0633096
4,-6.696729,-6.716585,"('disliked', 'liked')",-6.6967292,-6.7165852,-0.019856
5,-0.04670637,0.10380629,"('distant', 'outgoing')",-0.0467064,0.1038063,0.1505127
6,0.18133524,0.36267337,"('distant', 'open')",0.1813352,0.3626734,0.1813382
7,0.7411777,0.9131601,"('insensitive', 'sensitive')",0.7411777,0.9131601,0.1719824
8,0.83455014,0.9455374,"('unaffectionate', 'affectionate')",0.8345501,0.9455374,0.1109873
9,1.3483196,1.493757,"('unaffectionate', 'caring')",1.3483196,1.493757,0.1454374
10,1.3039603,1.3790063,"('unsympathetic', 'sympathetic')",1.3039603,1.3790063,0.075046
11,2.1972837,2.1991374,"('unhelpful', 'helpful')",2.1972837,2.1991374,0.0018537
12,-1.6045451,-1.5189617,"('unsupportive', 'supportive')",-1.6045451,-1.5189617,0.0855834
13,0.5607352,0.40890113,"('impolite', 'polite')",0.5607352,0.4089011,-0.1518341
14,-0.12332768,-0.32799605,"('antisocial', 'social')",-0.1233277,-0.327996,-0.2046683
15,0.7384566,0.71198374,"('boring', 'funny')",0.7384566,0.7119837,-0.0264729
16,0.037706077,0.09067519,"('unpopular', 'popular')",0.0377061,0.0906752,0.0529691
17,0.053617954,0.05134102,"('nasty', 'nice')",0.053618,0.051341,-0.002277
18,-0.3323312,-0.40140897,"('disagreeable', 'welcoming')",-0.3323312,-0.401409,-0.0690778
19,-0.4963255,-0.26151076,"('inhospitable', 'hospitable')",-0.4963255,-0.2615108,0.2348147
20,0.83843094,0.7517211,"('rough', 'thoughtful')",0.8384309,0.7517211,-0.0867098
21,0.35410723,0.4457431,"('immoral', 'moral')",0.3541072,0.4457431,0.0916359
