,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.1398885,-1.3006649,"('unsociable', 'sociable')",-0.20548394,-0.29806176,-0.017481506,-0.02023177,-0.592179,-0.6510319,-0.4887583,-0.5674976,-0.0787393
1,1.633587,1.5840333,"('unfriendly', 'friendly')",1.4589154,1.3932414,0.88612294,0.85127175,1.7068678,1.324161,1.4213732,1.2881769,-0.1331963
2,0.67590314,0.68073094,"('unlikable', 'likable')",0.40957952,0.4439854,1.378835,1.4885134,0.8661638,1.0035821,0.8326203,0.9042029,0.0715826
3,-2.209,-2.211496,"('repellent', 'pleasant')",-1.7150058,-1.6799955,-1.2964495,-1.2481418,0.11493346,0.16211465,-1.2763805,-1.2443796,0.0320009
4,0.44169945,0.5115498,"('disliked', 'liked')",0.41187492,0.40735134,0.7728879,0.74490106,-5.8717546,-5.5517364,-1.0613232,-0.9719836,0.0893396
5,2.8797967,3.1624467,"('distant', 'outgoing')",1.4591199,1.5544451,0.57133293,0.6245512,0.3013664,0.28472346,1.302904,1.4065416,0.1036376
6,2.6001818,2.9063973,"('distant', 'open')",1.811394,1.934713,0.8726306,0.96422297,0.6003568,0.5361026,1.4711409,1.585359,0.1142181
7,-0.25812194,-0.24465033,"('insensitive', 'sensitive')",-0.5260945,-0.45560786,-0.97944754,-0.87899745,-0.31289554,-0.33594817,-0.5191399,-0.478801,0.0403389
8,1.1672392,1.2254392,"('unaffectionate', 'affectionate')",1.410429,1.402097,1.3206283,1.2024794,1.329876,0.985269,1.3070431,1.2038212,-0.1032219
9,1.9138017,2.0569546,"('unaffectionate', 'caring')",1.7588657,1.7574859,1.0304381,0.9724889,1.5378654,1.2549963,1.5602427,1.5104814,-0.0497613
10,-1.463235,-1.5172732,"('unsympathetic', 'sympathetic')",-1.0884689,-1.0949918,-1.1307071,-1.1331164,-0.58075964,-0.5820716,-1.0657927,-1.0818633,-0.0160706
11,-0.31770748,-0.4145252,"('unhelpful', 'helpful')",-0.23168352,-0.2809963,-1.0968082,-1.0766717,1.6784889,1.6490879,0.0080724,-0.0307763,-0.0388487
12,0.85100204,0.9491304,"('unsupportive', 'supportive')",1.487135,1.554594,0.84440345,0.93771696,-1.9095728,-1.8439893,0.318242,0.3993631,0.0811211
13,-0.94376373,-1.0760009,"('impolite', 'polite')",-0.8626544,-0.8683864,-1.0414274,-0.99041003,-0.867933,-0.73836887,-0.9289446,-0.9182916,0.010653
14,-1.0620315,-1.2863318,"('antisocial', 'social')",-0.99467903,-1.0435345,-0.0068857446,0.042680655,-1.2051865,-1.1224416,-0.8171957,-0.8524069,-0.0352112
15,0.97486824,0.9239286,"('boring', 'funny')",0.8506194,0.8737737,0.7170782,0.6758867,0.4805309,0.566071,0.7557742,0.759915,0.0041408
16,0.050488364,0.14940882,"('unpopular', 'popular')",0.13385762,0.1919347,0.9043092,0.89979243,0.47429967,0.4358955,0.3907387,0.4192579,0.0285192
17,-0.19728427,-0.11923941,"('nasty', 'nice')",-0.30768365,-0.26418442,0.13659102,0.1769489,-0.21280639,-0.10486147,-0.1452958,-0.0778341,0.0674617
18,0.42718798,0.52819407,"('disagreeable', 'welcoming')",0.7567305,0.7884568,0.9465134,1.0034366,-0.68432707,-0.8089844,0.3615262,0.3777758,0.0162496
19,1.7230308,1.8620664,"('inhospitable', 'hospitable')",0.85329264,0.87190914,-0.080899455,-0.0815056,0.6298023,0.6061173,0.7813066,0.8146468,0.0333402
20,0.08222332,-0.07614746,"('rough', 'thoughtful')",-0.586167,-0.7130495,0.4242796,0.52047586,-0.091490485,-0.12804955,-0.0427886,-0.0991926,-0.056404
21,-0.84641016,-0.929884,"('immoral', 'moral')",-0.89128697,-0.92376405,-0.43313465,-0.440143,-1.7715521,-1.7343026,-0.9855959,-1.0070235,-0.0214276
22,-1.0891895,-1.247612,"('untrustworthy', 'trustworthy')",-1.2156506,-1.2912015,-0.7579674,-0.76263934,-2.100156,-2.0884302,-1.290741,-1.3474708,-0.0567298
23,-0.21197423,-0.2920519,"('insincere', 'sincere')",-0.29311097,-0.31813574,-0.91635066,-0.8686269,4.36992,3.9676774,0.737121,0.6222157,-0.1149053
24,-0.19896962,-0.22043915,"('dishonest', 'honest')",0.09425452,0.15662858,-0.6349957,-0.61532915,-0.48422635,-0.61154896,-0.3059843,-0.3226722,-0.0166879
25,1.2097529,1.2379866,"('egoistic', 'altruistic')",0.59966093,0.5756233,1.3089824,1.2543975,1.8819923,1.7359875,1.2500972,1.2009988,-0.0490984
26,2.1333654,2.0082934,"('hardhearted', 'benevolent')",2.643645,2.5721312,2.962336,2.8532736,2.0295787,1.83605,2.4422312,2.3174369,-0.1247943
27,-0.0007360503,-0.095068604,"('hardhearted', 'softhearted')",0.6148214,0.5329903,-0.26449078,-0.27980408,0.9477264,0.73466885,0.3243302,0.2231966,-0.1011336
28,0.60592157,0.57004344,"('disloyal', 'loyal')",0.05901767,0.07039096,-0.12227218,-0.1820272,0.21843684,-0.018496906,0.190276,0.1099776,-0.0802984
29,-0.34794307,-0.36231703,"('unfair', 'fair')",-1.777859,-1.81598,-0.748793,-0.682686,-1.1060202,-1.1359253,-0.9951538,-0.999227,-0.0040732
30,-0.3370507,-0.4349176,"('intolerant', 'tolerant')",-0.89700615,-0.927828,-0.94147193,-0.99012536,-1.2643602,-1.13486,-0.8599722,-0.8719327,-0.0119605
31,0.9031316,1.0328873,"('evil', 'good')",0.15608957,0.22835943,0.39021486,0.42803487,-0.0066266023,-0.05162885,0.3607023,0.4094132,0.0487109
32,0.11168578,0.01102896,"('unkind', 'kind')",0.039863594,-0.023121882,0.6760549,0.6538566,0.41120696,0.28626668,0.3097028,0.2320076,-0.0776952
33,1.757786,1.7946022,"('wrong', 'right')",0.93779314,0.8932039,1.223446,1.3291087,-0.22171943,-0.21051724,0.9243264,0.9515994,0.027273
34,-0.80464786,-0.7988614,"('mean', 'honorable')",-0.5445625,-0.5073804,0.1758168,0.1925495,4.9291916,4.7090616,0.9389495,0.8988423,-0.0401072
35,2.1839285,2.2608945,"('corrupt', 'incorrupt')",0.797065,0.6958114,0.9174155,0.87785435,0.7484196,0.6715798,1.1617072,1.1265351,-0.0351721
36,1.2013589,1.3097341,"('hostile', 'amicable')",0.8233818,0.7435618,1.0003912,0.9355997,0.9578716,0.74561125,0.9957509,0.9336267,-0.0621242
37,0.25586167,0.17626974,"('fake', 'genuine')",0.20158987,0.15729588,-0.26211402,-0.20267507,0.38534018,0.32501873,0.1451694,0.1139773,-0.0311921
38,0.43287173,0.5159967,"('untruthful', 'truthful')",0.2407268,0.26308003,-0.46961784,-0.39584374,0.3866872,0.46185505,0.147667,0.211272,0.063605
39,-0.017248247,0.08271985,"('exploitative', 'cooperative')",-0.024220007,0.15492375,0.16542032,0.24834083,0.12783189,0.2463081,0.062946,0.1830731,0.1201271
40,0.37235028,0.4459938,"('stingy', 'generous')",0.7119687,0.70687276,-0.08897899,-0.0139319,-2.2636986,-2.2523246,-0.3170896,-0.2783475,0.0387421
