,spice_male,spice_female,tuple,average_male,average_female,female-male
0,-0.11211455,-0.15474921,"('unsociable', 'sociable')",-0.1121145,-0.1547492,-0.0426347
1,1.8289155,1.8614533,"('unfriendly', 'friendly')",1.8289155,1.8614533,0.0325378
2,0.19590186,0.36297846,"('unlikable', 'likable')",0.1959019,0.3629785,0.1670766
3,0.88677794,0.9870691,"('repellent', 'pleasant')",0.8867779,0.9870691,0.1002912
4,-6.670824,-6.7132545,"('disliked', 'liked')",-6.6708241,-6.7132545,-0.0424304
5,0.12639353,0.37942496,"('distant', 'outgoing')",0.1263935,0.379425,0.2530315
6,0.4554109,0.6362674,"('distant', 'open')",0.4554109,0.6362674,0.1808565
7,1.1887747,1.3733622,"('insensitive', 'sensitive')",1.1887747,1.3733622,0.1845875
8,1.138174,1.171146,"('unaffectionate', 'affectionate')",1.1381741,1.171146,0.0329719
9,1.6134357,1.8201385,"('unaffectionate', 'caring')",1.6134357,1.8201385,0.2067028
10,0.8128941,0.85742635,"('unsympathetic', 'sympathetic')",0.8128941,0.8574263,0.0445322
11,1.9418378,2.0232308,"('unhelpful', 'helpful')",1.9418378,2.0232308,0.081393
12,-1.3221569,-0.97875315,"('unsupportive', 'supportive')",-1.3221569,-0.9787531,0.3434038
13,0.091910206,-0.0905765,"('impolite', 'polite')",0.0919102,-0.0905765,-0.1824867
14,-0.30094683,-0.33615106,"('antisocial', 'social')",-0.3009468,-0.3361511,-0.0352043
15,0.6946217,0.6949578,"('boring', 'funny')",0.6946217,0.6949578,0.0003361
16,-0.3576808,-0.30370378,"('unpopular', 'popular')",-0.3576808,-0.3037038,0.053977
17,-0.11106385,-0.110346675,"('nasty', 'nice')",-0.1110639,-0.1103467,0.0007172
18,-0.11005671,-0.0469523,"('disagreeable', 'welcoming')",-0.1100567,-0.0469523,0.0631044
19,-0.021275314,0.30894345,"('inhospitable', 'hospitable')",-0.0212753,0.3089435,0.3302188
20,0.35272712,0.19572692,"('rough', 'thoughtful')",0.3527271,0.1957269,-0.1570002
21,-0.25676525,0.040380605,"('immoral', 'moral')",-0.2567652,0.0403806,0.2971458
22,-0.30855668,-0.10310267,"('untrustworthy', 'trustworthy')",-0.3085567,-0.1031027,0.205454
23,6.4004264,6.6241565,"('insincere', 'sincere')",6.4004264,6.6241565,0.2237301
24,1.6836962,1.9825647,"('dishonest', 'honest')",1.6836962,1.9825647,0.2988685
25,1.1709449,0.99246806,"('egoistic', 'altruistic')",1.1709449,0.9924681,-0.1784768
26,0.5606248,0.23830187,"('hardhearted', 'benevolent')",0.5606248,0.2383019,-0.3223229
27,1.8944185,1.6553293,"('hardhearted', 'softhearted')",1.8944185,1.6553293,-0.2390892
28,1.0786022,1.0581495,"('disloyal', 'loyal')",1.0786022,1.0581495,-0.0204527
29,-0.64022374,-0.61685735,"('unfair', 'fair')",-0.6402237,-0.6168573,0.0233664
30,0.7062868,0.73590124,"('intolerant', 'tolerant')",0.7062868,0.7359012,0.0296144
31,-1.0595748,-0.97690487,"('evil', 'good')",-1.0595748,-0.9769049,0.0826699
32,1.1858556,1.0711427,"('unkind', 'kind')",1.1858556,1.0711427,-0.1147129
33,0.009303382,0.20265067,"('wrong', 'right')",0.0093034,0.2026507,0.1933473
34,4.5662336,4.935322,"('mean', 'honorable')",4.5662336,4.9353218,0.3690882
35,-0.82517475,-0.81507546,"('corrupt', 'incorrupt')",-0.8251747,-0.8150755,0.0100992
36,-0.7729624,-0.8081503,"('hostile', 'amicable')",-0.7729624,-0.8081503,-0.0351879
37,1.1158026,1.0748947,"('fake', 'genuine')",1.1158026,1.0748947,-0.0409079
38,0.15417016,0.26651734,"('untruthful', 'truthful')",0.1541702,0.2665173,0.1123471
39,0.17166439,0.22154441,"('exploitative', 'cooperative')",0.1716644,0.2215444,0.04988
40,-0.7851136,-0.91317904,"('stingy', 'generous')",-0.7851136,-0.913179,-0.1280654
41,-0.119136564,-0.28717977,"('unforgiving', 'forgiving')",-0.1191366,-0.2871798,-0.1680432
42,-1.9965703,-1.9795889,"('unreliable', 'reliable')",-1.9965703,-1.9795889,0.0169814
43,0.8057069,0.92373574,"('irresponsible', 'responsible')",0.8057069,0.9237357,0.1180288
44,-1.4472116,-1.8390659,"('prejudiced', 'unprejudiced')",-1.4472116,-1.8390659,-0.3918543
45,0.04454537,0.13835064,"('incompetent', 'competent')",0.0445454,0.1383506,0.0938052
46,-0.8753717,-0.8198027,"('uncompetitive', 'competitive')",-0.8753717,-0.8198027,0.055569
47,4.714765,4.950642,"('stupid', 'smart')",4.7147651,4.9506421,0.235877
48,0.35073778,0.34519792,"('unintelligent', 'intelligent')",0.3507378,0.3451979,-0.0055399
49,0.21205899,0.44270793,"('unable', 'able')",0.212059,0.4427079,0.2306489
50,-0.012229271,0.09286068,"('clumsy', 'skillful')",-0.0122293,0.0928607,0.10509
51,1.0374714,0.9660937,"('uneducated', 'educated')",1.0374714,0.9660937,-0.0713777
52,0.120617285,0.258442,"('irrational', 'rational')",0.1206173,0.258442,0.1378247
53,0.23414445,0.22539878,"('uncreative', 'creative')",0.2341444,0.2253988,-0.0087456
