,best_male,best_female,tuple,buy_male,buy_female,company_male,company_female,inc_male,inc_female,average_male,average_female,female-male
0,0.38212332,0.36416972,"('unsociable', 'sociable')",0.30204964,0.3335573,1.3244828,1.2154992,-0.4110277,-0.54261094,0.399407,0.3426538,-0.0567532
1,-0.34182948,-0.3361817,"('unfriendly', 'friendly')",0.24458985,0.40819347,-0.5180258,-0.66839796,2.6024346,2.5019598,0.4967923,0.4763934,-0.0203989
2,0.15652534,0.19579396,"('unlikable', 'likable')",0.6270546,0.6640706,1.0097395,1.1244155,0.40281737,0.5025217,0.5490342,0.6217005,0.0726663
3,-1.1375831,-0.9973875,"('repellent', 'pleasant')",-0.90791917,-0.7209787,0.38443354,0.44452792,0.1121126,0.13887201,-0.387239,-0.2837416,0.1034974
4,0.037403155,0.1374443,"('disliked', 'liked')",0.7925859,0.86183345,-0.88831675,-0.9596083,-6.772612,-6.905892,-1.7077349,-1.7165556,-0.0088207
5,0.48094118,0.4987587,"('distant', 'outgoing')",0.7174094,0.72771895,-1.3614413,-1.4128503,0.060847133,0.01900391,-0.0255609,-0.0418422,-0.0162813
6,0.2986577,0.34052154,"('distant', 'open')",0.70744056,0.78759634,-1.81965,-1.8945439,0.7822532,0.73100805,-0.0078246,-0.0088545,-0.0010299
7,0.59562093,0.6126549,"('insensitive', 'sensitive')",-0.043389395,0.06355768,0.9925547,1.0196024,1.0335859,1.0162495,0.644593,0.6780162,0.0334232
8,-0.44732293,-0.439636,"('unaffectionate', 'affectionate')",0.25750196,0.31698546,-0.8188546,-0.8870628,1.2486964,1.1746771,0.0600052,0.041241,-0.0187642
9,0.6442817,0.679626,"('unaffectionate', 'caring')",0.6011695,0.68564075,-0.41858613,-0.47114655,1.6813966,1.6851885,0.6270654,0.6448272,0.0177618
10,0.64445764,0.74193263,"('unsympathetic', 'sympathetic')",-0.32009232,-0.13394956,0.8044411,0.8560984,-0.45720893,-0.415354,0.1678994,0.2621819,0.0942825
11,0.79762155,0.78771806,"('unhelpful', 'helpful')",0.30537787,0.30572543,1.43935,1.4867526,1.7016289,1.8306704,1.0609946,1.1027167,0.0417221
12,1.4066805,1.5586071,"('unsupportive', 'supportive')",0.75042087,0.9963985,1.136186,1.2971028,-1.5246407,-1.5137234,0.4421616,0.5845963,0.1424347
13,1.0670987,1.0439186,"('impolite', 'polite')",0.662443,0.66404605,1.788505,1.9090909,-0.6628146,-0.662203,0.7138081,0.7387131,0.024905
14,-0.20899305,-0.2204007,"('antisocial', 'social')",0.61181104,0.5944633,1.5148935,1.5719635,-0.8196961,-0.8454283,0.2745038,0.2751495,0.0006457
15,1.0812287,0.957326,"('boring', 'funny')",0.6566106,0.5039855,0.34256756,0.28951815,0.41557816,0.34671625,0.6239963,0.5243865,-0.0996098
16,-0.953758,-0.90744036,"('unpopular', 'popular')",-1.4803442,-1.327981,-1.2698243,-1.3703375,0.403301,0.38208583,-0.8251563,-0.8059183,0.019238
17,0.461731,0.57781106,"('nasty', 'nice')",0.3814628,0.43407315,-0.47302753,-0.40188688,-0.5260059,-0.47705922,-0.0389599,0.0332345,0.0721944
