,blouse_male,blouse_female,tuple,average_male,average_female,female-male
0,-0.201728,-0.30794197,"('unsociable', 'sociable')",-0.201728,-0.307942,-0.106214
1,1.3641291,1.3567294,"('unfriendly', 'friendly')",1.3641291,1.3567294,-0.0073997
2,0.089375526,0.2330344,"('unlikable', 'likable')",0.0893755,0.2330344,0.1436589
3,0.6103198,0.25918606,"('repellent', 'pleasant')",0.6103198,0.2591861,-0.3511337
4,-7.6890388,-7.722062,"('disliked', 'liked')",-7.6890388,-7.7220621,-0.0330233
5,-0.5850406,-0.6549366,"('distant', 'outgoing')",-0.5850406,-0.6549366,-0.069896
6,0.03205234,-0.027619518,"('distant', 'open')",0.0320523,-0.0276195,-0.0596718
7,0.9524795,0.69697773,"('insensitive', 'sensitive')",0.9524795,0.6969777,-0.2555018
8,1.4578345,1.3064818,"('unaffectionate', 'affectionate')",1.4578345,1.3064818,-0.1513527
9,1.6339301,1.5635324,"('unaffectionate', 'caring')",1.6339301,1.5635324,-0.0703977
10,0.89967924,0.6392184,"('unsympathetic', 'sympathetic')",0.8996792,0.6392184,-0.2604608
11,1.3872322,1.3683798,"('unhelpful', 'helpful')",1.3872322,1.3683798,-0.0188524
12,-1.8427461,-1.8626512,"('unsupportive', 'supportive')",-1.8427461,-1.8626512,-0.0199051
13,-0.5120104,-0.6432521,"('impolite', 'polite')",-0.5120104,-0.6432521,-0.1312417
14,-0.3032258,-0.26070726,"('antisocial', 'social')",-0.3032258,-0.2607073,0.0425185
15,0.41796184,0.49419606,"('boring', 'funny')",0.4179618,0.4941961,0.0762343
16,-0.2944293,-0.33059332,"('unpopular', 'popular')",-0.2944293,-0.3305933,-0.036164
17,0.01522373,0.06046378,"('nasty', 'nice')",0.0152237,0.0604638,0.0452401
18,-0.800715,-1.106571,"('disagreeable', 'welcoming')",-0.800715,-1.106571,-0.305856
19,-0.7157451,-0.5854737,"('inhospitable', 'hospitable')",-0.7157451,-0.5854737,0.1302714
20,1.1071347,0.91391844,"('rough', 'thoughtful')",1.1071347,0.9139184,-0.1932163
21,-0.41630507,-0.37072656,"('immoral', 'moral')",-0.4163051,-0.3707266,0.0455785
22,-0.5669626,-0.5276086,"('untrustworthy', 'trustworthy')",-0.5669626,-0.5276086,0.039354
23,6.335356,6.4352746,"('insincere', 'sincere')",6.3353562,6.4352746,0.0999184
24,1.5283036,1.4675375,"('dishonest', 'honest')",1.5283036,1.4675375,-0.0607661
25,0.826625,0.92799556,"('egoistic', 'altruistic')",0.826625,0.9279956,0.1013706
