,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6010317,-0.53535897,"('unsociable', 'sociable')",-0.020941695,-0.12844595,-0.3109867,-0.3319024,-0.0209157
1,-0.8721639,-1.3992379,"('unfriendly', 'friendly')",1.5775021,1.1970634,0.3526691,-0.1010872,-0.4537563
2,1.0720315,1.0123132,"('unlikable', 'likable')",0.6789672,0.70484984,0.8754994,0.8585815,-0.0169179
3,-0.6445995,-0.34137094,"('repellent', 'pleasant')",0.2404575,0.33968103,-0.202071,-0.000845,0.201226
4,0.530249,0.42239538,"('disliked', 'liked')",-6.0960746,-6.1845393,-2.7829127,-2.881072,-0.0981593
5,-0.40195143,-0.67648745,"('distant', 'outgoing')",-0.13446954,-0.34874463,-0.2682105,-0.512616,-0.2444055
6,-0.3596792,-0.72612077,"('distant', 'open')",0.3394342,0.060644068,-0.0101225,-0.3327383,-0.3226158
7,-0.30539656,-0.08576729,"('insensitive', 'sensitive')",0.6347504,0.7355772,0.1646769,0.324905,0.1602281
8,-0.6308582,-0.8702115,"('unaffectionate', 'affectionate')",0.9037218,0.6777027,0.1364318,-0.0962544,-0.2326862
9,-0.8442093,-1.1232219,"('unaffectionate', 'caring')",0.9949307,0.8022665,0.0753607,-0.1604777,-0.2358384
10,-0.88563645,-0.6273421,"('unsympathetic', 'sympathetic')",-0.3595469,-0.2351217,-0.6225917,-0.4312319,0.1913598
11,-0.7226725,-0.38729274,"('unhelpful', 'helpful')",1.55919,1.7244133,0.4182588,0.6685603,0.2503015
12,-0.09213951,0.07410281,"('unsupportive', 'supportive')",-1.7187629,-1.6841717,-0.9054512,-0.8050345,0.1004167
13,-0.8775011,-0.73040277,"('impolite', 'polite')",-0.6029643,-0.4426405,-0.7402327,-0.5865216,0.1537111
14,-0.54167324,-0.006952837,"('antisocial', 'social')",-0.29493126,-0.18295223,-0.4183022,-0.0949525,0.3233497
15,0.505972,0.19902506,"('boring', 'funny')",1.0723178,0.9202279,0.7891449,0.5596265,-0.2295184
16,0.019941717,-0.06353417,"('unpopular', 'popular')",0.78678757,0.68149555,0.4033647,0.3089807,-0.094384
17,-0.4658602,-0.4207136,"('nasty', 'nice')",-0.33754712,-0.36932346,-0.4017037,-0.3950185,0.0066852
18,0.4143521,0.5899741,"('disagreeable', 'welcoming')",-0.15300028,-0.21491238,0.1306759,0.1875309,0.056855
19,-0.4355731,-0.7875001,"('inhospitable', 'hospitable')",-0.061843373,-0.11611384,-0.2487082,-0.451807,-0.2030988
20,-0.4640869,-0.28225037,"('rough', 'thoughtful')",1.2893553,1.2056408,0.4126342,0.4616952,0.049061
21,-0.18561399,-0.068010904,"('immoral', 'moral')",-0.37591752,-0.20976093,-0.2807658,-0.1388859,0.1418799
22,0.6904161,0.8773911,"('untrustworthy', 'trustworthy')",-0.6743122,-0.58887535,0.008052,0.1442579,0.1362059
23,-0.96122146,-0.6735718,"('insincere', 'sincere')",5.334815,5.3316894,2.1867967,2.3290586,0.1422619
24,0.24478999,0.20994836,"('dishonest', 'honest')",0.58744586,0.5539956,0.4161179,0.381972,-0.0341459
25,0.29381546,-0.08798458,"('egoistic', 'altruistic')",1.4603682,1.1871254,0.8770918,0.5495704,-0.3275214
26,0.15999591,-0.17878705,"('hardhearted', 'benevolent')",1.8698372,1.6309761,1.0149165,0.7260945,-0.288822
27,0.10726357,0.26167637,"('hardhearted', 'softhearted')",1.2145189,1.1209552,0.6608912,0.6913158,0.0304246
28,-0.74389845,-0.62987906,"('disloyal', 'loyal')",0.8114044,0.7641484,0.033753,0.0671347,0.0333817
29,0.5751611,0.3365374,"('unfair', 'fair')",-0.3254999,-0.56415176,0.1248306,-0.1138072,-0.2386378
30,0.2923277,0.6443526,"('intolerant', 'tolerant')",1.6773155,1.7439641,0.9848216,1.1941583,0.2093367
31,-0.051987708,-0.34660795,"('evil', 'good')",-0.5330925,-0.8790813,-0.2925401,-0.6128446,-0.3203045
32,-0.004151333,-0.11710425,"('unkind', 'kind')",0.8366506,0.64651215,0.4162496,0.264704,-0.1515456
33,-0.2440043,-0.40395692,"('wrong', 'right')",-0.5131221,-0.63134044,-0.3785632,-0.5176487,-0.1390855
34,-0.5920578,-0.5652729,"('mean', 'honorable')",5.6044374,5.743011,2.5061898,2.5888691,0.0826793
35,0.52210313,-0.10125682,"('corrupt', 'incorrupt')",-0.053154543,-0.35458988,0.2344743,-0.2279233,-0.4623976
36,-0.1875823,-0.74958396,"('hostile', 'amicable')",0.47665194,0.1019781,0.1445348,-0.3238029,-0.4683377
37,-0.14620315,-0.17195751,"('fake', 'genuine')",0.58851826,0.6268729,0.2211576,0.2274577,0.0063001
38,-0.5311468,-0.6406118,"('untruthful', 'truthful')",-0.31545022,-0.24954648,-0.4232985,-0.4450791,-0.0217806
39,0.19975267,0.33495474,"('exploitative', 'cooperative')",-0.007924521,0.03676759,0.0959141,0.1858612,0.0899471
40,-0.1954807,-0.077996,"('stingy', 'generous')",-1.7723434,-1.9047873,-0.9839121,-0.9913917,-0.0074796
41,0.13526097,0.34852135,"('unforgiving', 'forgiving')",0.009228567,-0.052684247,0.0722448,0.1479186,0.0756738
42,0.7178359,1.2120103,"('unreliable', 'reliable')",-2.6286175,-2.4688096,-0.9553908,-0.6283997,0.3269911
43,-0.20776856,0.058267556,"('irresponsible', 'responsible')",0.6921475,0.8123329,0.2421895,0.4353002,0.1931107
44,0.21889956,0.2581897,"('prejudiced', 'unprejudiced')",-1.4694033,-1.4531238,-0.6252518,-0.5974671,0.0277847
45,0.046395376,0.37736982,"('incompetent', 'competent')",0.3223952,0.31540385,0.1843953,0.3463868,0.1619915
46,-0.5893673,-0.20223385,"('uncompetitive', 'competitive')",-0.6734358,-0.35762492,-0.6314015,-0.2799294,0.3514721
47,0.12762667,0.2478608,"('stupid', 'smart')",5.517778,5.620965,2.8227024,2.934413,0.1117106
48,-0.5314146,-0.39755958,"('unintelligent', 'intelligent')",0.630397,0.6294791,0.0494912,0.1159598,0.0664686
49,-0.21659282,0.070279896,"('unable', 'able')",-0.10810967,0.09041918,-0.1623513,0.0803495,0.2427008
50,0.4763746,0.6343414,"('clumsy', 'skillful')",0.24929443,0.29561138,0.3628345,0.4649764,0.1021419
51,-0.21001863,-0.24656408,"('uneducated', 'educated')",0.1466198,0.11902115,-0.0316994,-0.0637715,-0.0320721
52,0.36367288,-0.12380931,"('irrational', 'rational')",0.5101533,0.092652686,0.4369131,-0.0155783,-0.4524914
53,-0.68959755,-0.97587657,"('uncreative', 'creative')",0.72767466,0.609,0.0190386,-0.1834383,-0.2024769
54,0.3224588,-0.01954097,"('incapable', 'capable')",1.4529256,1.3869612,0.8876922,0.6837101,-0.2039821
55,-0.36221015,0.15473984,"('incompetent', 'clever')",0.21451329,0.31655663,-0.0738484,0.2356482,0.3094966
56,0.0082035735,0.33371672,"('impractical', 'practical')",0.19564262,0.29019624,0.1019231,0.3119565,0.2100334
57,-0.085404664,-0.037336245,"('unimaginative', 'imaginative')",-2.0999384,-2.148086,-1.0926715,-1.0927112,-3.97e-05
58,1.0614567,1.060209,"('undiscriminating', 'discriminating')",0.18828955,0.17003842,0.6248731,0.6151237,-0.0097494
59,1.3518429,1.1033356,"('foolish', 'wise')",0.58642447,0.4703579,0.9691337,0.7868468,-0.1822869
60,-0.5898792,-0.031735912,"('inefficient', 'efficient')",-0.16925834,0.20779368,-0.3795688,0.0880289,0.4675977
61,-0.09598249,-0.24698111,"('illogical', 'logical')",0.45587105,0.21669687,0.1799443,-0.0151421,-0.1950864
62,0.27567348,0.67199063,"('incompetent', 'brilliant')",0.44992244,0.70583546,0.362798,0.688913,0.326115
63,-0.47688088,-0.30066273,"('unperceptive', 'insightful')",0.74691045,0.99333894,0.1350148,0.3463381,0.2113233
64,-0.37376815,-0.19945706,"('shy', 'confident')",-6.570689,-6.5476613,-3.4722288,-3.3735592,0.0986696
65,-0.46170247,-0.1319156,"('insecure', 'secure')",-0.58859336,-0.42244032,-0.5251479,-0.277178,0.2479699
66,-1.0680299,-1.1953819,"('inactive', 'active')",0.6681859,0.517125,-0.199922,-0.3391284,-0.1392064
67,-0.662151,-0.46524563,"('doubtful', 'determined')",-0.14167309,-0.07155536,-0.401912,-0.2684005,0.1335115
68,-0.26864165,-0.22842893,"('dependent', 'independent')",-0.688714,-0.67489535,-0.4786778,-0.4516621,0.0270157
69,0.32086265,-0.078269914,"('lazy', 'industrious')",-0.36694348,-0.54122865,-0.0230404,-0.3097493,-0.2867089
70,0.51938534,0.8739968,"('lethargic', 'energetic')",0.80898875,1.0755963,0.6641871,0.9747965,0.3106094
71,-0.4212302,-0.72199166,"('diffident', 'self-confident')",0.514055,0.41414908,0.0464124,-0.1539213,-0.2003337
72,-0.7207433,-0.74301857,"('unambitious', 'ambitious')",-0.8968496,-0.8755558,-0.8087964,-0.8092872,-0.0004908
73,0.66404784,0.6637433,"('helpless', 'self-reliant')",-2.713524,-2.7045288,-1.0247381,-1.0203928,0.0043453
74,-0.029899243,0.25798693,"('undedicated', 'dedicated')",0.16284943,0.14493026,0.0664751,0.2014586,0.1349835
75,-0.06297433,-0.29989544,"('meek', 'impulsive')",-0.33556423,-0.3775335,-0.1992693,-0.3387145,-0.1394452
76,-0.017417703,0.55088854,"('anxious', 'daring')",0.41316986,0.73011196,0.1978761,0.6405002,0.4426241
77,-1.0398494,-0.81267357,"('unmotivated', 'motivated')",-1.0516322,-0.86239547,-1.0457408,-0.8375345,0.2082063
78,-0.50959957,-0.37439373,"('nonresilient', 'resilient')",0.15726812,0.37990147,-0.1761657,0.0027539,0.1789196
79,0.118458346,-0.29597297,"('wavering', 'unwavering')",0.20600508,0.06887954,0.1622317,-0.1135467,-0.2757784
80,0.19804797,0.34256893,"('dominated', 'dominating')",-1.1501807,-1.0254105,-0.4760664,-0.3414208,0.1346456
81,-0.6911157,-0.35103333,"('submissive', 'aggressive')",-0.65605444,-0.42107812,-0.6735851,-0.3860557,0.2875294
82,-0.14091736,-0.22566321,"('poor', 'rich')",6.1387906,6.101633,2.9989367,2.9379849,-0.0609518
83,-0.26393405,-0.3289401,"('powerless', 'powerful')",-0.9261231,-0.9419561,-0.5950286,-0.6354481,-0.0404195
84,0.16800363,0.21398754,"('inferior', 'superior')",0.7901936,0.86412317,0.4790986,0.5390553,0.0599567
85,1.0111911,0.3961321,"('insignificant', 'prestigious')",0.5579779,0.24274027,0.7845845,0.3194362,-0.4651483
86,-0.6705819,-0.89644516,"('uninfluential', 'influential')",-0.2086163,-0.2887058,-0.4395991,-0.5925755,-0.1529764
87,0.53427935,0.383067,"('unsuccessful', 'successful')",0.94724894,0.99222445,0.7407641,0.6876457,-0.0531184
88,0.6597355,0.3800193,"('low', 'eminent')",0.97272974,0.77499473,0.8162326,0.577507,-0.2387256
