,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.87809956,-1.0565197,"('unsociable', 'sociable')",-0.39632085,-0.52801824,-0.15396252,-0.3081545,-0.4761276,-0.6308975,-0.1547699
1,3.132216,3.0343633,"('unfriendly', 'friendly')",0.95935225,0.7186345,1.3691398,1.1550533,1.8202359,1.636017,-0.1842189
2,0.62660867,0.6513861,"('unlikable', 'likable')",0.7487655,0.7921747,0.63210386,0.6541962,0.6691593,0.6992524,0.0300931
3,-2.1283727,-2.0382595,"('repellent', 'pleasant')",0.1960487,0.34608972,0.29550603,0.34283608,-0.545606,-0.4497779,0.0958281
4,0.12313475,0.051978234,"('disliked', 'liked')",-0.9041925,-1.0725375,-6.0950837,-6.2742496,-2.2920472,-2.431603,-0.1395558
5,2.2195394,2.2644444,"('distant', 'outgoing')",-0.1152409,-0.15210567,-0.50855565,-0.50575584,0.5319143,0.5355276,0.0036133
6,2.7842567,2.8478477,"('distant', 'open')",0.15712042,0.109062776,0.25460523,0.22900482,1.0653275,1.0619717,-0.0033558
7,-0.3286294,-0.39795858,"('insensitive', 'sensitive')",-0.55937743,-0.49821347,0.32602105,0.33332777,-0.1873286,-0.1876148,-0.0002862
8,1.2024629,1.206493,"('unaffectionate', 'affectionate')",-0.3563737,-0.4632623,0.08618259,-0.03168513,0.3107573,0.2371819,-0.0735754
9,1.7219087,1.7448139,"('unaffectionate', 'caring')",0.22204874,0.15466505,0.8515578,0.7679637,0.9318384,0.8891475,-0.0426909
10,-1.6644933,-1.8745364,"('unsympathetic', 'sympathetic')",-1.1476446,-1.1450386,-0.16374907,-0.24335293,-0.9919624,-1.0876427,-0.0956803
11,-0.07597517,-0.12708658,"('unhelpful', 'helpful')",0.7234455,0.7769895,1.7984365,1.7978799,0.8153023,0.8159277,0.0006254
12,0.79952186,0.8445789,"('unsupportive', 'supportive')",0.093597405,0.15233538,-1.8902742,-1.9334542,-0.332385,-0.31218,0.020205
13,-1.0203003,-1.1306933,"('impolite', 'polite')",-0.47343564,-0.46652445,-0.11545687,-0.18386352,-0.5363976,-0.5936938,-0.0572962
14,-0.614147,-0.799705,"('antisocial', 'social')",-0.7740526,-0.8421028,-0.6224136,-0.67236716,-0.6702044,-0.7713916,-0.1011872
15,1.1653049,1.025486,"('boring', 'funny')",-1.2799062,-1.3943584,0.16587557,0.09349801,0.0170914,-0.0917915,-0.1088829
16,0.24266005,0.25672033,"('unpopular', 'popular')",0.8956898,0.90436625,0.7446338,0.7190786,0.6276612,0.6267217,-0.0009395
17,-0.70714885,-0.67688465,"('nasty', 'nice')",-0.56525224,-0.48987627,-0.600452,-0.5367623,-0.6242843,-0.5678411,0.0564432
18,0.5055545,0.45831022,"('disagreeable', 'welcoming')",0.0638942,0.12586556,-0.5480553,-0.62171066,0.0071311,-0.0125116,-0.0196427
19,1.1031605,1.1664894,"('inhospitable', 'hospitable')",-0.46935484,-0.44789705,-0.4791946,-0.3372914,0.051537,0.1271003,0.0755633
20,0.6383117,0.62453884,"('rough', 'thoughtful')",0.24416853,0.28020576,1.2221469,1.1886784,0.7015424,0.6978076,-0.0037348
21,-1.0772536,-1.2415185,"('immoral', 'moral')",-0.095149815,-0.16461247,-0.45696527,-0.5159319,-0.5431228,-0.6406876,-0.0975648
22,-0.6445996,-0.8096241,"('untrustworthy', 'trustworthy')",-0.18740533,-0.3095132,-0.53785974,-0.70222604,-0.4566216,-0.6071211,-0.1504995
23,-0.076532416,-0.22750357,"('insincere', 'sincere')",0.5261942,0.5026467,5.192667,5.1591115,1.8807762,1.8114182,-0.069358
24,0.122194044,0.040921375,"('dishonest', 'honest')",-1.2539829,-1.299474,0.80141175,0.68156755,-0.1101257,-0.1923284,-0.0822027
25,1.5792372,1.6540765,"('egoistic', 'altruistic')",0.9156964,0.8779995,1.3791434,1.3389988,1.2913589,1.2903582,-0.0010007
