,wabtec_male,wabtec_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.86395574,-0.95137966,"('unsociable', 'sociable')",-0.07660222,-0.20356044,-0.470279,-0.5774701,-0.1071911
1,-1.0040091,-1.2480099,"('unfriendly', 'friendly')",1.3855913,1.1209267,0.1907911,-0.0635416,-0.2543327
2,1.1824617,1.1417282,"('unlikable', 'likable')",0.98810863,0.9710576,1.0852852,1.0563929,-0.0288923
3,-0.36663604,-0.21108979,"('repellent', 'pleasant')",0.5430355,0.623997,0.0881997,0.2064536,0.1182539
4,0.38116327,0.31626007,"('disliked', 'liked')",-6.4854755,-6.6119995,-3.0521562,-3.1478698,-0.0957136
5,-0.6995975,-0.8165476,"('distant', 'outgoing')",-0.6519183,-0.75186527,-0.6757579,-0.7842064,-0.1084485
6,-0.9288451,-1.0596936,"('distant', 'open')",-0.60053545,-0.75507087,-0.7646903,-0.9073822,-0.1426919
7,-0.5076252,-0.35589907,"('insensitive', 'sensitive')",0.41041577,0.43384323,-0.0486047,0.0389721,0.0875768
8,-1.5561887,-1.7642077,"('unaffectionate', 'affectionate')",0.3922759,0.24443838,-0.5819564,-0.7598847,-0.1779283
9,-1.1846333,-1.3783114,"('unaffectionate', 'caring')",0.95738816,0.8346198,-0.1136225,-0.2718458,-0.1582233
10,-1.7747493,-1.7549303,"('unsympathetic', 'sympathetic')",-0.48584047,-0.48154044,-1.1302949,-1.1182353,0.0120596
11,-0.8338756,-0.9035314,"('unhelpful', 'helpful')",1.8435196,1.8352982,0.504822,0.4658834,-0.0389386
12,-0.4943337,-0.46311674,"('unsupportive', 'supportive')",-2.0735788,-2.112878,-1.2839563,-1.2879974,-0.0040411
13,-0.16953349,-0.10896341,"('impolite', 'polite')",-0.43676353,-0.31009752,-0.3031485,-0.2095305,0.093618
14,0.19729768,0.34000856,"('antisocial', 'social')",0.32174173,0.35792115,0.2595197,0.3489649,0.0894452
15,0.79084206,0.63707495,"('boring', 'funny')",0.46982822,0.45104337,0.6303352,0.5440592,-0.086276
16,-0.0006091278,-0.08653064,"('unpopular', 'popular')",0.53712356,0.48959684,0.2682572,0.2015331,-0.0667241
17,-0.36474308,-0.35174024,"('nasty', 'nice')",-0.4691994,-0.42898515,-0.4169712,-0.3903627,0.0266085
