,brush_male,brush_female,tuple,average_male,average_female,female-male
40,-2.2988117,-2.557289,"('stingy', 'generous')",-2.2988117,-2.5572889,-0.2584772
41,0.5497756,0.3746147,"('unforgiving', 'forgiving')",0.5497756,0.3746147,-0.1751609
42,-2.925306,-2.8418317,"('unreliable', 'reliable')",-2.9253061,-2.8418317,0.0834744
43,0.9887933,0.9236936,"('irresponsible', 'responsible')",0.9887933,0.9236936,-0.0650997
44,-1.6607093,-1.6169249,"('prejudiced', 'unprejudiced')",-1.6607093,-1.6169249,0.0437844
45,-0.012916004,0.0041638166,"('incompetent', 'competent')",-0.012916,0.0041638,0.0170798
46,-0.66763884,-0.7951501,"('uncompetitive', 'competitive')",-0.6676388,-0.7951501,-0.1275113
47,5.443222,5.6035047,"('stupid', 'smart')",5.443222,5.6035047,0.1602827
48,1.0124975,0.8523487,"('unintelligent', 'intelligent')",1.0124975,0.8523487,-0.1601488
49,0.08099051,0.24726225,"('unable', 'able')",0.0809905,0.2472623,0.1662718
50,-0.44410282,-0.30043915,"('clumsy', 'skillful')",-0.4441028,-0.3004391,0.1436637
51,0.44376722,0.30939177,"('uneducated', 'educated')",0.4437672,0.3093918,-0.1343754
52,-0.63559854,-0.4633735,"('irrational', 'rational')",-0.6355985,-0.4633735,0.172225
53,0.4763257,0.4905061,"('uncreative', 'creative')",0.4763257,0.4905061,0.0141804
54,1.2212608,1.5036103,"('incapable', 'capable')",1.2212608,1.5036103,0.2823495
55,0.47285885,0.32566363,"('incompetent', 'clever')",0.4728588,0.3256636,-0.1471952
56,0.78637034,0.7447155,"('impractical', 'practical')",0.7863703,0.7447155,-0.0416548
57,-2.9994032,-2.9283,"('unimaginative', 'imaginative')",-2.9994032,-2.9282999,0.0711033
58,-0.08467121,-0.14333348,"('undiscriminating', 'discriminating')",-0.0846712,-0.1433335,-0.0586623
59,-0.2196341,-0.02322844,"('foolish', 'wise')",-0.2196341,-0.0232284,0.1964057
60,0.7564337,0.6500018,"('inefficient', 'efficient')",0.7564337,0.6500018,-0.1064319
61,0.2788824,0.0884991,"('illogical', 'logical')",0.2788824,0.0884991,-0.1903833
62,0.80754346,0.83840996,"('incompetent', 'brilliant')",0.8075435,0.83841,0.0308665
63,0.35230646,0.31302875,"('unperceptive', 'insightful')",0.3523065,0.3130288,-0.0392777
64,-6.9712462,-6.909221,"('shy', 'confident')",-6.9712462,-6.9092212,0.062025
65,-0.41798943,-0.50577617,"('insecure', 'secure')",-0.4179894,-0.5057762,-0.0877868
66,-0.15200649,-0.050384413,"('inactive', 'active')",-0.1520065,-0.0503844,0.1016221
67,-0.3356953,-0.40052766,"('doubtful', 'determined')",-0.3356953,-0.4005277,-0.0648324
68,-0.9354768,-0.8764071,"('dependent', 'independent')",-0.9354768,-0.8764071,0.0590697
69,-1.6585876,-1.4921548,"('lazy', 'industrious')",-1.6585876,-1.4921548,0.1664328
70,0.6461254,0.6555841,"('lethargic', 'energetic')",0.6461254,0.6555841,0.0094587
71,0.47412834,0.48679426,"('diffident', 'self-confident')",0.4741283,0.4867943,0.012666
72,0.6460261,0.5852739,"('unambitious', 'ambitious')",0.6460261,0.5852739,-0.0607522
73,-3.7055922,-3.54794,"('helpless', 'self-reliant')",-3.7055922,-3.54794,0.1576522
74,0.14226379,-0.054680463,"('undedicated', 'dedicated')",0.1422638,-0.0546805,-0.1969443
75,-1.2319831,-0.93183196,"('meek', 'impulsive')",-1.2319831,-0.931832,0.3001511
76,0.282557,0.13432822,"('anxious', 'daring')",0.282557,0.1343282,-0.1482288
77,-1.0510263,-0.94690824,"('unmotivated', 'motivated')",-1.0510263,-0.9469082,0.1041181
78,-0.19594374,-0.31260473,"('nonresilient', 'resilient')",-0.1959437,-0.3126047,-0.116661
79,-0.60344356,-0.24021515,"('wavering', 'unwavering')",-0.6034436,-0.2402152,0.3632284
80,-0.6729128,-0.84752595,"('dominated', 'dominating')",-0.6729128,-0.847526,-0.1746132
81,-0.22575614,-0.2201553,"('submissive', 'aggressive')",-0.2257561,-0.2201553,0.0056008
82,6.6098013,6.9361863,"('poor', 'rich')",6.6098013,6.9361863,0.326385
83,-0.5641582,-0.7060072,"('powerless', 'powerful')",-0.5641582,-0.7060072,-0.141849
84,0.2599396,0.28307465,"('inferior', 'superior')",0.2599396,0.2830746,0.023135
85,-0.60891366,-0.527189,"('insignificant', 'prestigious')",-0.6089137,-0.527189,0.0817247
86,0.46079397,0.34345284,"('uninfluential', 'influential')",0.460794,0.3434528,-0.1173412
87,-0.3047275,-0.16563644,"('unsuccessful', 'successful')",-0.3047275,-0.1656364,0.1390911
88,0.3719338,0.3548707,"('low', 'eminent')",0.3719338,0.3548707,-0.0170631
