,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.57162374,-0.78159887,"('unsociable', 'sociable')",0.87742656,0.8164567,-0.47585747,-0.62742406,-0.0566849,-0.1975221,-0.1408372
1,-0.88588434,-0.88724244,"('unfriendly', 'friendly')",1.0971559,1.058693,1.5477796,1.4677526,0.5863504,0.5464011,-0.0399493
2,1.3310615,1.3891943,"('unlikable', 'likable')",1.8604853,1.9440756,0.5865083,0.7270377,1.2593517,1.3534358,0.0940841
3,-0.69369423,-0.6007965,"('repellent', 'pleasant')",-0.013097383,0.114700615,0.09153475,0.16808644,-0.2050856,-0.1060032,0.0990824
4,0.10862067,0.11673938,"('disliked', 'liked')",-0.12430811,-0.18973593,-5.6270537,-5.5703025,-1.8809137,-1.8810997,-0.000186
5,-0.49024507,-0.4368753,"('distant', 'outgoing')",0.06394971,0.076330185,-0.38241032,-0.30911595,-0.2695686,-0.2232203,0.0463483
6,-0.52179,-0.43940032,"('distant', 'open')",-0.50289834,-0.45902717,0.4802773,0.5071644,-0.1814704,-0.130421,0.0510494
7,0.09448947,0.09664688,"('insensitive', 'sensitive')",0.76826555,0.8767289,0.5732145,0.63124704,0.4786565,0.5348743,0.0562178
8,-0.13107584,-0.08916666,"('unaffectionate', 'affectionate')",0.64358103,0.5989151,0.4176181,0.38415787,0.3100411,0.2979688,-0.0120723
9,0.19970272,0.18905705,"('unaffectionate', 'caring')",1.638471,1.5940089,1.0046524,1.005612,0.9476087,0.9295594,-0.0180493
10,-0.5504613,-0.5739168,"('unsympathetic', 'sympathetic')",0.13088916,0.1853966,0.21076453,0.14196461,-0.0696025,-0.0821852,-0.0125827
11,0.06230118,-0.014818087,"('unhelpful', 'helpful')",0.8950084,0.9193762,2.175671,2.2189772,1.0443269,1.0411785,-0.0031484
12,0.54765105,0.56526023,"('unsupportive', 'supportive')",1.4704927,1.5924144,-1.8669418,-1.773229,0.0504006,0.1281485,0.0777479
13,0.03721226,-0.09208757,"('impolite', 'polite')",1.0871377,1.1606276,-0.19268537,-0.2141382,0.3105549,0.2848006,-0.0257543
14,-0.11014829,-0.15311947,"('antisocial', 'social')",1.893074,1.9421234,-0.6214572,-0.62123376,0.3871562,0.3892567,0.0021005
15,0.25780845,0.1445226,"('boring', 'funny')",0.6875881,0.6264449,0.57269883,0.5417448,0.5060318,0.4375708,-0.068461
16,-0.6668887,-0.6288714,"('unpopular', 'popular')",-0.8276779,-0.72249746,0.12376243,0.23541547,-0.4569348,-0.3719845,0.0849503
17,-0.050733037,0.03149888,"('nasty', 'nice')",-0.18554625,-0.0673974,-0.31785867,-0.26273453,-0.1847126,-0.0995443,0.0851683
18,0.25550017,0.35260803,"('disagreeable', 'welcoming')",-0.4760704,-0.4222244,-0.6626679,-0.60120547,-0.2944127,-0.2236073,0.0708054
19,-0.45588204,-0.44300348,"('inhospitable', 'hospitable')",-0.48044756,-0.49753052,-0.09929482,-0.082259074,-0.3452081,-0.340931,0.0042771
20,-0.5505076,-0.42502117,"('rough', 'thoughtful')",-0.709321,-0.5873192,0.7016287,0.7559705,-0.1860666,-0.0854566,0.10061
21,-0.537,-0.6052576,"('immoral', 'moral')",0.61872387,0.6243638,-1.0859461,-1.0045027,-0.3347407,-0.3284655,0.0062752
