,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.07300077,-0.15732002,"('unsociable', 'sociable')",0.0024107099,-0.07566876,-0.202824,-0.19020712,-0.091138,-0.1410653,-0.0499273
1,0.17343879,0.0457269,"('unfriendly', 'friendly')",0.11670302,-0.12911867,1.0040821,0.74384904,0.431408,0.2201524,-0.2112556
2,0.28132164,0.36464846,"('unlikable', 'likable')",0.42005876,0.42897558,0.5413575,0.5450836,0.414246,0.4462359,0.0319899
3,-0.4078713,-0.34916908,"('repellent', 'pleasant')",-0.6947242,-0.6446538,0.72217673,0.84282225,-0.1268063,-0.0503335,0.0764728
4,-0.3695434,-0.39587644,"('disliked', 'liked')",0.097138226,0.046442457,-7.2171483,-7.4306293,-2.4965178,-2.5933544,-0.0968366
5,-0.1844935,-0.2590741,"('distant', 'outgoing')",-0.1402383,-0.24912483,-0.6868041,-0.836847,-0.3371786,-0.4483486,-0.11117
6,-0.07761869,-0.13695657,"('distant', 'open')",-0.38950983,-0.45751557,-0.62395144,-0.8123629,-0.3636933,-0.468945,-0.1052517
7,0.111165024,0.16504696,"('insensitive', 'sensitive')",-0.69217813,-0.57768035,0.31315863,0.41863742,-0.0892848,0.0020013,0.0912861
8,-0.3252572,-0.40086213,"('unaffectionate', 'affectionate')",0.11402759,-0.10065816,0.10498633,-0.103656724,-0.0354144,-0.2017257,-0.1663113
9,0.8126177,0.7846695,"('unaffectionate', 'caring')",0.09207515,-0.04528573,0.9433206,0.85273707,0.6160045,0.530707,-0.0852975
10,0.8416054,0.81429935,"('unsympathetic', 'sympathetic')",-1.121313,-1.149993,-0.23308027,-0.16229452,-0.1709293,-0.165996,0.0049333
11,0.28596544,0.3177162,"('unhelpful', 'helpful')",-0.08014573,-0.0562739,2.0042915,2.1043205,0.7367037,0.7885876,0.0518839
12,0.60435075,0.65564924,"('unsupportive', 'supportive')",0.162314,0.18920083,-2.2087064,-2.2196257,-0.4806805,-0.4582585,0.022422
13,0.963142,0.9971536,"('impolite', 'polite')",-0.32272938,-0.3012967,-0.28786898,-0.17495924,0.1175145,0.1736325,0.056118
14,0.018957756,0.07044232,"('antisocial', 'social')",0.719967,0.81137305,0.14590555,0.23455934,0.2949434,0.3721249,0.0771815
15,-0.38915804,-0.43294325,"('boring', 'funny')",0.736555,0.6645483,-0.20462586,-0.22893198,0.0475904,0.000891,-0.0466994
16,-0.5845304,-0.5814652,"('unpopular', 'popular')",0.0870496,0.13821869,0.20294158,0.1562052,-0.0981797,-0.0956804,0.0024993
