,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4389477,-1.574489,"('unsociable', 'sociable')",0.03634202,-0.11032629,-1.0556624,-1.187594,-0.23429534,-0.32255864,-0.6731409,-0.798742,-0.1256011
1,-1.1751249,-1.316308,"('unfriendly', 'friendly')",0.25323966,0.045645658,-1.824456,-1.9287233,1.6658857,1.5802064,-0.2701139,-0.4047948,-0.1346809
2,0.492836,0.57862556,"('unlikable', 'likable')",1.118247,1.2193367,0.6397961,0.71016586,0.53138787,0.62027913,0.6955667,0.7821018,0.0865351
3,-0.3471281,-0.23529658,"('repellent', 'pleasant')",0.098207355,0.21489806,0.10494127,0.14056079,0.29006857,0.32271418,0.0365223,0.1107191,0.0741968
4,0.31726158,0.20227896,"('disliked', 'liked')",-0.8853144,-1.0533781,-0.64344394,-0.6693254,-6.614433,-6.711343,-1.9564824,-2.0579419,-0.1014595
5,-0.13433081,-0.11102421,"('distant', 'outgoing')",-0.78755236,-0.80129135,-1.054974,-1.0235264,-0.6479273,-0.6053315,-0.6561961,-0.6352934,0.0209027
6,-0.14198211,-0.0705723,"('distant', 'open')",-1.1762813,-1.243755,-0.9298309,-0.9242412,0.19637695,0.20972212,-0.5129293,-0.5072116,0.0057177
7,-0.51707804,-0.49644142,"('insensitive', 'sensitive')",0.34431267,0.48363054,-0.43342903,-0.41563267,0.91703486,0.9587049,0.0777101,0.1325653,0.0548552
8,-0.6402706,-0.69508034,"('unaffectionate', 'affectionate')",-0.6692238,-0.77799827,-2.3451762,-2.419379,0.4828676,0.40442652,-0.7929507,-0.8720077,-0.079057
9,-0.5687874,-0.66152555,"('unaffectionate', 'caring')",-0.021646895,-0.11230018,-2.5929484,-2.65641,1.0857399,1.056024,-0.5244107,-0.5935529,-0.0691422
10,-1.6406597,-1.6286988,"('unsympathetic', 'sympathetic')",0.022524945,0.12181651,-1.6307194,-1.6518754,-0.09597114,-0.107265204,-0.8362063,-0.8165057,0.0197006
11,-0.544493,-0.5306569,"('unhelpful', 'helpful')",0.8372672,0.9247345,-1.3887221,-1.3743564,1.6394539,1.6738585,0.1358765,0.1733949,0.0375184
12,-0.37050465,-0.30485594,"('unsupportive', 'supportive')",0.30025423,0.45604932,-2.45111,-2.4022007,-1.9759222,-1.9570767,-1.1243206,-1.052021,0.0722996
13,-0.22328417,-0.2163745,"('impolite', 'polite')",0.44512862,0.5637304,0.27483305,0.33077404,-0.17032565,-0.10310756,0.081588,0.1437556,0.0621676
14,-0.92523587,-0.93305355,"('antisocial', 'social')",1.1898099,1.2538451,0.22926588,0.20479766,-0.31981757,-0.33285993,0.0435056,0.0481823,0.0046767
15,0.75915325,0.63737017,"('boring', 'funny')",-0.36244932,-0.43407136,0.7312928,0.7548979,0.24440217,0.26501024,0.3430997,0.3058017,-0.037298
16,-0.3769091,-0.40313137,"('unpopular', 'popular')",-0.7868022,-0.8662207,0.0041094646,-0.0685027,0.32374758,0.31628972,-0.2089636,-0.2553912,-0.0464276
17,-0.047317356,-0.034522075,"('nasty', 'nice')",-1.4243007,-1.399032,-0.7668892,-0.7588272,-0.6716182,-0.6431669,-0.7275314,-0.7088871,0.0186443
18,-0.570608,-0.5294516,"('disagreeable', 'welcoming')",-0.18579508,-0.22274777,-0.45392045,-0.40871713,-0.27863547,-0.32389376,-0.3722398,-0.3712026,0.0010372
19,-0.42550504,-0.38127464,"('inhospitable', 'hospitable')",-0.45051682,-0.3845298,-0.86145645,-0.8458336,-0.5777913,-0.49530864,-0.5788174,-0.5267367,0.0520807
20,-1.0102764,-0.9501491,"('rough', 'thoughtful')",-0.10651523,0.00719326,-0.13620272,-0.17640436,0.92980266,0.9038912,-0.0807979,-0.0538673,0.0269306
