,zombie_male,zombie_female,tuple,average_male,average_female,female-male
0,0.4312296,0.4057783,"('unsociable', 'sociable')",0.4312296,0.4057783,-0.0254513
1,0.8885119,0.9101625,"('unfriendly', 'friendly')",0.8885119,0.9101625,0.0216506
2,0.43627328,0.5033062,"('unlikable', 'likable')",0.4362733,0.5033062,0.0670329
3,1.0091038,1.0779824,"('repellent', 'pleasant')",1.0091038,1.0779824,0.0688786
4,-7.0634723,-7.0443354,"('disliked', 'liked')",-7.0634723,-7.0443354,0.0191369
5,-0.46823552,-0.36570412,"('distant', 'outgoing')",-0.4682355,-0.3657041,0.1025314
6,-0.21732444,-0.14344805,"('distant', 'open')",-0.2173244,-0.1434481,0.0738763
7,1.3596758,1.4174755,"('insensitive', 'sensitive')",1.3596758,1.4174755,0.0577997
8,0.770868,0.73575675,"('unaffectionate', 'affectionate')",0.770868,0.7357568,-0.0351112
9,1.0755165,1.12633,"('unaffectionate', 'caring')",1.0755165,1.12633,0.0508135
10,1.6464508,1.6236221,"('unsympathetic', 'sympathetic')",1.6464508,1.6236221,-0.0228287
11,2.0019178,2.013341,"('unhelpful', 'helpful')",2.0019178,2.013341,0.0114232
12,-1.0211345,-0.9865648,"('unsupportive', 'supportive')",-1.0211345,-0.9865648,0.0345697
13,0.34161592,0.30217922,"('impolite', 'polite')",0.3416159,0.3021792,-0.0394367
14,0.36332878,0.33350304,"('antisocial', 'social')",0.3633288,0.333503,-0.0298258
15,0.04885462,0.083489716,"('boring', 'funny')",0.0488546,0.0834897,0.0346351
16,-0.7151616,-0.60727024,"('unpopular', 'popular')",-0.7151616,-0.6072702,0.1078914
17,0.10110511,0.109886624,"('nasty', 'nice')",0.1011051,0.1098866,0.0087815
18,-0.45215797,-0.4350169,"('disagreeable', 'welcoming')",-0.452158,-0.4350169,0.0171411
19,-0.49632946,-0.44642827,"('inhospitable', 'hospitable')",-0.4963295,-0.4464283,0.0499012
20,0.6840841,0.5874731,"('rough', 'thoughtful')",0.6840841,0.5874731,-0.096611
21,0.383848,0.40897974,"('immoral', 'moral')",0.383848,0.4089797,0.0251317
22,0.32783258,0.26573116,"('untrustworthy', 'trustworthy')",0.3278326,0.2657312,-0.0621014
23,6.120191,6.18714,"('insincere', 'sincere')",6.1201911,6.18714,0.0669489
24,1.7739087,1.8033453,"('dishonest', 'honest')",1.7739087,1.8033453,0.0294366
25,0.25271294,0.20651525,"('egoistic', 'altruistic')",0.2527129,0.2065153,-0.0461976
