,mylan_male,mylan_female,tuple,nv_male,nv_female,average_male,average_female,female-male
0,0.6529397,0.64114195,"('unsociable', 'sociable')",0.091517396,0.033927638,0.3722285,0.3375348,-0.0346937
1,-0.5853607,-0.8303034,"('unfriendly', 'friendly')",-0.97705007,-1.1552016,-0.7812054,-0.9927524,-0.211547
2,0.78493524,0.83990544,"('unlikable', 'likable')",1.1292406,1.1077535,0.9570879,0.9738295,0.0167416
3,0.29088923,0.52593863,"('repellent', 'pleasant')",1.1648934,1.2841939,0.7278913,0.9050663,0.177175
4,0.49716336,0.48630393,"('disliked', 'liked')",-2.208163,-2.3176641,-0.8554999,-0.9156801,-0.0601802
5,-1.1446357,-1.0872662,"('distant', 'outgoing')",-1.1467783,-1.1357192,-1.145707,-1.1114926,0.0342144
6,-1.580308,-1.5266703,"('distant', 'open')",-1.0954254,-1.0203059,-1.3378667,-1.273488,0.0643787
7,0.07998714,0.13002874,"('insensitive', 'sensitive')",-0.40714648,-0.38749424,-0.1635797,-0.1287327,0.034847
8,0.051555164,-0.11728588,"('unaffectionate', 'affectionate')",-0.81470835,-0.8425876,-0.3815766,-0.4799367,-0.0983601
9,-0.27999043,-0.4248048,"('unaffectionate', 'caring')",-0.46112663,-0.5388948,-0.3705585,-0.4818498,-0.1112913
10,-0.650333,-0.59608227,"('unsympathetic', 'sympathetic')",-0.40643495,-0.38876092,-0.528384,-0.4924216,0.0359624
11,0.6239412,0.5697989,"('unhelpful', 'helpful')",1.0623851,0.995767,0.8431631,0.7827829,-0.0603802
12,0.40582514,0.45416957,"('unsupportive', 'supportive')",-0.70192087,-0.704935,-0.1480479,-0.1253827,0.0226652
13,-0.62239325,-0.5156278,"('impolite', 'polite')",-0.42107913,-0.41622412,-0.5217362,-0.465926,0.0558102
14,1.0415477,1.1282183,"('antisocial', 'social')",0.3775903,0.32899135,0.709569,0.7286048,0.0190358
15,0.25674033,0.09961675,"('boring', 'funny')",1.2802588,1.1438332,0.7684996,0.621725,-0.1467746
16,-0.5008676,-0.58766925,"('unpopular', 'popular')",-0.43684056,-0.5040294,-0.4688541,-0.5458493,-0.0769952
17,0.2644389,0.35749468,"('nasty', 'nice')",-0.22482598,-0.16931075,0.0198065,0.094092,0.0742855
18,0.62596095,0.69981945,"('disagreeable', 'welcoming')",-0.7743774,-0.74257284,-0.0742082,-0.0213767,0.0528315
19,-1.195906,-1.1220887,"('inhospitable', 'hospitable')",-0.33877265,-0.2894881,-0.7673393,-0.7057884,0.0615509
20,-0.53347653,-0.57670206,"('rough', 'thoughtful')",-0.19628607,-0.20430614,-0.3648813,-0.3905041,-0.0256228
21,-0.27360132,-0.2399401,"('immoral', 'moral')",-0.15510808,-0.12473964,-0.2143547,-0.1823399,0.0320148
22,0.42082542,0.62505263,"('untrustworthy', 'trustworthy')",0.3043108,0.3601451,0.3625681,0.4925989,0.1300308
23,0.4682695,0.38807005,"('insincere', 'sincere')",2.4296496,2.388922,1.4489596,1.388496,-0.0604636
