,patina_male,patina_female,tuple,average_male,average_female,female-male
0,0.14002994,0.05049497,"('unsociable', 'sociable')",0.1400299,0.050495,-0.0895349
1,-0.8118962,-0.8129069,"('unfriendly', 'friendly')",-0.8118962,-0.8129069,-0.0010107
2,0.9586931,1.0531485,"('unlikable', 'likable')",0.9586931,1.0531485,0.0944554
3,-0.296067,-0.1181809,"('repellent', 'pleasant')",-0.296067,-0.1181809,0.1778861
4,-2.7857559,-2.8412478,"('disliked', 'liked')",-2.7857559,-2.8412478,-0.0554919
5,-1.9219784,-1.8701373,"('distant', 'outgoing')",-1.9219784,-1.8701373,0.0518411
6,-2.2195609,-2.175351,"('distant', 'open')",-2.2195609,-2.1753509,0.04421
7,-0.041563287,0.028151585,"('insensitive', 'sensitive')",-0.0415633,0.0281516,0.0697149
8,-0.028001497,-0.07869463,"('unaffectionate', 'affectionate')",-0.0280015,-0.0786946,-0.0506931
9,-0.046726733,-0.0844798,"('unaffectionate', 'caring')",-0.0467267,-0.0844798,-0.0377531
10,0.20763165,0.33446154,"('unsympathetic', 'sympathetic')",0.2076316,0.3344615,0.1268299
11,1.5235368,1.5878627,"('unhelpful', 'helpful')",1.5235368,1.5878627,0.0643259
12,-0.58121383,-0.54920936,"('unsupportive', 'supportive')",-0.5812138,-0.5492094,0.0320044
13,0.36413974,0.40220335,"('impolite', 'polite')",0.3641397,0.4022034,0.0380637
14,0.87252086,0.8705835,"('antisocial', 'social')",0.8725209,0.8705835,-0.0019374
15,0.38446787,0.25148666,"('boring', 'funny')",0.3844679,0.2514867,-0.1329812
16,-0.10341471,-0.13406402,"('unpopular', 'popular')",-0.1034147,-0.134064,-0.0306493
17,-0.0031464635,0.014564209,"('nasty', 'nice')",-0.0031465,0.0145642,0.0177107
18,-0.7777098,-0.7631344,"('disagreeable', 'welcoming')",-0.7777098,-0.7631344,0.0145754
19,-1.477979,-1.4196476,"('inhospitable', 'hospitable')",-1.4779789,-1.4196476,0.0583313
20,0.44226867,0.41298547,"('rough', 'thoughtful')",0.4422687,0.4129855,-0.0292832
21,0.83729744,0.93737036,"('immoral', 'moral')",0.8372974,0.9373704,0.100073
22,-0.1301324,-0.079904035,"('untrustworthy', 'trustworthy')",-0.1301324,-0.079904,0.0502284
23,2.367088,2.4184494,"('insincere', 'sincere')",2.3670881,2.4184494,0.0513613
24,0.031602226,0.072866425,"('dishonest', 'honest')",0.0316022,0.0728664,0.0412642
25,-0.08587735,-0.20108677,"('egoistic', 'altruistic')",-0.0858774,-0.2010868,-0.1152094
26,0.44707364,0.34710702,"('hardhearted', 'benevolent')",0.4470736,0.347107,-0.0999666
27,-0.5647673,-0.6082954,"('hardhearted', 'softhearted')",-0.5647673,-0.6082954,-0.0435281
28,0.7224262,0.6751727,"('disloyal', 'loyal')",0.7224262,0.6751727,-0.0472535
29,-1.1020222,-1.1452408,"('unfair', 'fair')",-1.1020222,-1.1452408,-0.0432186
30,1.1592299,1.1297837,"('intolerant', 'tolerant')",1.1592299,1.1297837,-0.0294462
31,-1.9770597,-1.9435111,"('evil', 'good')",-1.9770597,-1.9435111,0.0335486
32,1.4669245,1.3572559,"('unkind', 'kind')",1.4669245,1.3572559,-0.1096686
33,-0.37408763,-0.4706398,"('wrong', 'right')",-0.3740876,-0.4706398,-0.0965522
34,1.6964442,1.9140422,"('mean', 'honorable')",1.6964442,1.9140422,0.217598
35,-0.74876595,-0.9722409,"('corrupt', 'incorrupt')",-0.7487659,-0.9722409,-0.223475
36,-1.0783765,-1.1291203,"('hostile', 'amicable')",-1.0783765,-1.1291203,-0.0507438
37,0.2196919,0.13027236,"('fake', 'genuine')",0.2196919,0.1302724,-0.0894195
38,0.2867471,0.34203646,"('untruthful', 'truthful')",0.2867471,0.3420365,0.0552894
39,0.5849178,0.60886747,"('exploitative', 'cooperative')",0.5849178,0.6088675,0.0239497
40,-1.4728957,-1.6101407,"('stingy', 'generous')",-1.4728957,-1.6101407,-0.137245
41,0.6943041,0.73495644,"('unforgiving', 'forgiving')",0.6943041,0.7349564,0.0406523
42,-0.4789323,-0.41856232,"('unreliable', 'reliable')",-0.4789323,-0.4185623,0.06037
43,-0.1444561,-0.018469285,"('irresponsible', 'responsible')",-0.1444561,-0.0184693,0.1259868
44,-0.43546888,-0.45437816,"('prejudiced', 'unprejudiced')",-0.4354689,-0.4543782,-0.0189093
45,-0.07376679,0.12592912,"('incompetent', 'competent')",-0.0737668,0.1259291,0.1996959
46,-0.037728317,0.12412032,"('uncompetitive', 'competitive')",-0.0377283,0.1241203,0.1618486
47,2.3421085,2.4548979,"('stupid', 'smart')",2.3421085,2.4548979,0.1127894
48,0.5569272,0.55391055,"('unintelligent', 'intelligent')",0.5569272,0.5539106,-0.0030166
49,0.008629063,0.11699182,"('unable', 'able')",0.0086291,0.1169918,0.1083627
50,0.50118387,0.4225976,"('clumsy', 'skillful')",0.5011839,0.4225976,-0.0785863
51,-0.0930797,-0.10289559,"('uneducated', 'educated')",-0.0930797,-0.1028956,-0.0098159
52,-0.65649825,-0.8588869,"('irrational', 'rational')",-0.6564983,-0.8588869,-0.2023886
53,-0.942115,-0.88586277,"('uncreative', 'creative')",-0.942115,-0.8858628,0.0562522
54,-0.040885575,-0.047097348,"('incapable', 'capable')",-0.0408856,-0.0470973,-0.0062117
55,0.69438267,0.8387157,"('incompetent', 'clever')",0.6943827,0.8387157,0.144333
56,1.2777624,1.343217,"('impractical', 'practical')",1.2777624,1.343217,0.0654546
57,-1.6270262,-1.5964524,"('unimaginative', 'imaginative')",-1.6270262,-1.5964524,0.0305738
58,-0.48904774,-0.43091515,"('undiscriminating', 'discriminating')",-0.4890477,-0.4309151,0.0581326
59,-0.08278922,-0.1855757,"('foolish', 'wise')",-0.0827892,-0.1855757,-0.1027865
60,1.1464852,1.3073254,"('inefficient', 'efficient')",1.1464852,1.3073254,0.1608402
61,-0.3332849,-0.42997634,"('illogical', 'logical')",-0.3332849,-0.4299763,-0.0966914
62,0.9538236,1.0675778,"('incompetent', 'brilliant')",0.9538236,1.0675778,0.1137542
63,0.25255612,0.39773747,"('unperceptive', 'insightful')",0.2525561,0.3977375,0.1451814
