,kinder_male,kinder_female,tuple,morgan_male,morgan_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.565291,-0.6298071,"('unsociable', 'sociable')",0.5695489,0.51790506,-0.5663064,-0.68249464,-0.1873495,-0.2647989,-0.0774494
1,-1.2014416,-1.3238393,"('unfriendly', 'friendly')",1.667845,1.4074978,2.11971,1.9751873,0.8620378,0.6862819,-0.1757559
2,0.19451147,0.24790356,"('unlikable', 'likable')",1.5231854,1.5780667,0.62483567,0.7021816,0.7808442,0.8427173,0.0618731
3,-1.4099815,-1.3573521,"('repellent', 'pleasant')",-0.9990921,-0.826411,-0.102385804,-0.050450273,-0.8371531,-0.7447378,0.0924153
4,0.6463219,0.61604506,"('disliked', 'liked')",-0.28847045,-0.41675815,-6.308992,-6.4492373,-1.9837135,-2.0833168,-0.0996033
5,0.55879194,0.4920298,"('distant', 'outgoing')",0.99721265,0.8671024,0.12432387,0.09517352,0.5601095,0.4847685,-0.075341
6,0.6332235,0.56146127,"('distant', 'open')",0.9771203,0.82939917,0.59747493,0.53684956,0.7359395,0.64257,-0.0933695
7,-0.5463386,-0.49220774,"('insensitive', 'sensitive')",0.44063637,0.57171357,0.45920235,0.47470847,0.1178334,0.1847381,0.0669047
8,-0.23221964,-0.33297715,"('unaffectionate', 'affectionate')",1.3356891,1.1669048,1.3055041,1.208428,0.8029912,0.6807852,-0.122206
9,-0.35656142,-0.4120828,"('unaffectionate', 'caring')",1.5203807,1.4262418,1.3274348,1.297225,0.830418,0.7704613,-0.0599567
10,-1.6831968,-1.5928174,"('unsympathetic', 'sympathetic')",-0.7871036,-0.61898005,-0.47106135,-0.5098426,-0.980454,-0.9072134,0.0732406
11,-0.9010493,-0.7695634,"('unhelpful', 'helpful')",-0.07533795,0.102942966,1.5406071,1.6557256,0.1880733,0.3297017,0.1416284
12,-0.09465025,0.017416475,"('unsupportive', 'supportive')",1.660126,1.8013526,-1.676584,-1.6734776,-0.0370361,0.0484305,0.0854666
13,-0.55226904,-0.42966276,"('impolite', 'polite')",-0.04913823,0.035857584,-0.88602436,-0.8437581,-0.4958105,-0.4125211,0.0832894
14,-1.1797235,-1.1480622,"('antisocial', 'social')",0.24838397,0.2731998,-0.8376284,-0.8400212,-0.589656,-0.5716279,0.0180281
15,0.38906285,0.34775117,"('boring', 'funny')",0.21601045,0.14818281,0.4979984,0.48693532,0.3676906,0.3276231,-0.0400675
16,0.31408647,0.22752884,"('unpopular', 'popular')",-0.23350504,-0.29916856,0.4337941,0.39783397,0.1714585,0.1087314,-0.0627271
17,0.63814545,0.6646438,"('nasty', 'nice')",-0.40340286,-0.351342,-0.55007344,-0.52249664,-0.1051103,-0.0697316,0.0353787
18,-0.8829115,-0.80812895,"('disagreeable', 'welcoming')",0.6692554,0.7140055,-0.41215387,-0.44563866,-0.2086033,-0.1799207,0.0286826
