,gartner_male,gartner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1558777,-1.3918047,"('unsociable', 'sociable')",-0.30941033,-0.57099736,-0.732644,-0.981401,-0.248757
1,-1.4812759,-1.6014624,"('unfriendly', 'friendly')",1.3987682,1.219005,-0.0412539,-0.1912287,-0.1499748
2,0.5483529,0.5476598,"('unlikable', 'likable')",0.46405667,0.5653632,0.5062048,0.5565115,0.0503067
3,-0.7201994,-0.77350104,"('repellent', 'pleasant')",0.3695741,0.37716383,-0.1753127,-0.1981686,-0.0228559
4,0.49944875,0.4159323,"('disliked', 'liked')",-6.280238,-6.2475877,-2.8903947,-2.9158278,-0.0254331
5,-0.6090658,-0.60626966,"('distant', 'outgoing')",-0.41709593,-0.36168745,-0.5130808,-0.4839786,0.0291022
6,-0.45501193,-0.43460596,"('distant', 'open')",-0.07448538,-0.055954132,-0.2647487,-0.24528,0.0194687
7,-0.89097476,-0.9539629,"('insensitive', 'sensitive')",0.41910607,0.35823277,-0.2359343,-0.2978651,-0.0619308
8,-0.73997986,-0.7171945,"('unaffectionate', 'affectionate')",0.7617808,0.7030489,0.0109005,-0.0070728,-0.0179733
9,-0.9574519,-1.0308496,"('unaffectionate', 'caring')",0.9800342,0.9573832,0.0112911,-0.0367332,-0.0480243
10,-1.618086,-1.7281752,"('unsympathetic', 'sympathetic')",-0.100850835,-0.23918675,-0.8594684,-0.983681,-0.1242126
11,-0.899312,-0.9713492,"('unhelpful', 'helpful')",1.754173,1.8124478,0.4274305,0.4205493,-0.0068812
12,-1.2783997,-1.2169138,"('unsupportive', 'supportive')",-1.8349105,-1.7762198,-1.5566552,-1.4965668,0.0600884
13,-1.0833387,-1.3384235,"('impolite', 'polite')",-0.44505885,-0.4807075,-0.7641988,-0.9095655,-0.1453667
14,-0.7925823,-0.92884135,"('antisocial', 'social')",-0.39140368,-0.51746935,-0.591993,-0.7231554,-0.1311624
15,0.11107162,0.029555496,"('boring', 'funny')",0.37326843,0.35847825,0.24217,0.1940169,-0.0481531
16,0.03980425,0.084650114,"('unpopular', 'popular')",0.3383908,0.33210003,0.1890975,0.2083751,0.0192776
17,-0.12829095,-0.051789798,"('nasty', 'nice')",-0.4025994,-0.28968638,-0.2654452,-0.1707381,0.0947071
18,-0.51181126,-0.4716335,"('disagreeable', 'welcoming')",-0.3741592,-0.40233463,-0.4429852,-0.4369841,0.0060011
19,-0.39943677,-0.46506068,"('inhospitable', 'hospitable')",-0.15829636,-0.0822073,-0.2788666,-0.273634,0.0052326
20,0.016957879,0.02370517,"('rough', 'thoughtful')",1.4165937,1.3238462,0.7167758,0.6737757,-0.0430001
21,-0.4687421,-0.5994017,"('immoral', 'moral')",-0.47089678,-0.49672052,-0.4698194,-0.5480611,-0.0782417
22,-0.27520704,-0.42689225,"('untrustworthy', 'trustworthy')",-0.9492344,-1.0638721,-0.6122208,-0.7453822,-0.1331614
23,-0.92513734,-1.0525583,"('insincere', 'sincere')",5.659241,5.502778,2.3670518,2.2251098,-0.141942
24,-0.63643426,-0.79837257,"('dishonest', 'honest')",0.75010467,0.66315997,0.0568352,-0.0676063,-0.1244415
25,0.20836508,0.22127861,"('egoistic', 'altruistic')",1.2330985,1.1677846,0.7207318,0.6945316,-0.0262002
26,-0.2467063,-0.36696732,"('hardhearted', 'benevolent')",1.5030804,1.2850041,0.6281871,0.4590184,-0.1691687
27,-0.48533025,-0.50725764,"('hardhearted', 'softhearted')",1.3382858,1.2085693,0.4264778,0.3506558,-0.075822
28,-0.55213267,-0.62316346,"('disloyal', 'loyal')",0.97522473,0.8032102,0.211546,0.0900234,-0.1215226
29,0.008199915,0.0016306341,"('unfair', 'fair')",-0.33397162,-0.52874285,-0.1628858,-0.2635561,-0.1006703
30,0.35174757,0.22069207,"('intolerant', 'tolerant')",1.3526331,1.3121061,0.8521904,0.7663991,-0.0857913
31,-0.97749245,-0.9231571,"('evil', 'good')",-1.3209641,-1.411586,-1.1492283,-1.1673715,-0.0181432
