,maxim_male,maxim_female,tuple,integrated_male,integrated_female,products_male,products_female,inc_male,inc_female,average_male,average_female,female-male
0,0.49362615,0.44122043,"('unsociable', 'sociable')",0.38876903,0.27945626,-0.11076667,-0.1525748,-0.67366505,-0.77354664,0.0244909,-0.0513612,-0.0758521
1,-0.25073308,-0.03547261,"('unfriendly', 'friendly')",0.012760046,0.015532895,-0.27872512,-0.26368922,2.2145224,2.1198776,0.4244561,0.4590622,0.0346061
2,0.6366811,0.6924676,"('unlikable', 'likable')",0.97262657,1.1305182,0.34360856,0.36795828,0.84754413,0.8948591,0.7001151,0.7714508,0.0713357
3,-0.4127504,-0.32609692,"('repellent', 'pleasant')",-1.388178,-1.2689792,0.17034288,0.19966336,-0.17509526,-0.1636491,-0.4514202,-0.3897654,0.0616548
4,-1.616561,-1.5692984,"('disliked', 'liked')",-0.036472127,-0.0928788,-0.12259772,-0.20389816,-5.801121,-5.9676757,-1.894188,-1.9584378,-0.0642498
5,-0.534597,-0.3989224,"('distant', 'outgoing')",0.6841341,0.8133432,-0.23466414,-0.17283465,0.20531833,0.18523064,0.0300478,0.1067042,0.0766564
6,-1.3118953,-1.0948809,"('distant', 'open')",0.27229387,0.40649784,-0.5702384,-0.4871722,0.79691136,0.74651515,-0.2032321,-0.10726,0.0959721
7,0.30996487,0.3000532,"('insensitive', 'sensitive')",0.098369054,0.10608587,-0.87219423,-0.8242171,0.31540406,0.29859734,-0.0371141,-0.0298702,0.0072439
8,0.31119803,0.4399411,"('unaffectionate', 'affectionate')",-0.53734374,-0.4478581,-1.0935179,-0.9382991,0.8517733,0.8070111,-0.1169726,-0.0348012,0.0821714
9,0.8304305,0.9265312,"('unaffectionate', 'caring')",0.0021741465,0.07787834,-0.3316657,-0.26948825,1.1550543,1.1469259,0.4139983,0.4704618,0.0564635
10,0.66328347,0.5494494,"('unsympathetic', 'sympathetic')",-0.6709111,-0.7275835,-0.92667663,-0.87547535,-0.8962087,-0.9291451,-0.4576283,-0.4956886,-0.0380603
11,-0.02230348,-0.09321983,"('unhelpful', 'helpful')",0.7099297,0.73250926,0.6703103,0.65794814,1.5492246,1.612231,0.7267903,0.7273672,0.0005769
12,1.1852273,1.3569077,"('unsupportive', 'supportive')",1.5273044,1.7433479,0.1415802,0.31437346,-1.7604676,-1.7439408,0.273411,0.417672,0.144261
13,0.0804123,-0.120011285,"('impolite', 'polite')",0.727548,0.6881021,0.6576241,0.61375576,-0.54143465,-0.588354,0.2310374,0.1483732,-0.0826642
14,0.8761092,0.8202145,"('antisocial', 'social')",0.96471745,0.9207963,0.34624025,0.32682824,-0.99531645,-1.046426,0.2979376,0.2553533,-0.0425843
15,-0.45983636,-0.6103385,"('boring', 'funny')",0.67294633,0.5512397,0.1116091,0.053035293,0.72050136,0.6441397,0.2613051,0.1595191,-0.101786
16,-1.8927181,-1.7353206,"('unpopular', 'popular')",-0.52867526,-0.57437414,0.17035617,0.13698323,0.67835593,0.681002,-0.3931703,-0.3729274,0.0202429
17,-0.42107844,-0.3993273,"('nasty', 'nice')",-0.4096185,-0.31558785,0.29398504,0.3511814,-0.3952303,-0.34178016,-0.2329856,-0.1763785,0.0566071
18,-0.08416389,-0.04818153,"('disagreeable', 'welcoming')",0.26335865,0.3656581,-0.4646886,-0.41371757,-0.1330612,-0.21117091,-0.1046388,-0.076853,0.0277858
19,-0.76205343,-0.59315985,"('inhospitable', 'hospitable')",-0.51853436,-0.3893036,-0.8199928,-0.75418586,0.49966958,0.5733877,-0.4002278,-0.2908154,0.1094124
20,0.5032786,0.52298856,"('rough', 'thoughtful')",0.0679546,0.019359682,0.838687,0.83156335,0.9029156,0.85319453,0.5782089,0.5567765,-0.0214324
21,0.23594922,0.0816415,"('immoral', 'moral')",-0.20083474,-0.2880531,0.44877318,0.38860628,-0.8536757,-0.8470451,-0.092447,-0.1662126,-0.0737656
22,0.4675678,0.44480932,"('untrustworthy', 'trustworthy')",-0.07937006,-0.1034042,-0.07754009,-0.11434083,-0.9615034,-1.025506,-0.1627114,-0.1996104,-0.036899
23,1.6048516,1.5457542,"('insincere', 'sincere')",0.53670186,0.5323335,0.24457327,0.22152865,5.2254286,5.232404,1.9028888,1.8830051,-0.0198837
24,0.7804948,0.73199224,"('dishonest', 'honest')",0.008979753,0.10064858,-1.9655592,-1.869024,0.694851,0.62899315,-0.1203084,-0.1018475,0.0184609
25,-0.4920081,-0.4200694,"('egoistic', 'altruistic')",0.32569337,0.40840846,0.98594373,1.0289806,1.6113663,1.594635,0.6077488,0.6529887,0.0452399
26,0.586562,0.635265,"('hardhearted', 'benevolent')",0.45291266,0.42118204,0.6928757,0.6654024,1.7518048,1.6635303,0.8710388,0.8463449,-0.0246939
27,-0.10552438,-0.07590637,"('hardhearted', 'softhearted')",-1.0147222,-0.8122764,-0.7097589,-0.6471939,1.6442063,1.495207,-0.0464498,-0.0100425,0.0364073
28,0.8502749,0.7027073,"('disloyal', 'loyal')",0.5264955,0.29472977,0.19063075,0.10485256,1.1305372,1.0197693,0.6744846,0.5305147,-0.1439699
29,-0.75329894,-0.76138395,"('unfair', 'fair')",-1.071074,-1.0753372,-1.2494485,-1.2197806,-0.5102295,-0.5854148,-0.8960128,-0.9104792,-0.0144664
