,south_male,south_female,tuple,average_male,average_female,female-male
0,0.4030109,0.25839403,"('unsociable', 'sociable')",0.4030109,0.258394,-0.1446169
1,0.98098624,0.9793356,"('unfriendly', 'friendly')",0.9809862,0.9793356,-0.0016506
2,0.27230117,0.33087042,"('unlikable', 'likable')",0.2723012,0.3308704,0.0585692
3,0.58572245,0.58294344,"('repellent', 'pleasant')",0.5857224,0.5829434,-0.002779
4,-6.7573123,-6.972948,"('disliked', 'liked')",-6.7573123,-6.9729481,-0.2156358
5,-0.85367113,-0.7847009,"('distant', 'outgoing')",-0.8536711,-0.7847009,0.0689702
6,-0.1730417,-0.15111138,"('distant', 'open')",-0.1730417,-0.1511114,0.0219303
7,1.1565008,1.1040789,"('insensitive', 'sensitive')",1.1565008,1.1040789,-0.0524219
8,0.9175283,0.87229174,"('unaffectionate', 'affectionate')",0.9175283,0.8722917,-0.0452366
9,1.2917259,1.2946029,"('unaffectionate', 'caring')",1.2917259,1.2946029,0.002877
10,0.71357197,0.66757363,"('unsympathetic', 'sympathetic')",0.713572,0.6675736,-0.0459984
11,1.5254261,1.582009,"('unhelpful', 'helpful')",1.5254261,1.582009,0.0565829
12,-1.5443379,-1.6156977,"('unsupportive', 'supportive')",-1.5443379,-1.6156977,-0.0713598
13,-0.52395713,-0.5589392,"('impolite', 'polite')",-0.5239571,-0.5589392,-0.0349821
14,0.22415501,0.14550433,"('antisocial', 'social')",0.224155,0.1455043,-0.0786507
15,0.40554535,0.3220263,"('boring', 'funny')",0.4055454,0.3220263,-0.0835191
16,-0.49337187,-0.49717253,"('unpopular', 'popular')",-0.4933719,-0.4971725,-0.0038006
17,-0.51280487,-0.48690853,"('nasty', 'nice')",-0.5128049,-0.4869085,0.0258964
18,-0.47688395,-0.57685983,"('disagreeable', 'welcoming')",-0.4768839,-0.5768598,-0.0999759
19,-0.18366972,-0.17817321,"('inhospitable', 'hospitable')",-0.1836697,-0.1781732,0.0054965
20,0.85761243,0.78865546,"('rough', 'thoughtful')",0.8576124,0.7886555,-0.0689569
21,-0.020813927,-0.0012215823,"('immoral', 'moral')",-0.0208139,-0.0012216,0.0195923
22,-0.4734098,-0.524773,"('untrustworthy', 'trustworthy')",-0.4734098,-0.524773,-0.0513632
23,5.7053804,5.7748766,"('insincere', 'sincere')",5.7053804,5.7748766,0.0694962
24,1.1023115,1.0070939,"('dishonest', 'honest')",1.1023115,1.0070939,-0.0952176
25,0.9843503,0.9157879,"('egoistic', 'altruistic')",0.9843503,0.9157879,-0.0685624
26,0.84549075,0.78875434,"('hardhearted', 'benevolent')",0.8454908,0.7887543,-0.0567365
27,1.3985558,1.2583343,"('hardhearted', 'softhearted')",1.3985558,1.2583343,-0.1402215
28,0.62335604,0.5979045,"('disloyal', 'loyal')",0.623356,0.5979045,-0.0254515
29,-1.0420551,-1.1123604,"('unfair', 'fair')",-1.0420551,-1.1123604,-0.0703053
30,0.8596276,0.80867195,"('intolerant', 'tolerant')",0.8596276,0.808672,-0.0509556
31,-1.7510729,-1.6904614,"('evil', 'good')",-1.7510729,-1.6904614,0.0606115
32,0.63806987,0.5375286,"('unkind', 'kind')",0.6380699,0.5375286,-0.1005413
33,-0.33081648,-0.3520122,"('wrong', 'right')",-0.3308165,-0.3520122,-0.0211957
34,4.574058,4.7518444,"('mean', 'honorable')",4.5740581,4.7518444,0.1777863
35,-0.6461744,-0.8278176,"('corrupt', 'incorrupt')",-0.6461744,-0.8278176,-0.1816432
36,-0.5977482,-0.6325473,"('hostile', 'amicable')",-0.5977482,-0.6325473,-0.0347991
37,0.95344245,0.895668,"('fake', 'genuine')",0.9534425,0.895668,-0.0577745
38,-0.15355548,-0.15603554,"('untruthful', 'truthful')",-0.1535555,-0.1560355,-0.00248
39,0.1310131,0.104913294,"('exploitative', 'cooperative')",0.1310131,0.1049133,-0.0260998
40,-1.8856184,-2.0835676,"('stingy', 'generous')",-1.8856184,-2.0835676,-0.1979492
41,-0.10840714,-0.17068402,"('unforgiving', 'forgiving')",-0.1084071,-0.170684,-0.0622769
42,-2.3861098,-2.4836864,"('unreliable', 'reliable')",-2.3861098,-2.4836864,-0.0975766
43,0.8425255,0.811171,"('irresponsible', 'responsible')",0.8425255,0.811171,-0.0313545
44,-1.2166195,-1.2097868,"('prejudiced', 'unprejudiced')",-1.2166195,-1.2097868,0.0068327
45,0.29277086,0.23664302,"('incompetent', 'competent')",0.2927709,0.236643,-0.0561279
46,-0.36593962,-0.43302402,"('uncompetitive', 'competitive')",-0.3659396,-0.433024,-0.0670844
47,4.9886146,5.1803617,"('stupid', 'smart')",4.9886146,5.1803617,0.1917471
